"respondent_id","gender","age","household_income","education","location","more_grammar_correct","heard_oxford_comma","care_oxford_comma","write_following","data_singular_plural","care_data","care_proper_grammar"
3290112681,"Male","> 60","$100,000 - $149,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290110833,"Female","30-44","$100,000 - $149,999","Graduate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3290101892,"Male","18-29","$25,000 - $49,999","Bachelor degree","Mountain","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290101230,"Male","45-60","$150,000+","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290100386,"Male","18-29","$150,000+","Bachelor degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3290099876,"Female","> 60","$100,000 - $149,999","Bachelor degree","West North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3290098463,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290097197,"Male","> 60","$100,000 - $149,999","Bachelor degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290095517,"Male","> 60",NA,"Bachelor degree","East South Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3290094405,"Female","> 60",NA,"Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290088495,"Female","> 60",NA,"Some college or Associate degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Some","Very important"
3290085563,"Male","45-60","$50,000 - $99,999","Bachelor degree","New England","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290074701,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",NA,NA,NA,NA,NA,NA
3290073282,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",NA,NA,NA,NA,NA,NA
3290066647,"Male","30-44","$25,000 - $49,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290063320,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much",NA
3290063216,"Male","45-60","$25,000 - $49,999","Bachelor degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3290051893,"Male","> 60","$50,000 - $99,999","Graduate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290049937,"Male","18-29","$0 - $24,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290049717,"Male","30-44","$150,000+","Bachelor degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Somewhat important"
3290048674,"Male","30-44",NA,NA,"West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290047857,"Male","> 60",NA,"Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290046601,"Female","> 60",NA,"Bachelor degree","South Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290044489,"Female","18-29","$0 - $24,999","High school degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290042982,"Female","> 60",NA,"Bachelor degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290039455,"Male","30-44",NA,"Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3290039060,"Male","> 60","$25,000 - $49,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3290035984,"Female","30-44","$50,000 - $99,999","Graduate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290034870,"Female","> 60",NA,"Bachelor degree","Pacific","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290032571,"Male","> 60",NA,NA,"Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290031829,"Female","30-44","$25,000 - $49,999","Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3290029805,"Female","45-60","$100,000 - $149,999","Some college or Associate degree","West North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3290023935,"Female","30-44",NA,"Graduate degree","West North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3290021809,"Female","30-44","$25,000 - $49,999","Bachelor degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290021040,"Female","> 60","$0 - $24,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Somewhat important"
3290020650,"Female","30-44",NA,"Bachelor degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3290013308,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Some","Somewhat important"
3290013036,"Male","30-44","$0 - $24,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290011204,"Male","> 60","$50,000 - $99,999","Bachelor degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3290010254,"Male","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Somewhat important"
3290008324,"Male","> 60",NA,"Graduate degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3290007844,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind, and loyal.",NA,NA,NA,NA,NA,NA
3290007275,"Female","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Somewhat important"
3290005316,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind, and loyal.",NA,NA,NA,NA,NA,NA
3290001368,"Male","> 60",NA,"High school degree","Mountain","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Neither important nor unimportant (neutral)"
3290000316,"Female","> 60","$25,000 - $49,999","High school degree","West South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289997175,"Male","> 60","$100,000 - $149,999","Graduate degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3289994229,"Female","30-44","$100,000 - $149,999","Graduate degree","East South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289991718,"Male","> 60","$25,000 - $49,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Not at all","Very important"
3289987109,"Female","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Somewhat important"
3289984898,"Female","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289982081,"Female","30-44",NA,"Graduate degree","New England","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3289979473,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289978318,"Female","30-44","$100,000 - $149,999","Graduate degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3289977653,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not at all",NA
3289976141,"Female","18-29","$50,000 - $99,999","Bachelor degree","South Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289974256,"Female","> 60","$100,000 - $149,999","Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3289973762,"Female","45-60","$150,000+","Graduate degree","New England","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not at all","Somewhat important"
3289973456,"Female","45-60",NA,"Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3289972518,"Female","18-29","$25,000 - $49,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289971576,"Male","30-44","$50,000 - $99,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3289970917,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some",NA
3289970848,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3289967014,"Female","> 60",NA,"Bachelor degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3289963746,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3289962668,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289959700,"Male","> 60","$100,000 - $149,999","Bachelor degree","West South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3289959136,"Female","> 60","$100,000 - $149,999","High school degree","Mountain","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3289957395,"Male","45-60","$100,000 - $149,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3289955916,"Male","> 60","$50,000 - $99,999","Graduate degree","Mountain","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not at all","Somewhat important"
3289954676,"Female","18-29",NA,"Some college or Associate degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289954457,"Female","> 60","$25,000 - $49,999","Bachelor degree","East South Central","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3289952452,"Female","30-44","$100,000 - $149,999","Bachelor degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3289951479,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","West North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Neither important nor unimportant (neutral)"
3289947973,"Female","30-44","$100,000 - $149,999","Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3289947006,"Male","45-60","$100,000 - $149,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Not much","Very important"
3289946696,"Male","18-29",NA,"Some college or Associate degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3289946664,"Male","30-44","$0 - $24,999","Bachelor degree","East North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289946232,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289944285,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","Mountain","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Somewhat important"
3289944211,"Female","45-60","$50,000 - $99,999","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3289942505,"Male","45-60","$100,000 - $149,999","Bachelor degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289942442,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289941018,"Male","45-60","$50,000 - $99,999","Graduate degree","East South Central","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3289940847,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all",NA
3289939239,"Female","18-29",NA,"Bachelor degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Some",NA,TRUE,"Not much","Somewhat important"
3289937985,"Female","> 60",NA,"Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Somewhat important"
3289935427,"Female","30-44",NA,"Graduate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289935352,"Male","30-44","$100,000 - $149,999","Bachelor degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289935273,"Male","18-29","$25,000 - $49,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289934414,"Male","> 60",NA,"Bachelor degree","New England","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"A lot","Very important"
3289934137,"Female","> 60","$0 - $24,999","High school degree","West South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Not much","Somewhat important"
3289930307,"Male","45-60","$150,000+","Some college or Associate degree","East South Central","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3289929424,"Female","45-60",NA,"Bachelor degree","East North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289928231,NA,NA,NA,NA,NA,"It's important for a person to be honest, kind and loyal.",NA,NA,NA,NA,NA,NA
3289925635,"Female","> 60",NA,"Some college or Associate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"A lot","Very important"
3289922542,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289922168,"Male","> 60","$0 - $24,999","High school degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Very important"
3289918265,"Female","30-44","$150,000+","Bachelor degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3289916838,"Male","45-60","$0 - $24,999","Bachelor degree","New England","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Somewhat important"
3289916112,"Male","> 60",NA,"High school degree","Pacific","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289914920,"Male","> 60","$150,000+","Graduate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289914710,"Female","45-60","$50,000 - $99,999","Bachelor degree","West South Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289914640,"Male","> 60","$50,000 - $99,999","Bachelor degree","East North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Somewhat important"
3289908389,"Female","45-60","$50,000 - $99,999","Bachelor degree","West North Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3289908295,"Female","45-60","$100,000 - $149,999","Bachelor degree","Mountain","It's important for a person to be honest, kind and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3289908275,"Female","30-44",NA,"Bachelor degree","East South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289906603,"Female","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3289904979,"Female","30-44","$50,000 - $99,999","Bachelor degree","New England","It's important for a person to be honest, kind, and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289900843,"Male","> 60","$50,000 - $99,999","Bachelor degree","South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289900679,"Male","> 60","$25,000 - $49,999","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Somewhat important"
3289893315,"Female","> 60","$25,000 - $49,999","Bachelor degree","Mountain","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289891849,"Female","> 60","$150,000+","Graduate degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3289891303,"Male","45-60","$50,000 - $99,999","Graduate degree","East North Central","It's important for a person to be honest, kind, and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",FALSE,"Some","Very important"
3289891132,"Female","30-44","$100,000 - $149,999","Graduate degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3289888813,"Female","> 60","$25,000 - $49,999","Graduate degree","South Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
3289888227,"Male","30-44","$0 - $24,999","High school degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3289882502,"Female","> 60","$150,000+","Graduate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"A lot","Very important"
3289878715,"Male","> 60","$150,000+","Graduate degree","South Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"A lot","Very important"
3289876747,"Female","> 60","$25,000 - $49,999","High school degree","East South Central","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Not much","Very important"
3289876612,"Female","30-44","$150,000+","Bachelor degree","New England","It's important for a person to be honest, kind, and loyal.",TRUE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289876553,"Female","> 60","$100,000 - $149,999","Bachelor degree","Pacific","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Somewhat important"
3289873442,"Male","30-44","$50,000 - $99,999","Bachelor degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data are inconclusive.",TRUE,"Some","Somewhat important"
3289872805,"Female","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Very important"
3289866509,"Female","30-44","$150,000+","Graduate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Very important"
3289866387,"Female","45-60","$50,000 - $99,999","High school degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Somewhat important"
3289861372,"Female","45-60",NA,"Some college or Associate degree","East North Central","It's important for a person to be honest, kind and loyal.",FALSE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3289859602,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic","It's important for a person to be honest, kind, and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289857044,"Male","30-44",NA,"Bachelor degree","Middle Atlantic","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not much","Somewhat important"
3289847832,"Female","> 60","$50,000 - $99,999","Some college or Associate degree","Pacific","It's important for a person to be honest, kind and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"A lot","Very important"
3289843930,"Female","> 60",NA,"Some college or Associate degree","West South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Not much","Very important"
3289842221,"Male","> 60","$150,000+","Graduate degree","East North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not at all","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Not at all","Somewhat important"
3289841557,"Female","18-29","$0 - $24,999","Some college or Associate degree","West South Central","It's important for a person to be honest, kind, and loyal.",TRUE,"A lot","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289835561,"Male","45-60","$150,000+","Graduate degree","West North Central","It's important for a person to be honest, kind and loyal.",TRUE,"Not much","Some experts say it's important to drink milk, but the data is inconclusive.",TRUE,"Some","Very important"
3289834205,"Male","45-60","$150,000+","Some college or Associate degree","East South Central","It's important for a person to be honest, kind and loyal.",FALSE,"Some","Some experts say it's important to drink milk, but the data is inconclusive.",FALSE,"Some","Very important"
