"ID","Churned","Age","Married","Cust_years","Churned_contacts"
"2065",0,64,0,6,3
"2066",0,51,0,4,0
"2067",1,24,1,2,0
"2068",0,59,1,3,2
"2069",0,60,0,4,2
"2070",0,36,1,4,2
"2071",0,63,0,3,1
"2072",0,44,0,3,3
"2073",0,45,0,3,2
"2074",0,55,1,2,0
"2075",0,48,1,2,2
"2076",0,57,1,2,2
"2077",0,45,0,3,2
"2078",0,63,1,3,2
"2079",0,53,1,3,0
"2080",0,33,0,4,2
"2081",0,40,1,2,3
"2082",1,32,1,3,1
"2083",0,37,1,4,2
"2084",1,33,0,4,2
"2085",0,29,0,2,0
"2086",0,47,1,3,2
"2087",0,55,0,3,1
"2088",1,29,1,4,1
"2089",0,47,0,4,1
"2090",0,54,0,2,2
"2091",0,38,0,2,2
"2092",0,47,0,4,2
"2093",1,21,0,2,2
"2094",0,36,0,3,1
"2095",0,63,1,5,0
"2096",0,60,1,2,1
"2097",0,59,0,4,2
"2098",0,40,0,3,1
"2099",0,19,0,3,0
"2100",0,40,0,3,2
"2101",0,41,0,2,2
"2102",0,46,0,3,0
"2103",0,41,0,6,3
"2104",0,38,0,2,1
"2105",0,48,1,4,2
"2106",0,24,0,2,0
"2107",0,44,0,4,0
"2108",0,25,0,3,0
"2109",0,50,0,3,0
"2110",1,27,0,3,3
"2111",0,64,0,2,1
"2112",0,58,0,4,2
"2113",1,18,0,4,3
"2114",0,41,0,2,1
"2115",0,33,0,3,0
"2116",0,44,1,3,1
"2117",0,55,0,5,0
"2118",0,57,0,2,3
"2119",0,18,1,5,0
"2120",0,49,1,2,0
"2121",0,19,0,2,1
"2122",0,63,0,3,2
"2123",0,44,0,2,1
"2124",1,30,0,3,2
"2125",0,22,1,3,3
"2126",0,59,1,4,3
"2127",0,59,1,3,1
"2128",0,64,0,3,0
"2129",0,54,0,2,1
"2130",0,48,1,2,1
"2131",1,25,1,4,2
"2132",0,46,1,4,1
"2133",0,60,1,2,3
"2134",0,21,1,5,2
"2135",0,42,1,3,0
"2136",0,53,0,2,0
"2137",0,44,0,2,3
"2138",0,59,0,3,2
"2139",0,52,0,3,1
"2140",0,45,1,3,3
"2141",0,53,0,3,3
"2142",1,41,0,3,2
"2143",0,40,0,5,0
"2144",0,52,0,3,3
"2145",0,53,0,3,1
"2146",0,51,1,3,1
"2147",0,28,1,3,2
"2148",0,43,0,3,2
"2149",0,58,0,3,2
"2150",0,38,0,4,2
"2151",0,18,0,3,3
"2152",1,33,0,4,3
"2153",0,49,1,2,2
"2154",0,49,0,3,1
"2155",0,29,1,2,2
"2156",0,26,0,4,3
"2157",0,26,1,3,2
"2158",0,58,0,3,2
"2159",0,44,1,4,0
"2160",0,45,0,2,2
"2161",0,58,1,2,3
"2162",0,27,0,3,2
"2163",0,63,1,4,2
"2164",1,38,0,3,2
"2165",1,25,0,3,0
"2166",0,45,1,3,0
"2167",0,24,1,3,0
"2168",0,50,0,5,2
"2169",0,35,1,3,1
"2170",0,37,0,5,1
"2171",0,47,0,2,1
"2172",1,35,1,2,2
"2173",0,29,1,2,0
"2174",1,35,1,3,2
"2175",0,30,0,3,2
"2176",0,50,0,2,2
"2177",0,26,1,2,2
"2178",0,58,0,4,2
"2179",0,48,1,3,2
"2180",1,19,0,4,3
"2181",0,27,1,6,0
"2182",0,35,0,2,0
"2183",0,64,0,3,1
"2184",0,22,1,3,0
"2185",0,45,0,4,1
"2186",0,53,1,3,3
"2187",0,41,0,5,3
"2188",1,21,1,3,0
"2189",1,25,1,2,1
"2190",0,24,0,2,1
"2191",0,50,0,3,2
"2192",0,41,0,3,2
"2193",1,25,0,4,2
"2194",0,35,0,3,1
"2195",0,49,1,3,1
"2196",0,63,1,2,2
"2197",1,22,1,3,3
"2198",0,47,0,4,3
"2199",0,47,1,3,1
"2200",0,58,1,3,3
"2201",0,58,0,2,1
"2202",0,54,0,3,2
"2203",0,54,0,3,0
"2204",0,41,1,3,3
"2205",1,22,0,4,3
"2206",0,33,0,3,3
"2207",0,49,0,3,0
"2208",0,55,1,3,1
"2209",0,48,1,2,0
"2210",1,35,1,5,2
"2211",0,23,1,4,1
"2212",0,62,0,4,3
"2213",1,18,1,2,1
"2214",0,53,1,3,0
"2215",0,46,0,3,2
"2216",1,34,1,6,1
"2217",0,45,0,4,1
"2218",1,26,1,4,3
"2219",0,43,1,3,0
"2220",0,43,1,3,2
"2221",0,37,0,3,2
"2222",0,51,1,4,3
"2223",0,50,0,4,0
"2224",1,25,0,2,1
"2225",0,61,0,2,2
"2226",1,22,0,4,2
"2227",0,64,1,5,0
"2228",0,54,1,3,3
"2229",0,51,0,3,3
"2230",0,25,1,1,1
"2231",0,38,0,5,1
"2232",0,39,0,2,1
"2233",1,21,1,3,3
"2234",0,50,0,3,2
"2235",1,34,1,3,1
"2236",1,28,0,3,1
"2237",0,45,1,5,0
"2238",0,47,0,3,0
"2239",1,31,1,3,2
"2240",0,19,1,4,2
"2241",1,19,1,3,0
"2242",0,45,1,2,2
"2243",0,57,0,4,2
"2244",0,43,0,4,2
"2245",0,45,0,6,2
"2246",0,31,1,3,0
"2247",0,44,0,4,2
"2248",0,60,1,2,0
"2249",0,40,1,3,1
"2250",1,26,0,6,1
"2251",0,32,1,2,2
"2252",0,34,0,1,2
"2253",0,63,0,9,1
"2254",1,25,1,4,3
"2255",0,58,0,3,0
"2256",0,35,1,2,0
"2257",0,47,1,3,1
"2258",1,18,0,2,1
"2259",0,56,0,4,0
"2260",0,29,1,10,1
"2261",0,40,0,4,2
"2262",0,26,1,3,2
"2263",0,32,0,3,3
"2264",0,38,0,4,2
"2265",0,25,0,2,2
"2266",0,58,1,3,2
"2267",1,18,0,2,0
"2268",0,40,0,3,2
"2269",0,55,1,2,0
"2270",0,19,1,3,1
"2271",0,30,0,4,0
"2272",0,61,0,4,2
"2273",0,45,0,5,2
"2274",0,53,1,2,2
"2275",0,44,1,3,1
"2276",0,62,1,5,3
"2277",1,28,0,3,1
"2278",0,55,1,2,0
"2279",0,63,1,3,2
"2280",0,49,0,2,2
"2281",0,56,0,2,1
"2282",0,56,0,4,2
"2283",0,44,1,3,0
"2284",1,21,0,3,2
"2285",0,29,0,3,1
"2286",0,64,1,4,1
"2287",0,52,1,6,1
"2288",0,19,1,2,2
"2289",0,41,0,4,1
"2290",0,43,0,3,3
"2291",0,64,1,3,0
"2292",0,59,0,3,1
"2293",0,36,0,2,1
"2294",0,23,1,2,0
"2295",1,25,0,4,0
"2296",0,56,1,3,3
"2297",0,51,1,4,2
"2298",1,31,1,3,3
"2299",0,35,0,4,0
"2300",0,64,0,3,1
"2301",1,18,0,4,0
"2302",0,39,1,3,3
"2303",1,20,1,2,1
"2304",1,28,1,2,0
"2305",0,22,1,2,1
"2306",0,51,0,3,1
"2307",0,43,0,4,3
"2308",0,38,0,2,2
"2309",0,37,0,2,2
"2310",0,59,0,3,2
"2311",1,20,1,2,2
"2312",0,39,0,4,0
"2313",0,37,1,2,1
"2314",0,39,1,3,2
"2315",0,41,0,3,2
"2316",0,55,0,5,2
"2317",0,31,0,4,0
"2318",0,60,1,3,1
"2319",0,56,0,3,2
"2320",0,33,1,4,3
"2321",0,62,0,4,3
"2322",0,30,0,1,2
"2323",1,24,0,3,1
"2324",0,62,1,5,1
"2325",0,52,0,2,0
"2326",1,22,0,4,2
"2327",0,58,1,3,2
"2328",1,32,0,2,3
"2329",0,53,0,3,3
"2330",0,34,1,3,3
"2331",1,21,1,5,0
"2332",0,37,0,2,2
"2333",1,28,0,5,2
"2334",0,39,1,5,0
"2335",0,47,0,3,1
"2336",1,22,0,3,3
"2337",0,63,0,4,1
"2338",0,40,0,4,1
"2339",0,30,1,4,2
"2340",0,21,0,3,1
"2341",0,36,1,2,1
"2342",1,32,1,4,0
"2343",0,32,1,5,1
"2344",0,53,0,2,0
"2345",0,46,0,2,1
"2346",0,37,0,2,0
"2347",0,62,1,4,3
"2348",0,38,0,6,2
"2349",0,36,0,5,0
"2350",0,60,1,2,0
"2351",1,37,0,4,1
"2352",0,61,0,2,1
"2353",0,57,0,1,1
"2354",1,18,1,1,3
"2355",1,31,1,4,0
"2356",0,54,1,3,1
"2357",0,43,0,2,2
"2358",0,47,0,2,0
"2359",1,27,1,1,0
"2360",0,40,1,3,0
"2361",1,21,1,3,2
"2362",0,35,1,3,2
"2363",0,52,1,3,2
"2364",1,39,1,4,2
"2365",0,37,0,3,1
"2366",0,28,0,3,2
"2367",1,21,1,2,2
"2368",0,31,1,3,1
"2369",0,51,1,4,0
"2370",0,34,0,2,3
"2371",1,30,1,2,2
"2372",1,44,1,2,3
"2373",0,55,1,5,3
"2374",0,61,1,3,2
"2375",1,18,0,3,3
"2376",0,58,1,3,0
"2377",0,45,0,3,1
"2378",0,55,0,4,2
"2379",0,36,0,4,2
"2380",0,36,1,2,2
"2381",0,63,1,3,1
"2382",1,25,1,4,0
"2383",0,65,1,2,1
"2384",0,63,1,2,3
"2385",0,43,0,2,3
"2386",0,23,0,3,0
"2387",0,50,0,4,3
"2388",0,49,1,3,1
"2389",0,46,1,1,0
"2390",1,26,1,3,0
"2391",1,19,0,4,1
"2392",0,54,1,3,1
"2393",0,64,1,3,1
"2394",0,59,1,3,0
"2395",0,37,1,3,0
"2396",1,25,1,3,3
"2397",0,30,1,3,1
"2398",1,21,0,3,3
"2399",0,43,1,2,1
"2400",1,22,1,3,3
"2401",1,27,0,2,1
"2402",0,45,1,3,3
"2403",0,30,1,4,0
"2404",1,46,0,4,1
"2405",0,24,0,4,1
"2406",0,58,1,4,1
"2407",0,46,1,4,2
"2408",1,22,0,4,2
"2409",0,64,1,4,2
"2410",0,62,1,4,0
"2411",0,45,1,2,2
"2412",0,50,0,4,2
"2413",0,52,0,3,2
"2414",0,61,0,3,2
"2415",1,31,1,3,0
"2416",0,42,1,2,0
"2417",0,18,0,3,2
"2418",0,25,0,1,0
"2419",0,42,0,2,2
"2420",1,26,1,3,2
"2421",1,23,1,3,0
"2422",0,21,0,4,1
"2423",1,32,0,4,2
"2424",0,63,0,2,3
"2425",0,51,1,2,2
"2426",0,36,1,4,3
"2427",0,55,0,2,1
"2428",0,33,0,1,1
"2429",0,54,0,2,0
"2430",0,38,0,3,1
"2431",0,64,0,3,2
"2432",0,65,1,2,1
"2433",0,39,0,4,1
"2434",0,53,1,3,2
"2435",0,40,1,3,0
"2436",0,43,1,2,3
"2437",0,43,0,3,0
"2438",0,44,1,4,1
"2439",0,38,0,4,1
"2440",0,62,1,3,0
"2441",0,51,1,4,2
"2442",0,42,0,6,2
"2443",1,28,0,2,2
"2444",0,37,1,2,3
"2445",0,44,1,4,2
"2446",0,57,1,4,1
"2447",0,24,0,3,3
"2448",0,34,1,4,3
"2449",0,64,0,4,3
"2450",0,58,0,4,3
"2451",1,30,1,2,1
"2452",1,19,1,4,1
"2453",0,31,1,4,2
"2454",0,55,1,6,2
"2455",0,50,0,2,3
"2456",0,52,1,5,1
"2457",0,60,1,5,2
"2458",1,24,1,3,2
"2459",0,30,0,2,0
"2460",0,27,1,3,2
"2461",0,46,1,3,1
"2462",1,30,0,3,3
"2463",0,33,0,4,3
"2464",0,53,1,4,0
"2465",0,32,0,4,3
"2466",1,20,0,3,0
"2467",0,30,1,4,0
"2468",0,52,1,4,1
"2469",0,57,1,3,3
"2470",0,59,1,2,2
"2471",0,35,1,4,0
"2472",0,54,0,3,0
"2473",0,38,0,3,0
"2474",1,23,0,3,3
"2475",0,35,0,2,1
"2476",0,36,0,3,2
"2477",0,51,0,3,1
"2478",0,43,0,3,2
"2479",0,45,0,2,0
"2480",0,42,1,3,2
"2481",0,60,1,3,2
"2482",0,54,1,6,1
"2483",1,22,1,2,2
"2484",0,57,1,5,0
"2485",1,27,1,4,3
"2486",0,64,0,3,0
"2487",0,26,1,2,0
"2488",0,57,1,2,2
"2489",0,60,1,4,1
"2490",0,47,1,3,1
"2491",0,48,0,2,2
"2492",1,24,1,4,2
"2493",1,29,1,3,2
"2494",0,30,0,3,2
"2495",0,44,0,2,1
"2496",0,58,0,3,3
"2497",1,44,0,1,1
"2498",0,45,0,2,3
"2499",0,59,0,3,1
"2500",0,34,1,3,3
"2501",1,32,1,5,3
"2502",0,33,1,2,0
"2503",0,55,0,3,2
"2504",0,41,0,3,2
"2505",0,51,0,3,2
"2506",0,64,0,3,2
"2507",1,18,1,4,2
"2508",0,60,1,2,3
"2509",0,61,0,3,3
"2510",1,23,1,2,3
"2511",1,32,1,4,2
"2512",1,32,1,6,1
"2513",0,61,0,3,1
"2514",0,52,0,5,0
"2515",1,20,0,5,1
"2516",0,32,1,3,0
"2517",0,35,0,3,1
"2518",0,54,1,3,2
"2519",0,21,1,3,1
"2520",0,31,1,3,1
"2521",0,61,1,2,1
"2522",1,26,0,6,0
"2523",0,40,1,4,3
"2524",1,21,1,3,3
"2525",1,25,1,2,3
"2526",0,51,1,2,1
"2527",0,60,0,2,2
"2528",0,35,0,2,0
"2529",1,27,1,3,2
"2530",1,20,1,3,3
"2531",1,30,0,3,3
"2532",0,33,1,3,3
"2533",0,56,1,4,2
"2534",0,56,1,4,3
"2535",0,29,1,2,1
"2536",0,20,0,4,1
"2537",0,60,0,4,3
"2538",1,23,1,3,0
"2539",0,29,1,2,1
"2540",1,41,1,5,0
"2541",0,37,1,2,0
"2542",0,52,1,2,1
"2543",0,64,0,3,1
"2544",1,19,1,4,3
"2545",0,31,1,2,3
"2546",0,19,0,3,2
"2547",0,48,0,2,0
"2548",0,51,0,3,2
"2549",1,23,1,2,3
"2550",0,56,1,3,3
"2551",0,46,0,3,0
"2552",0,56,1,6,1
"2553",1,20,1,3,2
"2554",0,20,0,3,2
"2555",0,38,1,3,1
"2556",0,45,0,2,0
"2557",0,59,1,3,2
"2558",0,61,1,2,2
"2559",1,25,0,3,1
"2560",0,28,1,2,2
"2561",1,26,0,3,0
"2562",0,38,1,3,1
"2563",1,27,1,2,1
"2564",0,41,0,4,2
"2565",1,30,1,2,2
"2566",0,46,0,4,3
"2567",0,26,0,3,2
"2568",0,34,0,3,1
"2569",0,47,1,3,2
"2570",1,27,0,4,2
"2571",0,31,1,4,1
"2572",0,21,1,3,0
"2573",0,34,1,3,1
"2574",1,22,0,3,0
"2575",1,30,1,4,3
"2576",0,47,0,4,0
"2577",0,60,0,2,0
"2578",0,48,1,5,0
"2579",0,45,1,2,2
"2580",1,20,1,4,2
"2581",0,42,1,3,2
"2582",0,40,0,3,0
"2583",0,63,0,4,2
"2584",1,28,0,3,3
"2585",0,41,0,3,3
"2586",0,42,0,2,3
"2587",0,50,0,3,2
"2588",1,18,0,4,1
"2589",0,63,0,2,2
"2590",0,59,1,3,3
"2591",1,45,0,4,2
"2592",0,53,1,5,1
"2593",1,28,1,3,1
"2594",0,47,0,3,2
"2595",0,49,0,2,3
"2596",0,36,1,3,3
"2597",0,39,1,3,3
"2598",0,55,1,4,0
"2599",0,65,1,3,3
"2600",0,61,1,2,2
"2601",0,29,1,2,1
"2602",0,52,0,3,2
"2603",1,25,0,3,3
"2604",0,50,0,3,3
"2605",0,57,1,3,2
"2606",0,59,1,4,3
"2607",0,44,0,4,3
"2608",0,46,1,3,2
"2609",0,50,0,2,1
"2610",0,58,0,5,0
"2611",1,43,0,3,2
"2612",1,26,0,3,2
"2613",0,27,0,3,2
"2614",0,38,0,3,1
"2615",0,37,0,3,1
"2616",1,28,1,3,2
"2617",0,57,1,3,0
"2618",1,31,1,5,1
"2619",0,55,0,2,2
"2620",0,20,1,2,1
"2621",0,64,1,4,2
"2622",1,28,0,3,1
"2623",0,46,1,3,3
"2624",0,60,0,4,0
"2625",0,56,1,2,3
"2626",0,62,0,8,1
"2627",1,20,1,7,1
"2628",0,56,0,3,2
"2629",0,53,1,3,2
"2630",1,27,0,3,2
"2631",1,24,0,3,1
"2632",1,24,1,4,1
"2633",1,23,1,5,3
"2634",1,34,0,3,2
"2635",0,31,1,4,0
"2636",0,61,1,2,1
"2637",0,45,1,5,2
"2638",0,31,1,2,2
"2639",0,58,0,3,1
"2640",1,19,1,3,1
"2641",0,32,0,2,1
"2642",0,30,1,3,0
"2643",0,42,0,2,2
"2644",0,46,0,2,0
"2645",1,29,0,3,1
"2646",0,41,0,4,3
"2647",0,53,1,3,1
"2648",0,48,1,5,2
"2649",1,26,0,2,2
"2650",1,22,1,4,0
"2651",0,60,0,2,3
"2652",0,64,1,6,3
"2653",0,53,1,2,0
"2654",0,62,1,2,2
"2655",0,46,0,2,3
"2656",0,59,1,2,3
"2657",0,21,1,6,0
"2658",0,50,1,2,2
"2659",0,38,1,6,0
"2660",0,49,1,4,0
"2661",0,58,0,4,1
"2662",0,50,0,3,1
"2663",0,42,1,3,3
"2664",0,35,1,3,3
"2665",1,26,0,4,2
"2666",1,33,0,3,3
"2667",1,30,0,2,1
"2668",0,29,0,3,2
"2669",0,38,1,2,1
"2670",0,58,1,2,2
"2671",1,27,1,3,2
"2672",0,32,0,3,2
"2673",0,53,0,2,3
"2674",0,46,1,1,2
"2675",0,30,0,3,2
"2676",1,19,1,2,0
"2677",0,19,0,4,1
"2678",0,37,1,2,1
"2679",0,61,1,3,2
"2680",0,38,0,5,2
"2681",0,50,0,3,0
"2682",0,24,0,2,1
"2683",1,31,0,3,2
"2684",0,45,1,6,2
"2685",0,51,1,3,1
"2686",0,47,0,2,1
"2687",0,46,1,3,1
"2688",0,65,1,2,2
"2689",0,41,1,2,3
"2690",0,59,0,3,2
"2691",0,53,0,4,3
"2692",0,47,0,6,3
"2693",0,52,1,2,1
"2694",0,47,1,5,2
"2695",0,50,1,4,1
"2696",0,49,1,3,2
"2697",0,32,1,3,2
"2698",1,19,1,3,1
"2699",0,50,1,3,3
"2700",1,20,0,3,2
"2701",1,22,1,2,1
"2702",0,63,0,2,0
"2703",0,62,1,3,0
"2704",0,25,1,2,3
"2705",0,26,0,2,2
"2706",0,54,1,1,1
"2707",0,43,0,2,1
"2708",0,62,0,2,2
"2709",0,64,1,3,3
"2710",0,35,1,3,3
"2711",1,20,1,2,1
"2712",0,62,1,2,2
"2713",1,18,1,4,2
"2714",0,56,1,3,2
"2715",0,55,0,2,1
"2716",0,46,1,3,1
"2717",0,39,1,5,1
"2718",0,46,1,4,2
"2719",0,58,0,7,0
"2720",0,62,1,2,1
"2721",0,44,1,4,0
"2722",1,35,0,2,3
"2723",0,55,0,3,2
"2724",0,37,1,3,0
"2725",0,44,1,2,2
"2726",1,23,0,4,2
"2727",0,65,1,6,1
"2728",0,59,1,7,3
"2729",0,60,0,3,1
"2730",0,39,1,2,3
"2731",0,40,0,2,0
"2732",0,52,0,3,0
"2733",0,23,1,7,1
"2734",0,51,0,2,0
"2735",0,26,1,3,1
"2736",1,20,1,3,1
"2737",0,43,0,3,2
"2738",0,40,0,3,2
"2739",0,31,0,2,2
"2740",0,54,1,3,1
"2741",0,34,1,3,1
"2742",0,25,0,3,3
"2743",0,55,1,4,2
"2744",0,51,1,2,0
"2745",0,38,0,4,1
"2746",0,50,0,5,2
"2747",0,52,0,1,2
"2748",0,32,0,3,1
"2749",1,26,0,5,2
"2750",0,58,0,2,2
"2751",0,47,0,2,2
"2752",0,62,1,4,1
"2753",0,47,1,3,0
"2754",1,19,0,4,0
"2755",1,28,1,4,2
"2756",0,45,1,2,1
"2757",0,65,0,5,3
"2758",1,29,0,2,0
"2759",0,63,0,3,2
"2760",1,35,0,2,1
"2761",0,37,0,4,1
"2762",0,41,1,3,2
"2763",0,28,0,4,2
"2764",0,49,0,5,0
"2765",0,33,0,3,2
"2766",0,39,0,2,1
"2767",0,44,1,4,1
"2768",1,21,0,2,1
"2769",0,32,0,3,1
"2770",1,27,1,4,3
"2771",1,25,0,4,1
"2772",1,32,0,3,2
"2773",0,30,1,7,2
"2774",0,28,0,3,1
"2775",0,30,0,4,2
"2776",1,19,1,3,3
"2777",0,39,0,2,1
"2778",1,38,0,3,3
"2779",0,63,1,4,0
"2780",0,40,1,3,0
"2781",0,30,0,3,1
"2782",0,21,0,4,0
"2783",0,47,1,4,2
"2784",0,46,0,2,1
"2785",0,35,1,2,2
"2786",0,65,1,2,2
"2787",0,61,1,3,0
"2788",0,47,1,3,1
"2789",0,64,1,3,0
"2790",0,48,0,4,2
"2791",0,28,0,5,2
"2792",0,46,0,2,3
"2793",1,30,1,2,3
"2794",0,47,1,5,1
"2795",1,24,0,3,2
"2796",0,50,1,3,2
"2797",0,64,1,2,3
"2798",0,47,1,2,1
"2799",0,32,0,4,3
"2800",1,31,1,4,3
"2801",0,30,0,4,1
"2802",1,37,1,5,3
"2803",0,46,1,3,1
"2804",0,45,1,2,3
"2805",0,48,0,2,1
"2806",0,61,0,2,1
"2807",0,33,1,2,1
"2808",0,54,0,3,1
"2809",0,61,0,4,3
"2810",0,48,0,3,1
"2811",0,62,0,4,3
"2812",0,25,0,4,1
"2813",0,53,0,2,2
"2814",1,32,1,3,3
"2815",0,52,1,2,0
"2816",0,39,1,2,1
"2817",0,55,0,2,0
"2818",0,29,0,3,3
"2819",0,65,0,4,1
"2820",1,41,1,3,1
"2821",0,26,1,2,2
"2822",0,49,0,3,0
"2823",0,50,0,3,1
"2824",0,50,0,3,1
"2825",0,32,1,2,0
"2826",1,18,0,3,1
"2827",0,41,0,5,1
"2828",0,60,0,4,3
"2829",0,32,0,3,0
"2830",0,64,0,2,0
"2831",0,23,1,5,1
"2832",0,57,1,2,2
"2833",0,41,0,2,0
"2834",0,37,0,4,0
"2835",0,62,1,4,0
"2836",0,46,0,3,0
"2837",0,26,1,3,1
"2838",0,64,1,4,2
"2839",1,31,1,3,2
"2840",0,61,0,3,1
"2841",0,35,1,5,0
"2842",0,23,1,2,2
"2843",0,47,1,2,0
"2844",0,53,0,2,3
"2845",1,29,1,2,0
"2846",0,63,0,4,3
"2847",0,49,1,3,0
"2848",0,64,0,2,2
"2849",0,60,0,4,0
"2850",0,56,1,2,1
"2851",0,54,0,5,2
"2852",0,62,0,3,1
"2853",0,53,1,4,3
"2854",1,21,0,3,1
"2855",0,31,1,3,0
"2856",0,44,0,2,0
"2857",0,29,1,3,2
"2858",0,46,1,2,2
"2859",0,45,1,2,1
"2860",0,57,0,3,1
"2861",0,30,1,3,0
"2862",0,61,0,3,3
"2863",1,39,1,2,2
"2864",0,51,0,6,3
"2865",0,26,1,2,2
"2866",1,26,1,5,0
"2867",0,27,1,5,0
"2868",0,42,0,3,2
"2869",0,27,0,3,2
"2870",1,22,1,2,1
"2871",1,20,0,4,1
"2872",0,44,1,3,2
"2873",0,58,1,4,2
"2874",1,31,0,3,2
"2875",0,33,0,4,1
"2876",0,39,1,4,2
"2877",0,59,1,2,3
"2878",0,40,0,3,2
"2879",0,58,1,4,3
"2880",0,18,1,3,1
"2881",0,20,0,2,0
"2882",0,31,1,2,2
"2883",0,64,1,4,1
"2884",0,43,1,2,1
"2885",0,26,0,4,0
"2886",0,62,1,3,3
"2887",0,54,1,3,2
"2888",0,45,0,5,0
"2889",1,23,1,2,2
"2890",0,46,1,3,2
"2891",0,63,1,2,1
"2892",0,58,0,4,0
"2893",0,27,0,2,1
"2894",1,18,1,3,1
"2895",0,38,0,4,3
"2896",0,55,1,5,3
"2897",1,27,0,3,2
"2898",0,39,1,3,2
"2899",0,19,0,2,2
"2900",0,65,0,2,1
"2901",0,55,0,2,2
"2902",0,40,0,3,2
"2903",0,54,1,3,2
"2904",0,42,0,4,2
"2905",1,18,0,2,2
"2906",0,57,1,3,2
"2907",0,40,1,3,1
"2908",0,29,0,3,1
"2909",0,55,0,5,2
"2910",0,65,0,5,2
"2911",0,64,0,3,1
"2912",0,46,0,5,2
"2913",0,27,1,3,0
"2914",0,59,1,3,3
"2915",1,18,1,2,1
"2916",1,25,0,4,0
"2917",0,55,1,3,0
"2918",1,36,1,4,1
"2919",0,61,1,2,2
"2920",0,40,0,3,3
"2921",0,62,1,4,2
"2922",1,31,1,5,3
"2923",0,57,1,2,1
"2924",0,60,1,5,2
"2925",0,60,1,5,2
"2926",0,39,0,3,2
"2927",0,41,0,4,1
"2928",0,51,1,3,1
"2929",0,48,0,3,1
"2930",0,42,1,5,3
"2931",0,58,1,3,1
"2932",0,47,0,4,0
"2933",1,23,0,3,2
"2934",0,46,0,5,1
"2935",0,61,0,3,2
"2936",0,29,0,3,0
"2937",0,41,1,3,2
"2938",0,26,1,3,2
"2939",1,30,0,2,1
"2940",0,54,0,4,2
"2941",0,49,1,4,1
"2942",0,61,0,4,1
"2943",1,21,0,3,1
"2944",1,34,1,3,2
"2945",0,42,0,5,3
"2946",0,58,1,5,1
"2947",0,36,1,3,2
"2948",0,44,1,4,2
"2949",0,48,0,4,2
"2950",0,60,1,5,1
"2951",0,47,0,2,2
"2952",0,44,1,3,1
"2953",0,47,0,5,3
"2954",0,48,1,3,0
"2955",0,39,1,4,1
"2956",0,42,0,3,3
"2957",0,33,1,2,1
"2958",1,48,0,3,2
"2959",0,48,1,3,2
"2960",1,19,0,3,1
"2961",1,20,1,3,2
"2962",0,54,0,2,1
"2963",0,60,1,4,1
"2964",1,33,1,3,2
"2965",0,53,1,4,2
"2966",0,23,1,2,3
"2967",0,32,1,2,2
"2968",0,36,0,5,2
"2969",1,30,0,3,2
"2970",0,58,1,4,1
"2971",0,65,0,5,2
"2972",0,44,1,3,2
"2973",1,21,0,4,2
"2974",0,46,1,3,0
"2975",0,37,0,2,2
"2976",0,60,1,4,3
"2977",0,58,1,4,0
"2978",1,50,0,3,2
"2979",0,30,0,5,1
"2980",1,27,0,2,1
"2981",0,38,0,3,1
"2982",0,40,0,4,2
"2983",1,23,1,2,1
"2984",0,65,0,3,2
"2985",0,47,1,4,2
"2986",0,60,1,2,1
"2987",0,63,1,4,0
"2988",0,41,0,2,1
"2989",0,28,1,4,2
"2990",0,23,0,2,1
"2991",1,25,1,2,1
"2992",1,29,1,5,2
"2993",0,30,0,3,3
"2994",0,29,1,3,3
"2995",1,21,1,2,3
"2996",0,34,1,2,1
"2997",1,35,1,2,3
"2998",0,59,1,2,0
"2999",0,40,0,2,2
"3000",0,37,1,3,3
"3001",1,34,0,4,3
"3002",0,49,1,3,2
"3003",0,48,0,3,2
"3004",0,48,0,3,0
"3005",0,54,1,3,1
"3006",0,50,0,2,1
"3007",0,41,0,4,1
"3008",0,42,1,4,1
"3009",0,24,0,4,1
"3010",0,55,1,2,2
"3011",0,20,0,4,1
"3012",1,22,0,2,2
"3013",0,40,1,1,2
"3014",0,55,0,3,0
"3015",0,33,0,3,0
"3016",0,35,1,4,2
"3017",1,20,1,3,3
"3018",0,31,0,2,0
"3019",0,50,1,4,0
"3020",1,21,1,6,1
"3021",0,42,1,2,2
"3022",0,49,1,3,2
"3023",0,60,0,3,2
"3024",1,19,0,3,3
"3025",0,63,1,2,2
"3026",0,40,0,2,1
"3027",0,62,1,6,2
"3028",0,64,1,3,1
"3029",1,18,1,2,2
"3030",1,22,0,3,0
"3031",0,31,0,3,1
"3032",0,44,0,2,1
"3033",0,57,1,1,1
"3034",0,65,1,2,0
"3035",0,19,1,4,0
"3036",1,36,0,4,2
"3037",1,21,1,5,2
"3038",0,39,0,3,0
"3039",0,56,1,3,1
"3040",0,54,0,4,2
"3041",1,19,0,3,3
"3042",1,33,1,3,3
"3043",0,33,0,2,0
"3044",1,28,1,3,1
"3045",0,26,0,4,1
"3046",0,36,0,3,2
"3047",1,24,0,3,1
"3048",0,31,0,1,1
"3049",1,24,1,3,0
"3050",0,59,1,2,0
"3051",0,63,0,3,3
"3052",0,45,0,5,1
"3053",0,45,1,4,1
"3054",0,40,1,3,0
"3055",0,44,1,5,2
"3056",1,60,0,3,2
"3057",1,19,1,2,2
"3058",0,35,1,2,0
"3059",0,53,1,3,2
"3060",0,29,1,3,2
"3061",0,37,1,4,2
