season,club,home_win,away_win,home_loss,away_loss,matches_won,matches_lost,matches_drawn,total_matches,points,home_goals,away_goals,goals_scored,goals_conceded,goal_difference
2006-07,Gimnastic de Tarragona,4,3,11,13,7,24,7,38,28,23,11,34,69,-35
2006-07,Real Sociedad,6,2,9,10,8,19,11,38,35,20,12,32,47,-15
2006-07,Celta de Vigo,4,6,9,10,10,19,9,38,39,21,19,40,59,-19
2006-07,Athletic Club,6,4,9,9,10,18,10,38,40,19,25,44,62,-18
2006-07,Betis,4,4,6,8,8,14,16,38,40,17,19,36,49,-13
2006-07,Levante,6,4,6,10,10,16,12,38,42,22,15,37,53,-16
2006-07,Osasuna,6,7,7,11,13,18,7,38,46,26,25,51,49,2
2006-07,Deportivo,9,3,6,9,12,15,11,38,47,19,13,32,45,-13
2006-07,Espanyol,7,5,6,7,12,13,13,38,49,26,20,46,53,-7
2006-07,Mallorca,8,6,6,11,14,17,7,38,49,22,19,41,47,-6
2006-07,Racing de Santander,9,3,6,6,12,12,14,38,50,25,17,42,48,-6
2006-07,Getafe,9,5,3,11,14,14,10,38,52,21,18,39,33,6
2006-07,Recreativo de Huelva,9,6,6,8,15,14,9,38,54,27,27,54,52,2
2006-07,Atletico de Madrid,8,9,5,7,17,12,9,38,60,20,26,46,39,7
2006-07,Real Zaragoza,12,4,2,8,16,10,12,38,60,33,22,55,43,12
2006-07,Villarreal,10,8,5,7,18,12,8,38,62,23,25,48,44,4
2006-07,Valencia,14,6,3,9,20,12,6,38,66,40,17,57,42,15
2006-07,Sevilla,15,6,2,7,21,9,8,38,71,41,23,64,35,29
2006-07,Real Madrid,12,11,3,5,23,8,7,38,76,32,34,66,40,26
2006-07,Barcelona,14,8,0,6,22,6,10,38,76,41,37,78,33,45
2007-08,Levante,5,2,10,16,7,26,5,38,26,22,11,33,75,-42
2007-08,Murcia,6,1,9,13,7,22,9,38,30,21,15,36,65,-29
2007-08,Real Zaragoza,9,1,3,13,10,16,12,38,42,36,14,50,61,-11
2007-08,Osasuna,8,4,7,12,12,19,7,38,43,25,12,37,44,-7
2007-08,Recreativo de Huelva,6,5,6,10,11,16,11,38,44,24,16,40,60,-20
2007-08,Valladolid,6,5,4,11,11,15,12,38,45,19,23,42,57,-15
2007-08,Betis,7,5,8,7,12,15,11,38,47,27,18,45,51,-6
2007-08,Getafe,7,5,5,10,12,15,11,38,47,24,20,44,48,-4
2007-08,Espanyol,8,5,8,8,13,16,9,38,48,21,22,43,53,-10
2007-08,Athletic Club,7,6,4,10,13,14,11,38,50,22,18,40,43,-3
2007-08,Valencia,7,8,9,8,15,17,6,38,51,24,24,48,62,-14
2007-08,Almeria,9,5,5,9,14,14,10,38,52,18,24,42,45,-3
2007-08,Deportivo,9,6,7,9,15,16,7,38,52,24,22,46,47,-1
2007-08,Mallorca,9,6,4,5,15,9,14,38,59,35,34,69,54,15
2007-08,Racing de Santander,11,6,5,7,17,12,9,38,60,24,18,42,41,1
2007-08,Atletico de Madrid,12,7,5,7,19,12,7,38,64,45,21,66,47,19
2007-08,Sevilla,13,7,5,9,20,14,4,38,64,46,29,75,49,26
2007-08,Barcelona,14,5,3,6,19,9,10,38,67,46,30,76,43,33
2007-08,Villarreal,12,12,2,7,24,9,5,38,77,33,30,63,40,23
2007-08,Real Madrid,17,10,2,5,27,7,4,38,85,53,31,84,36,48
2008-09,Recreativo de Huelva,4,4,11,10,8,21,9,38,33,17,17,34,57,-23
2008-09,Numancia,9,1,7,16,10,23,5,38,35,23,15,38,69,-31
2008-09,Betis,4,6,7,9,10,16,12,38,42,24,27,51,58,-7
2008-09,Getafe,7,3,8,8,10,16,12,38,42,27,23,50,56,-6
2008-09,Sporting de Gijon,8,6,10,13,14,23,1,38,43,24,23,47,79,-32
2008-09,Valladolid,8,4,6,13,12,19,7,38,43,22,24,46,58,-12
2008-09,Osasuna,8,2,6,9,10,15,13,38,43,27,14,41,47,-6
2008-09,Athletic Club,9,3,8,10,12,18,8,38,44,28,19,47,62,-15
2008-09,Almeria,11,2,4,14,13,18,7,38,46,27,18,45,61,-16
2008-09,Racing de Santander,5,7,6,10,12,16,10,38,46,28,21,49,48,1
2008-09,Espanyol,8,4,6,9,12,15,11,38,47,28,18,46,49,-3
2008-09,Mallorca,9,5,4,11,14,15,9,38,51,33,20,53,60,-7
2008-09,Malaga,8,7,4,9,15,13,10,38,55,28,27,55,59,-4
2008-09,Deportivo,10,6,3,9,16,12,10,38,58,30,18,48,47,1
2008-09,Valencia,12,6,3,9,18,12,8,38,62,47,21,68,54,14
2008-09,Villarreal,12,6,4,5,18,9,11,38,65,33,28,61,54,7
2008-09,Atletico de Madrid,13,7,5,6,20,11,7,38,67,47,33,80,57,23
2008-09,Sevilla,11,10,6,4,21,10,7,38,70,28,26,54,39,15
2008-09,Real Madrid,14,11,3,7,25,10,3,38,78,49,34,83,52,31
2008-09,Barcelona,14,13,2,3,27,5,6,38,87,61,44,105,35,70
2009-10,Xerez,6,2,9,11,8,20,10,38,34,20,18,38,66,-28
2009-10,Tenerife,8,1,5,15,9,20,9,38,36,26,14,40,74,-34
2009-10,Valladolid,4,3,7,9,7,16,15,38,36,23,14,37,62,-25
2009-10,Malaga,5,2,6,9,7,15,16,38,37,21,21,42,48,-6
2009-10,Racing de Santander,4,5,10,7,9,17,12,38,39,17,25,42,59,-17
2009-10,Sporting de Gijon,7,2,5,11,9,16,13,38,40,20,16,36,51,-15
2009-10,Real Zaragoza,7,3,6,11,10,17,11,38,41,27,19,46,64,-18
2009-10,Almeria,8,2,5,11,10,16,12,38,42,25,18,43,55,-12
2009-10,Osasuna,7,4,4,13,11,17,10,38,43,21,16,37,46,-9
2009-10,Espanyol,9,2,4,12,11,16,11,38,44,20,9,29,46,-17
2009-10,Deportivo,9,4,6,11,13,17,8,38,47,22,13,35,49,-14
2009-10,Atletico de Madrid,11,2,5,12,13,17,8,38,47,37,20,57,61,-4
2009-10,Athletic Club,11,4,4,10,15,14,9,38,54,34,16,50,53,-3
2009-10,Villarreal,13,3,3,11,16,14,8,38,56,35,23,58,57,1
2009-10,Getafe,11,6,4,10,17,14,7,38,58,34,24,58,48,10
2009-10,Mallorca,15,3,3,9,18,12,8,38,62,42,17,59,44,15
2009-10,Sevilla,10,9,3,10,19,13,6,38,63,33,32,65,49,16
2009-10,Valencia,13,8,1,8,21,9,8,38,71,34,25,59,40,19
2009-10,Real Madrid,18,13,1,3,31,4,3,38,96,60,42,102,35,67
2009-10,Barcelona,18,13,0,1,31,1,6,38,99,57,41,98,24,74
2010-11,Almeria,3,3,6,14,6,20,12,38,30,23,13,36,70,-34
2010-11,Hercules,7,2,7,14,9,21,8,38,35,27,9,36,60,-24
2010-11,Deportivo,8,2,5,10,10,15,13,38,43,22,9,31,47,-16
2010-11,Mallorca,9,3,6,12,12,18,8,38,44,25,16,41,56,-15
2010-11,Getafe,9,3,7,11,12,18,8,38,44,33,16,49,60,-11
2010-11,Real Sociedad,11,3,6,15,14,21,3,38,45,27,22,49,66,-17
2010-11,Real Zaragoza,9,3,7,10,12,17,9,38,45,26,14,40,53,-13
2010-11,Levante,9,3,6,11,12,17,9,38,45,25,16,41,52,-11
2010-11,Racing de Santander,8,4,5,11,12,16,10,38,46,25,16,41,56,-15
2010-11,Malaga,7,6,9,9,13,18,7,38,46,29,25,54,68,-14
2010-11,Sporting de Gijon,9,2,4,9,11,13,14,38,47,23,12,35,42,-7
2010-11,Osasuna,10,3,3,14,13,17,8,38,47,28,17,45,46,-1
2010-11,Espanyol,11,4,6,13,15,19,4,38,49,33,13,46,55,-9
2010-11,Sevilla,10,7,5,9,17,14,7,38,58,35,27,62,61,1
2010-11,Athletic Club,12,6,6,10,18,16,4,38,58,32,27,59,55,4
2010-11,Atletico de Madrid,10,7,6,8,17,14,7,38,58,35,27,62,53,9
2010-11,Villarreal,13,5,3,9,18,12,8,38,62,33,21,54,44,10
2010-11,Valencia,10,11,4,5,21,9,8,38,71,34,30,64,44,20
2010-11,Real Madrid,16,13,2,2,29,4,5,38,92,61,41,102,33,69
2010-11,Barcelona,16,14,1,1,30,2,6,38,96,46,49,95,21,74
2011-12,Racing de Santander,3,1,9,10,4,19,15,38,27,11,17,28,63,-35
2011-12,Sporting de Gijon,7,3,8,13,10,21,7,38,37,24,18,42,69,-27
2011-12,Villarreal,6,3,3,12,9,15,14,38,41,26,13,39,53,-14
2011-12,Granada,8,4,6,14,12,20,6,38,42,22,13,35,56,-21
2011-12,Real Zaragoza,8,4,7,12,12,19,7,38,43,19,17,36,61,-25
2011-12,Rayo Vallecano,8,5,10,11,13,21,4,38,43,29,24,53,73,-20
2011-12,Espanyol,9,3,6,10,12,16,10,38,46,31,15,46,56,-10
2011-12,Getafe,8,4,5,10,12,15,11,38,47,24,16,40,51,-11
2011-12,Betis,7,6,5,12,13,17,8,38,47,28,19,47,56,-9
2011-12,Real Sociedad,9,3,4,11,12,15,11,38,47,29,17,46,52,-6
2011-12,Athletic Club,8,4,4,9,12,13,13,38,49,29,20,49,52,-3
2011-12,Sevilla,9,4,6,8,13,14,11,38,50,32,16,48,47,1
2011-12,Mallorca,9,5,5,9,14,14,10,38,52,21,21,42,46,-4
2011-12,Osasuna,10,3,3,7,13,10,15,38,54,26,18,44,61,-17
2011-12,Levante,11,5,5,10,16,15,7,38,55,33,21,54,50,4
2011-12,Atletico de Madrid,11,4,3,9,15,12,11,38,56,36,17,53,46,7
2011-12,Malaga,13,4,3,11,17,14,7,38,58,35,19,54,53,1
2011-12,Valencia,11,6,4,7,17,11,10,38,61,40,19,59,44,15
2011-12,Barcelona,17,11,1,2,28,3,7,38,91,73,41,114,29,85
2011-12,Real Madrid,16,16,1,1,32,2,4,38,100,70,51,121,32,89
2012-13,Real Zaragoza,5,4,10,12,9,22,7,38,34,23,14,37,62,-25
2012-13,Deportivo,6,2,8,11,8,19,11,38,35,23,24,47,70,-23
2012-13,Mallorca,7,2,7,13,9,20,9,38,36,26,17,43,72,-29
2012-13,Celta de Vigo,7,3,6,15,10,21,7,38,37,23,14,37,52,-15
2012-13,Osasuna,7,3,7,12,10,19,9,38,39,15,18,33,50,-17
2012-13,Granada,6,5,7,11,11,18,9,38,42,21,16,37,54,-17
2012-13,Valladolid,7,4,6,11,11,17,10,38,43,29,20,49,58,-9
2012-13,Espanyol,6,5,6,10,11,16,11,38,44,25,18,43,52,-9
2012-13,Athletic Club,8,4,8,9,12,17,9,38,45,22,22,44,65,-21
2012-13,Levante,8,4,7,9,12,16,10,38,46,25,15,40,57,-17
2012-13,Getafe,9,4,6,11,13,17,8,38,47,25,18,43,57,-14
2012-13,Sevilla,13,1,5,11,14,16,8,38,50,41,17,58,54,4
2012-13,Rayo Vallecano,9,7,7,10,16,17,5,38,53,27,23,50,66,-16
2012-13,Betis,9,7,5,9,16,14,8,38,56,28,29,57,56,1
2012-13,Malaga,10,6,4,9,16,13,9,38,57,33,20,53,50,3
2012-13,Valencia,13,6,3,8,19,11,8,38,65,42,25,67,54,13
2012-13,Real Sociedad,10,8,2,6,18,8,12,38,66,41,29,70,49,21
2012-13,Atletico de Madrid,14,9,3,5,23,8,7,38,76,42,23,65,31,34
2012-13,Real Madrid,17,9,0,5,26,5,7,38,85,67,36,103,42,61
2012-13,Barcelona,18,14,0,2,32,2,4,38,100,63,52,115,40,75
2013-14,Betis,5,1,11,14,6,25,7,38,25,19,17,36,78,-42
2013-14,Valladolid,6,1,4,12,7,16,15,38,36,20,18,38,60,-22
2013-14,Osasuna,6,4,8,11,10,19,9,38,39,20,12,32,62,-30
2013-14,Almeria,6,5,7,13,11,20,7,38,40,26,17,43,71,-28
2013-14,Elche,6,3,5,11,9,16,13,38,40,13,17,30,50,-20
2013-14,Granada,7,5,11,10,12,21,5,38,41,18,14,32,56,-24
2013-14,Getafe,6,5,7,11,11,18,9,38,42,20,15,35,54,-19
2013-14,Espanyol,7,4,7,11,11,18,9,38,42,23,18,41,51,-10
2013-14,Rayo Vallecano,8,5,11,10,13,21,4,38,43,28,18,46,80,-34
2013-14,Malaga,8,4,9,8,12,17,9,38,45,24,15,39,46,-7
2013-14,Levante,7,5,6,8,12,14,12,38,48,19,16,35,43,-8
2013-14,Celta de Vigo,6,8,6,11,14,17,7,38,49,23,26,49,54,-5
2013-14,Valencia,10,3,6,9,13,15,10,38,49,35,16,51,53,-2
2013-14,Real Sociedad,11,5,4,7,16,11,11,38,59,38,24,62,55,7
2013-14,Villarreal,9,8,4,9,17,13,8,38,59,36,24,60,44,16
2013-14,Sevilla,11,7,4,7,18,11,9,38,63,40,29,69,52,17
2013-14,Athletic Club,13,7,2,6,20,8,10,38,70,42,24,66,39,27
2013-14,Real Madrid,16,11,2,3,27,5,6,38,87,63,41,104,38,66
2013-14,Barcelona,16,11,1,4,27,5,6,38,87,64,36,100,33,67
2013-14,Atletico de Madrid,15,13,0,4,28,4,6,38,90,49,28,77,26,51
2014-15,Cordoba,1,2,12,12,3,24,11,38,20,12,10,22,68,-46
2014-15,Almeria,3,5,9,13,8,22,8,38,32,20,15,35,64,-29
2014-15,Granada,4,3,5,12,7,17,14,38,35,13,16,29,64,-35
2014-15,Deportivo,5,2,8,9,7,17,14,38,35,22,13,35,60,-25
2014-15,Eibar,5,4,11,10,9,21,8,38,35,20,14,34,55,-21
2014-15,Levante,6,3,7,12,9,19,10,38,37,20,14,34,67,-33
2014-15,Getafe,6,4,8,13,10,21,7,38,37,16,17,33,64,-31
2014-15,Elche,6,5,10,9,11,19,8,38,41,19,16,35,62,-27
2014-15,Real Sociedad,9,2,5,9,11,14,13,38,46,29,15,44,51,-7
2014-15,Rayo Vallecano,8,7,9,10,15,19,4,38,49,26,20,46,68,-22
2014-15,Espanyol,8,5,5,10,13,15,10,38,49,23,24,47,51,-4
2014-15,Malaga,8,6,5,11,14,16,8,38,50,26,16,42,48,-6
2014-15,Celta de Vigo,8,5,6,7,13,13,12,38,51,30,17,47,44,3
2014-15,Athletic Club,8,7,5,8,15,13,10,38,55,28,14,42,41,1
2014-15,Villarreal,12,4,6,4,16,10,12,38,60,29,19,48,37,11
2014-15,Sevilla,13,10,1,7,23,8,7,38,76,38,33,71,45,26
2014-15,Valencia,15,7,1,4,22,5,11,38,77,42,28,70,32,38
2014-15,Atletico de Madrid,14,9,2,4,23,6,9,38,78,42,25,67,29,38
2014-15,Real Madrid,16,14,1,5,30,6,2,38,92,65,53,118,38,80
2014-15,Barcelona,16,14,2,2,30,4,4,38,94,64,46,110,21,89
2015-16,Levante,7,1,7,15,8,22,8,38,32,23,14,37,70,-33
2015-16,Getafe,6,3,6,14,9,20,9,38,36,23,14,37,67,-30
2015-16,Rayo Vallecano,8,1,7,11,9,18,11,38,38,29,23,52,73,-21
2015-16,Granada,6,4,8,11,10,19,9,38,39,26,20,46,69,-23
2015-16,Sporting de Gijon,7,3,8,11,10,19,9,38,39,28,12,40,62,-22
2015-16,Deportivo,4,4,7,5,8,12,18,38,42,25,20,45,61,-16
2015-16,Espanyol,9,3,5,14,12,19,7,38,43,22,18,40,74,-34
2015-16,Eibar,8,3,6,11,11,17,10,38,43,26,23,49,61,-12
2015-16,Las Palmas,8,4,6,12,12,18,8,38,44,25,20,45,53,-8
2015-16,Valencia,6,5,6,10,11,16,11,38,44,25,21,46,48,-2
2015-16,Betis,6,5,7,8,11,15,12,38,45,17,17,34,52,-18
2015-16,Real Sociedad,7,6,7,9,13,16,9,38,48,22,23,45,48,-3
2015-16,Malaga,8,4,5,9,12,14,12,38,48,26,12,38,35,3
2015-16,Sevilla,14,0,4,10,14,14,10,38,52,38,13,51,50,1
2015-16,Celta de Vigo,9,8,4,8,17,12,9,38,60,29,22,51,59,-8
2015-16,Athletic Club,11,7,4,8,18,12,8,38,62,35,23,58,45,13
2015-16,Villarreal,12,6,3,7,18,10,10,38,64,26,18,44,35,9
2015-16,Atletico de Madrid,15,13,1,5,28,6,4,38,88,33,30,63,18,45
2015-16,Real Madrid,16,12,2,2,28,4,6,38,90,70,40,110,34,76
2015-16,Barcelona,16,13,2,3,29,5,4,38,91,67,45,112,29,83
2016-17,Granada,4,0,11,15,4,26,8,38,20,17,13,30,82,-52
2016-17,Osasuna,2,2,10,14,4,24,10,38,22,23,17,40,94,-54
2016-17,Sporting de Gijon,5,2,10,11,7,21,10,38,31,26,16,42,72,-30
2016-17,Leganes,5,3,8,11,8,19,11,38,35,22,14,36,55,-19
2016-17,Deportivo,7,1,7,11,8,18,12,38,36,27,16,43,61,-18
2016-17,Betis,6,4,6,13,10,19,9,38,39,22,19,41,64,-23
2016-17,Las Palmas,9,1,4,15,10,19,9,38,39,33,20,53,74,-21
2016-17,Celta de Vigo,9,4,8,11,13,19,6,38,45,30,23,53,69,-16
2016-17,Valencia,8,5,7,11,13,18,7,38,46,32,24,56,65,-9
2016-17,Malaga,10,2,7,9,12,16,10,38,46,32,17,49,55,-6
2016-17,Eibar,10,5,6,8,15,14,9,38,54,29,27,56,51,5
2016-17,Alaves,7,7,4,7,14,11,13,38,55,19,22,41,43,-2
2016-17,Espanyol,8,7,6,6,15,12,11,38,56,28,21,49,50,-1
2016-17,Athletic Club,13,6,2,11,19,13,6,38,63,36,17,53,43,10
2016-17,Real Sociedad,10,9,4,8,19,12,7,38,64,30,29,59,53,6
2016-17,Villarreal,11,8,4,5,19,9,10,38,67,35,21,56,33,23
2016-17,Sevilla,14,7,1,7,21,8,9,38,72,39,30,69,49,20
2016-17,Atletico de Madrid,14,9,3,3,23,6,9,38,78,40,30,70,27,43
2016-17,Barcelona,15,13,1,3,28,4,6,38,90,64,52,116,37,79
2016-17,Real Madrid,14,15,1,2,29,3,6,38,93,48,58,106,41,65
