code,name,latitude,longitude,country,countryRegion,population,regionCode,region,date
3180240,Casal di Principe,41.01141,14.12482,IT,4,19859,18,Europe/Rome,2/15/12
3180423,Carrara,44.07834,10.09987,IT,16,65034,85,Europe/Rome,6/27/13
3180445,Carpi,44.78237,10.8777,IT,5,61476,28,Europe/Rome,2/15/12
3180496,Carmagnola,44.84704,7.71803,IT,12,24911,245,Europe/Rome,2/15/12
3180541,Cardito,40.94201,14.29943,IT,4,20683,37,Europe/Rome,3/4/12
3180581,Carate Brianza,45.67368,9.23594,IT,9,16119,251,Europe/Rome,2/15/12
3180601,Capua,41.09971,14.22013,IT,4,19041,23,Europe/Rome,2/15/12
3180733,Capannori,43.87474,10.5728,IT,16,42454,27,Europe/Rome,2/15/12
3180746,Capaccio,40.42441,15.08085,IT,4,20238,414,Europe/Rome,2/15/12
3180758,Cantu,45.72938,9.14054,IT,9,35153,329,Europe/Rome,2/15/12
3180792,Canosa di Puglia,41.21963,16.06747,IT,13,31445,126,Europe/Rome,2/15/12
3180991,Campobasso,41.56003,14.66753,IT,11,50762,685,Europe/Rome,2/17/07
3181018,Campi Bisenzio,43.82455,11.13242,IT,16,37249,39,Europe/Rome,2/15/12
3181066,Campagna,40.66531,15.10585,IT,4,15311,281,Europe/Rome,2/15/12
3181125,Camaiore,43.90974,10.2419,IT,16,30206,0,Europe/Rome,2/15/12
3181199,Calenzano,43.85595,11.16272,IT,16,15042,55,Europe/Rome,2/15/12
3181258,Caivano,40.95711,14.31023,IT,4,36966,27,Europe/Rome,9/27/12
3181355,Busto Arsizio,45.61128,8.84914,IT,9,75916,229,Europe/Rome,2/15/12
3181359,Bussolengo,45.46919,10.85058,IT,20,16986,122,Europe/Rome,2/15/12
3181443,Budrio,44.53707,11.53362,IT,5,15403,26,Europe/Rome,3/4/12
3181471,Brusciano,40.92321,14.42393,IT,4,15309,31,Europe/Rome,3/4/12
3181495,Brugherio,45.55301,9.29907,IT,9,31470,149,Europe/Rome,2/15/12
3181528,Brindisi,40.62773,17.93682,IT,13,89081,18,Europe/Rome,3/31/12
3181548,Bresso,45.53792,9.18921,IT,9,27132,150,Europe/Rome,2/15/12
3181550,Bressanone,46.71503,11.65598,IT,17,18359,563,Europe/Rome,2/15/12
3181554,Brescia,45.52478,10.22727,IT,9,187567,132,Europe/Rome,3/17/13
3181628,Bracciano,42.10306,12.17543,IT,7,18645,277,Europe/Rome,3/4/12
3181631,Bra,44.70304,7.85563,IT,12,27988,360,Europe/Rome,2/15/12
3181683,Boscoreale,40.77561,14.49944,IT,4,27618,40,Europe/Rome,9/27/12
3181754,Borgo San Lorenzo,43.95535,11.38352,IT,16,15825,191,Europe/Rome,2/15/12
3181790,Borgomanero,45.70237,8.45813,IT,12,19315,315,Europe/Rome,2/15/12
3181891,Bondeno,44.88618,11.41081,IT,5,15741,9,Europe/Rome,3/4/12
3181913,Bolzano,46.49272,11.33358,IT,17,94989,255,Europe/Rome,10/28/12
3181928,Bologna,44.49381,11.33875,IT,5,371217,71,Europe/Rome,6/5/12
3181931,Bollate,45.54647,9.12054,IT,9,46781,155,Europe/Rome,2/15/12
3181995,Bitonto,41.11083,16.68938,IT,13,56929,120,Europe/Rome,2/15/12
3182007,Bisceglie,41.24203,16.50438,IT,13,51718,27,Europe/Rome,2/15/12
3182043,Biella,45.55986,8.05002,IT,12,45740,412,Europe/Rome,2/23/11
3182164,Bergamo,45.69798,9.66895,IT,9,113143,262,Europe/Rome,5/11/13
3182179,Benevento,41.12952,14.78614,IT,4,61791,164,Europe/Rome,2/23/11
3182210,Belluno,46.145,12.22139,IT,20,35050,392,Europe/Rome,2/23/11
3182245,Beinasco,45.02314,7.58392,IT,12,18198,267,Europe/Rome,2/15/12
3182272,Battipaglia,40.61091,14.98515,IT,4,50359,84,Europe/Rome,9/27/12
3182289,Bastia Umbra,43.06794,12.54556,IT,18,18400,194,Europe/Rome,2/29/12
3182297,Bassano del Grappa,45.7676,11.7357,IT,20,40736,135,Europe/Rome,2/15/12
3182337,Baronissi,40.74771,14.77084,IT,4,15226,194,Europe/Rome,9/27/12
3182340,Barletta,41.31183,16.29077,IT,13,92094,17,Europe/Rome,2/27/11
3182351,Bari,41.11773,16.85118,IT,13,316532,10,Europe/Rome,6/16/11
3182361,Bareggio,45.47506,8.9978,IT,9,15759,136,Europe/Rome,2/15/12
3182518,Bagnoli,40.81322,14.16807,IT,4,24671,3,Europe/Rome,9/11/11
3182522,Bagno a Ripoli,43.75115,11.32252,IT,16,25232,92,Europe/Rome,2/15/12
3182552,Bagnacavallo,44.41247,11.97713,IT,5,16122,10,Europe/Rome,2/15/12
3182599,Bacoli,40.79926,14.07846,IT,4,26507,7,Europe/Rome,9/27/12
3182636,Avezzano,42.04023,13.4388,IT,1,38337,692,Europe/Rome,2/15/12
3182640,Aversa,40.97321,14.20493,IT,4,53369,48,Europe/Rome,9/27/12
3182650,Avellino,40.91442,14.78874,IT,4,52703,357,Europe/Rome,2/23/11
3182714,Asti,44.89795,8.20684,IT,12,71276,123,Europe/Rome,2/23/11
3182722,Assisi,43.06914,12.61646,IT,18,25304,404,Europe/Rome,2/15/12
3182749,Ascoli Piceno,42.85483,13.5749,IT,10,51375,161,Europe/Rome,2/23/11
3182757,Arzignano,45.51929,11.33859,IT,20,23085,112,Europe/Rome,2/15/12
3182765,Arzano,40.91441,14.26713,IT,4,38510,76,Europe/Rome,3/4/12
3182851,Ariccia,41.72012,12.67588,IT,7,17865,375,Europe/Rome,9/19/12
3182854,Ariano Irpino,41.14892,15.08334,IT,4,23505,680,Europe/Rome,2/15/12
3182878,Argenta,44.61237,11.83562,IT,5,21648,6,Europe/Rome,2/15/12
3182884,Arezzo,43.46139,11.87691,IT,16,91589,264,Europe/Rome,2/23/11
3182886,Arese,45.55227,9.07654,IT,9,18771,165,Europe/Rome,2/15/12
3182897,Ardea,41.6123,12.51433,IT,7,26711,28,Europe/Rome,2/15/12
3182904,Arcore,45.62668,9.32555,IT,9,16663,194,Europe/Rome,2/15/12
3182957,Aprilia,41.58951,12.65009,IT,7,56028,74,Europe/Rome,2/15/12
3182997,Aosta,45.73736,7.3166,IT,19,35261,589,Europe/Rome,8/14/13
3183005,Anzio,41.44749,12.62707,IT,7,36952,13,Europe/Rome,2/15/12
3183063,Angri,40.74271,14.57144,IT,4,29761,22,Europe/Rome,9/27/12
3183072,Andria,41.23063,16.29087,IT,13,95653,155,Europe/Rome,2/27/11
3183089,Ancona,43.59816,13.51008,IT,10,115200,29,Europe/Rome,8/14/13
3183098,Anagni,41.74472,13.15269,IT,7,19134,411,Europe/Rome,2/15/12
3183178,Altamura,40.82923,16.55368,IT,13,64167,470,Europe/Rome,2/15/12
3183187,Alpignano,45.10195,7.52662,IT,12,16648,329,Europe/Rome,2/15/12
3183284,Alghero,40.55889,8.31806,IT,14,44e3,19,Europe/Rome,2/15/12
3183299,Alessandria,44.91245,8.61894,IT,12,85438,101,Europe/Rome,2/23/11
3183316,Albino,45.76378,9.79636,IT,9,16394,365,Europe/Rome,2/15/12
3183319,Albignasego,45.34749,11.86721,IT,20,19147,11,Europe/Rome,2/15/12
3183343,Albenga,44.04997,8.21829,IT,8,22690,4,Europe/Rome,2/15/12
3183356,Albano Laziale,41.72873,12.6608,IT,7,33692,393,Europe/Rome,2/15/12
3183364,Alba,44.6999,8.0347,IT,12,29910,178,Europe/Rome,2/15/12
3183365,Alatri,41.73062,13.3402,IT,7,27068,411,Europe/Rome,2/15/12
3183412,Agropoli,40.3469,14.99655,IT,4,19949,7,Europe/Rome,2/15/12
3183455,Afragola,40.92601,14.31083,IT,4,62319,41,Europe/Rome,9/19/12
3183466,Adria,45.05639,12.05778,IT,20,20640,5,Europe/Rome,3/4/12
3183472,Adelfia,41.00423,16.87169,IT,13,16245,150,Europe/Rome,2/15/12
3183490,Acqui Terme,44.67514,8.46755,IT,12,19184,163,Europe/Rome,2/15/12
3183494,Acquaviva delle Fonti,40.89783,16.84249,IT,13,21613,300,Europe/Rome,2/15/12
3183541,Acerra,40.95071,14.37623,IT,4,45688,28,Europe/Rome,9/19/12
3183573,Abbiategrasso,45.39821,8.91678,IT,9,27739,126,Europe/Rome,2/15/12
3183587,Abano Terme,45.36099,11.79141,IT,20,18206,12,Europe/Rome,2/15/12
3219114,Spinea,45.49306,12.16056,IT,20,24517,7,Europe/Rome,2/15/12
6457398,Verbania,45.92136,8.55183,IT,12,31070,205,Europe/Rome,12/18/12
6534212,Pieve Emanuele,45.35052,9.20268,IT,9,15759,98,Europe/Rome,2/15/12
6534216,Lumezzane,45.64788,10.26487,IT,9,23712,467,Europe/Rome,2/15/12
6534226,Buccinasco,45.41617,9.10784,IT,9,24877,112,Europe/Rome,2/15/12
6534228,Guidonia Montecelio,41.99362,12.72238,IT,7,67516,92,Europe/Rome,9/20/12
6534232,Lamezia Terme,38.96589,16.3092,IT,3,70501,185,Europe/Rome,10/28/12
6534235,Cassano Magnago,45.66972,8.81996,IT,9,20668,257,Europe/Rome,2/15/12
6534240,Settimo Milanese,45.47771,9.05574,IT,9,17134,134,Europe/Rome,2/15/12
6534252,San Felice a Cancello,41.00581,14.45583,IT,4,16769,59,Europe/Rome,2/15/12
6534253,San Nicola la Strada,41.05181,14.33133,IT,4,18724,55,Europe/Rome,2/15/12
6534256,Quarto,40.87681,14.13943,IT,4,36543,47,Europe/Rome,3/4/12
6534257,Tremestieri Etneo,37.58125,15.07089,IT,15,20442,411,Europe/Rome,2/15/12
6534267,Casavatore,40.89921,14.27663,IT,4,20087,85,Europe/Rome,2/15/12
6534268,Volla,40.87841,14.34293,IT,4,21574,24,Europe/Rome,3/4/12
6534275,Gravina di Catania,37.55555,15.06299,IT,15,27343,321,Europe/Rome,2/15/12
6534280,Cesano Boscone,45.44207,9.09445,IT,9,23593,121,Europe/Rome,2/15/12
6534284,Torre Lupara,41.99771,12.61814,IT,7,22676,125,Europe/Rome,2/24/12
8394392,Tor San Lorenzo,41.55439,12.54115,IT,7,22e3,4,Europe/Rome,10/1/12
3042091,Saint Helier,49.18804,-2.10491,JE,0,28e3,11,Europe/Jersey,5/17/12
3488465,Spanish Town,17.99107,-76.95742,JM,10,145018,31,America/Jamaica,1/16/12
3488613,Savanna-la-Mar,18.21895,-78.1332,JM,16,16553,7,America/Jamaica,8/11/13
3488981,Portmore,17.97024,-76.86722,JM,10,102861,5,America/Jamaica,8/9/10
3489227,Old Harbour,17.94144,-77.10898,JM,10,26024,30,America/Jamaica,1/16/12
3489297,New Kingston,18.00747,-76.78319,JM,8,583958,99,America/Jamaica,3/10/08
3489460,Montego Bay,18.47116,-77.91883,JM,12,82867,12,America/Jamaica,6/27/13
3489523,May Pen,17.96454,-77.24515,JM,1,44755,81,America/Jamaica,1/16/12
3489577,Mandeville,18.04168,-77.50714,JM,4,47115,609,America/Jamaica,6/27/13
3489760,Linstead,18.13683,-77.03171,JM,10,20660,119,America/Jamaica,2/22/08
3489854,Kingston,17.99702,-76.79358,JM,17,937700,65,America/Jamaica,8/16/10
3490165,Half Way Tree,18.01248,-76.79928,JM,8,18552,72,America/Jamaica,7/3/13
246013,Wadi as Sir,31.95126,35.81979,JO,16,181212,796,Asia/Amman,1/18/12
246314,Umm as Summaq,31.88542,35.8543,JO,16,18274,934,Asia/Amman,1/18/12
247105,Sahab,31.87207,36.00501,JO,16,40241,872,Asia/Amman,1/18/12
248370,Madaba,31.71667,35.8,JO,23,82335,763,Asia/Amman,1/29/10
248382,Ma'an,30.19624,35.73405,JO,19,50350,1111,Asia/Amman,8/4/13
248414,Kurayyimah,32.27639,35.59938,JO,18,17837,-183,Asia/Amman,1/18/12
248875,Jarash,32.28082,35.89929,JO,22,27046,620,Asia/Amman,7/26/12
248923,`Izra,31.15889,35.69278,JO,9,22756,1111,Asia/Amman,1/18/12
248946,Irbid,32.55556,35.85,JO,18,307480,570,Asia/Amman,1/14/12
250090,Zarqa,32.07275,36.08796,JO,17,792665,625,Asia/Amman,4/21/13
250152,Aydun,32.50722,35.8575,JO,18,18376,649,Asia/Amman,1/18/12
250198,At Tafilah,30.83752,35.60442,JO,12,25429,1041,Asia/Amman,1/14/12
250258,As Salt,32.03917,35.72722,JO,2,80189,816,Asia/Amman,7/3/13
250336,Ar Ramtha,32.55917,36.00694,JO,18,74901,530,Asia/Amman,1/18/12
250420,`Anjarah,32.3063,35.75653,JO,18,17634,890,Asia/Amman,1/18/12
250441,Amman,31.95522,35.94503,JO,16,1275857,757,Asia/Amman,8/27/13
250461,Al Quwaysimah,31.9167,35.95,JO,16,32396,927,Asia/Amman,1/18/12
250582,Al Mafraq,32.34289,36.20804,JO,15,57118,705,Asia/Amman,1/14/12
250624,Qir Moav,31.18248,35.69999,JO,19,22581,888,Asia/Amman,6/24/10
250637,Al Jubayhah,32.02581,35.86458,JO,16,46834,1075,Asia/Amman,1/18/12
250774,Aqaba,29.52667,35.00778,JO,21,95048,46,Asia/Amman,11/24/09
250799,'Ajlun,32.33385,35.75238,JO,20,125557,784,Asia/Amman,6/27/13
6946409,Karak City,31.16368,35.76204,JO,9,21678,948,Asia/Amman,1/14/12
7838895,Russeifa,32.01778,36.04639,JO,17,268237,614,Asia/Amman,5/25/11
1847947,Shingu,33.73333,135.98333,JP,43,31619,7,Asia/Tokyo,1/19/12
1847963,Atsugi,35.43889,139.35972,JP,19,229199,28,Asia/Tokyo,1/19/12
1847966,Akashi,34.63333,134.98333,JP,13,297279,-9999,Asia/Tokyo,1/19/12
1847968,Zushi,35.29167,139.58556,JP,19,60055,23,Asia/Tokyo,1/19/12
1848004,Zama,35.48889,139.38861,JP,19,134671,31,Asia/Tokyo,1/19/12
1848016,Yuza,39,139.91667,JP,44,17082,13,Asia/Tokyo,1/19/12
1848087,Yukuhashi,33.72873,130.983,JP,7,71277,10,Asia/Tokyo,2/5/12
1848096,Yuki,36.3,139.88333,JP,14,51574,40,Asia/Tokyo,1/19/12
1848113,Yugawara,35.15,139.06667,JP,19,27567,204,Asia/Tokyo,1/19/12
1848188,Yoshikawa,35.88528,139.83944,JP,34,60510,5,Asia/Tokyo,1/19/12
1848194,Yoshii,36.25,138.98333,JP,10,25655,125,Asia/Tokyo,1/17/06
1848210,Yoshida,37.68333,138.88333,JP,29,25500,7,Asia/Tokyo,1/17/06
1848243,Yorii,36.11667,139.2,JP,34,38717,96,Asia/Tokyo,1/19/12
1848254,Yono,35.88333,139.63333,JP,34,1077730,14,Asia/Tokyo,1/17/06
1848277,Yonago,35.43333,133.33333,JP,41,141368,9,Asia/Tokyo,1/19/12
1848313,Yokosuka,35.28361,139.66722,JP,19,428992,9,Asia/Tokyo,1/19/12
1848354,Yokohama-shi,35.44778,139.6425,JP,19,3574443,10,Asia/Tokyo,4/13/13
1848373,Yokkaichi,34.96667,136.61667,JP,23,295841,8,Asia/Tokyo,1/19/12
1848382,Youkaichi,35.11626,136.19768,JP,35,45338,124,Asia/Tokyo,10/29/08
1848439,Yawata,34.87009,135.7027,JP,22,71656,17,Asia/Tokyo,10/27/08
1848445,Yatsushiro,32.5,130.6,JP,21,104341,5,Asia/Tokyo,1/19/12
1848447,Yatsuo,36.56667,137.13333,JP,42,22205,197,Asia/Tokyo,1/17/06
1848482,Yasugi,35.43333,133.25,JP,36,29368,2,Asia/Tokyo,1/19/12
1848489,Yasu,35.06801,136.02327,JP,35,37587,99,Asia/Tokyo,1/29/10
1848498,Yashiro,34.91667,134.96667,JP,13,21554,67,Asia/Tokyo,1/17/06
1848499,Yashio-shi,35.82255,139.83905,JP,34,81345,8,Asia/Tokyo,7/31/13
1848522,Yao,34.61667,135.6,JP,32,273213,13,Asia/Tokyo,1/19/12
1848550,Yanai,33.96667,132.11667,JP,45,32229,0,Asia/Tokyo,1/19/12
1848573,Yanagawa,33.16667,130.4,JP,7,40386,1,Asia/Tokyo,1/19/12
1848633,Yamasaki,35,134.55,JP,13,25115,95,Asia/Tokyo,1/17/06
1848689,Yamaguchi-shi,34.18583,131.47139,JP,45,145515,62,Asia/Tokyo,1/19/12
1848705,Yamaga,33.01667,130.68333,JP,21,32298,21,Asia/Tokyo,1/19/12
1848774,Yaizu,34.86667,138.33333,JP,37,121057,1,Asia/Tokyo,1/19/12
1848776,Yaita,36.8,139.93333,JP,38,36275,191,Asia/Tokyo,1/19/12
1848903,Warabi,35.82639,139.70444,JP,34,69646,6,Asia/Tokyo,1/19/12
1848933,Waki,34.06667,134.15,JP,39,17659,52,Asia/Tokyo,1/19/12
1849053,Utsunomiya-shi,36.56583,139.88361,JP,38,449865,136,Asia/Tokyo,1/19/12
1849069,Uto,32.68333,130.66667,JP,21,39234,4,Asia/Tokyo,1/19/12
1849094,Usuki,33.10806,131.78778,JP,30,35001,53,Asia/Tokyo,1/19/12
1849154,Ushibuka,32.19537,130.02554,JP,21,16667,1,Asia/Tokyo,9/8/13
1849183,Ureshino,33.1,129.98333,JP,33,18953,73,Asia/Tokyo,1/19/12
1849186,Urayasu,35.67056,139.88861,JP,40,143758,6,Asia/Tokyo,1/19/12
1849237,Uozu,36.8,137.4,JP,42,45848,13,Asia/Tokyo,1/19/12
1849299,Umi,33.56667,130.5,JP,7,39772,30,Asia/Tokyo,1/19/12
1849367,Ujiie,36.68333,139.96667,JP,38,30366,164,Asia/Tokyo,1/17/06
1849372,Uji,34.88333,135.8,JP,22,192925,50,Asia/Tokyo,1/19/12
1849407,Uenohara,35.61667,139.11667,JP,46,27840,165,Asia/Tokyo,1/19/12
1849414,Ueno,34.75,136.13333,JP,23,61598,155,Asia/Tokyo,11/2/06
1849424,Ueki,32.9,130.68333,JP,21,31688,99,Asia/Tokyo,1/19/12
1849429,Ueda,36.4,138.26667,JP,26,126606,499,Asia/Tokyo,1/19/12
1849498,Ube,33.94306,131.25111,JP,45,173733,6,Asia/Tokyo,1/19/12
1849519,Tsuyama,35.05,134,JP,31,89717,191,Asia/Tokyo,1/19/12
1849539,Tsushima,35.16667,136.71667,JP,1,67658,2,Asia/Tokyo,4/17/12
1849561,Tsurusaki,33.24,131.68444,JP,30,76968,30,Asia/Tokyo,2/7/12
1849563,Tsuruoka,38.72167,139.82167,JP,44,99820,13,Asia/Tokyo,1/19/12
1849584,Tsurugi,36.45,136.63333,JP,15,22042,159,Asia/Tokyo,1/17/06
1849592,Tsuruga,35.64547,136.0558,JP,6,68482,6,Asia/Tokyo,10/25/08
1849647,Tsuma,32.1,131.4,JP,25,34318,11,Asia/Tokyo,1/19/12
1849661,Tsukumi,33.07056,131.85722,JP,30,21658,56,Asia/Tokyo,1/19/12
1849706,Tsukawaki,33.26667,131.15,JP,30,18371,351,Asia/Tokyo,1/19/12
1849782,Tsubata,36.66667,136.73333,JP,15,38644,8,Asia/Tokyo,1/19/12
1849788,Tsubame,37.65,138.93333,JP,29,44284,4,Asia/Tokyo,1/29/10
1849796,Tsu-shi,34.73028,136.50861,JP,23,163461,32,Asia/Tokyo,1/19/12
1849814,Toyota,35.08333,137.15,JP,1,362383,55,Asia/Tokyo,2/18/12
1849817,Toyoshina,36.29991,137.90108,JP,26,27834,553,Asia/Tokyo,11/24/08
1849831,Toyooka,35.53333,134.83333,JP,13,46500,3,Asia/Tokyo,1/19/12
1849837,Toyonaka,34.78244,135.46932,JP,32,384459,31,Asia/Tokyo,10/27/08
1849845,Toyokawa,34.81667,137.4,JP,1,120537,4,Asia/Tokyo,1/19/12
1849846,Toyohashi,34.76667,137.38333,JP,1,378374,12,Asia/Tokyo,1/19/12
1849850,Toyohama,34.7,136.93333,JP,1,21917,-9999,Asia/Tokyo,1/27/06
1849876,Toyama-shi,36.69528,137.21139,JP,42,325532,13,Asia/Tokyo,4/5/13
1849892,Tottori,35.5,134.23333,JP,41,154098,6,Asia/Tokyo,7/30/10
1849904,Tosu,33.36667,130.51667,JP,33,63595,17,Asia/Tokyo,1/19/12
1850004,Tonosho,34.48333,134.18333,JP,17,16514,15,Asia/Tokyo,1/19/12
1850034,Tondabayashi,34.5,135.6,JP,32,132873,63,Asia/Tokyo,1/19/12
1850091,Tomioka,36.25,138.9,JP,10,49281,148,Asia/Tokyo,1/19/12
1850108,Tomigusuku,26.185,127.675,JP,47,55715,29,Asia/Tokyo,1/19/12
1850147,Tokyo,35.6895,139.69171,JP,40,8336599,44,Asia/Tokyo,8/19/12
1850152,Tokuyama,34.05,131.81667,JP,45,101133,35,Asia/Tokyo,1/19/12
1850158,Tokushima-shi,34.06583,134.55944,JP,39,267345,11,Asia/Tokyo,1/19/12
1850181,Tokorozawa,35.79916,139.46903,JP,34,339435,82,Asia/Tokyo,11/5/08
1850185,Tokoname,34.88333,136.85,JP,1,49554,11,Asia/Tokyo,1/19/12
1850207,Toki,35.35,137.18333,JP,9,61394,159,Asia/Tokyo,1/19/12
1850217,Tokamachi,37.13333,138.76667,JP,29,41136,154,Asia/Tokyo,1/19/12
1850269,Togitsu,32.83333,129.85,JP,27,29364,1,Asia/Tokyo,1/19/12
1850307,Tochio,37.46667,139,JP,29,23045,122,Asia/Tokyo,1/19/12
1850311,Tochigi,36.38333,139.73333,JP,38,82133,51,Asia/Tokyo,1/19/12
1850345,Toba,34.48333,136.85,JP,23,23303,-9999,Asia/Tokyo,1/19/12
1850396,Tenri,34.58333,135.83333,JP,28,71052,56,Asia/Tokyo,1/19/12
1850405,Tenno,39.9,139.96667,JP,2,22740,6,Asia/Tokyo,7/6/13
1850472,Tawaramoto,34.55,135.8,JP,28,32659,50,Asia/Tokyo,1/19/12
1850498,Tatsuno,35.98426,137.99721,JP,26,21499,726,Asia/Tokyo,11/20/08
1850499,Tatsuno,34.86667,134.55,JP,13,40011,21,Asia/Tokyo,1/19/12
1850523,Tateyama,34.98333,139.86667,JP,4,50064,7,Asia/Tokyo,1/19/12
1850559,Tatebayashi,36.25,139.53333,JP,10,81274,28,Asia/Tokyo,1/19/12
1850589,Tarumizu,31.48333,130.7,JP,18,19146,10,Asia/Tokyo,1/17/06
1850600,Tarui,35.36667,136.53333,JP,9,29070,26,Asia/Tokyo,1/19/12
1850627,Tanushimaru,33.35,130.68333,JP,7,21156,16,Asia/Tokyo,1/17/06
1850630,Tanuma,36.36667,139.58333,JP,38,28723,66,Asia/Tokyo,1/19/12
1850692,Nishi-Tokyo-shi,35.72526,139.5383,JP,40,195164,58,Asia/Tokyo,2/18/10
1850693,Tanashicho,35.7303,139.53391,JP,40,82112,61,Asia/Tokyo,7/6/13
1850707,Tanabe,34.81667,135.76667,JP,22,65903,39,Asia/Tokyo,1/27/06
1850708,Tanabe,33.73333,135.36667,JP,43,69563,7,Asia/Tokyo,1/19/12
1850742,Tamano,34.48333,133.95,JP,31,67786,-9999,Asia/Tokyo,1/19/12
1850745,Tamana,32.91667,130.56667,JP,21,45661,24,Asia/Tokyo,1/19/12
1850746,Tamamura,36.3,139.11667,JP,10,42566,68,Asia/Tokyo,1/19/12
1850818,Taketoyo,34.85,136.91667,JP,1,41679,4,Asia/Tokyo,1/19/12
1850834,Takeo,33.2,130.01667,JP,33,34230,37,Asia/Tokyo,1/19/12
1850860,Takehara,34.33833,132.91667,JP,11,30506,19,Asia/Tokyo,1/19/12
1850872,Takefu,35.90393,136.16687,JP,6,75753,34,Asia/Tokyo,10/25/08
1850878,Takedamachi,32.96667,131.4,JP,30,16361,262,Asia/Tokyo,1/19/12
1850892,Takayama,36.13333,137.25,JP,9,66636,583,Asia/Tokyo,1/19/12
1850910,Takatsuki,34.84833,135.61678,JP,32,354468,14,Asia/Tokyo,10/27/08
1851002,Takasaki,36.33333,139.01667,JP,10,240857,93,Asia/Tokyo,1/19/12
1851012,Takarazuka,34.79936,135.35697,JP,13,219789,29,Asia/Tokyo,10/27/08
1851032,Takaoka,36.75,137.01667,JP,42,170077,8,Asia/Tokyo,1/19/12
1851068,Takanabe,32.13333,131.5,JP,25,22513,11,Asia/Tokyo,1/19/12
1851100,Takamatsu-shi,34.34028,134.04333,JP,17,334223,21,Asia/Tokyo,1/19/12
1851125,Takaishi,34.51667,135.43333,JP,32,60511,7,Asia/Tokyo,1/19/12
1851137,Takahashi,34.78333,133.61667,JP,31,24819,66,Asia/Tokyo,1/19/12
1851155,Takahama,34.91667,136.98333,JP,1,40501,7,Asia/Tokyo,1/29/10
1851170,Bungo-Takada-shi,33.5567,131.44506,JP,30,23856,6,Asia/Tokyo,2/17/10
1851193,Tajimi,35.31667,137.13333,JP,9,107818,138,Asia/Tokyo,1/19/12
1851259,Tahara,34.66667,137.26667,JP,1,38177,6,Asia/Tokyo,1/19/12
1851273,Tagawa,33.63333,130.8,JP,7,51608,46,Asia/Tokyo,1/19/12
1851282,Tadotsu,34.275,133.75,JP,17,23514,4,Asia/Tokyo,1/19/12
1851307,Tachikawa,35.69278,139.41806,JP,40,173695,83,Asia/Tokyo,1/19/12
1851348,Suzuka,34.88333,136.58333,JP,23,191477,10,Asia/Tokyo,1/19/12
1851357,Suzaka,36.65,138.31667,JP,26,54022,401,Asia/Tokyo,1/19/12
1851368,Suwa,36.03799,138.11308,JP,26,54735,762,Asia/Tokyo,1/29/10
1851390,Susaki,33.36667,133.28333,JP,20,26195,1,Asia/Tokyo,1/19/12
1851426,Sumoto,34.35,134.9,JP,13,39546,1,Asia/Tokyo,1/19/12
1851462,Sukumo,32.93333,132.73333,JP,20,25784,12,Asia/Tokyo,1/19/12
1851483,Suita,34.76143,135.51567,JP,32,351630,4,Asia/Tokyo,1/29/10
1851494,Suibara,37.83333,139.23333,JP,29,20392,6,Asia/Tokyo,1/17/06
1851504,Sugito,36.03107,139.72636,JP,34,49817,9,Asia/Tokyo,7/6/13
1851542,Sueyoshicho-ninokata,31.65,131.01667,JP,18,19986,188,Asia/Tokyo,9/8/13
1851604,Soka,35.82028,139.80444,JP,34,231445,4,Asia/Tokyo,1/19/12
1851606,Soja,34.66667,133.75,JP,31,57469,16,Asia/Tokyo,1/19/12
1851622,Sobue,35.25,136.71667,JP,1,23372,4,Asia/Tokyo,1/17/06
1851711,Shobu,36.06667,139.6,JP,34,22156,13,Asia/Tokyo,7/6/13
1851713,Shobara,34.85,133.01667,JP,11,20527,253,Asia/Tokyo,1/19/12
1851717,Shizuoka-shi,34.97694,138.38306,JP,37,701561,46,Asia/Tokyo,1/19/12
1851813,Shirone,37.76667,139.01667,JP,29,41406,1,Asia/Tokyo,1/17/06
1851883,Shiraoka,36.01839,139.66034,JP,34,50974,10,Asia/Tokyo,7/6/13
1851935,Shirahama,34.78333,134.71667,JP,13,23180,2,Asia/Tokyo,1/19/12
1851952,Shiozawa,37.03333,138.85,JP,29,20178,176,Asia/Tokyo,1/17/06
1852003,Shiojiri,36.1,137.96667,JP,26,67159,729,Asia/Tokyo,1/19/12
1852046,Shinshiro,34.9,137.5,JP,1,36069,48,Asia/Tokyo,1/19/12
1852102,Shinichi,34.55,133.26667,JP,11,21030,46,Asia/Tokyo,1/17/06
1852109,Shingu,33.71667,130.43333,JP,7,25991,-9999,Asia/Tokyo,1/19/12
1852140,Shinagawa-ku,35.60902,139.73017,JP,40,36e4,23,Asia/Tokyo,8/26/12
1852225,Shimonoseki,33.95,130.95,JP,45,245786,-9999,Asia/Tokyo,1/19/12
1852347,Shimodate,36.3,139.98333,JP,14,63666,34,Asia/Tokyo,1/19/12
1852357,Shimoda,34.66667,138.95,JP,37,26704,1,Asia/Tokyo,1/19/12
1852383,Shimminatocho,34.18333,135.2,JP,43,375339,73,Asia/Tokyo,1/19/12
1852385,Shimminato,36.78333,137.06667,JP,42,35994,2,Asia/Tokyo,1/19/12
1852472,Shimada,34.81667,138.18333,JP,37,75781,105,Asia/Tokyo,1/19/12
1852479,Shimabara,32.78333,130.36667,JP,27,38113,11,Asia/Tokyo,1/19/12
1852502,Shiki,35.83333,139.58333,JP,34,65411,10,Asia/Tokyo,1/19/12
