due_date,comments
document_03,"Lastly, I was surprised to know how long it took R to really become a standard. It's jumpstart to the public eye in 2009, and the public release of RStudio two years later was something I was not expecting. I also thought it was very insightful to learn how companies view languages like R before they are considered ""legit"" and how it can be seen as a gamble"
document_03,"I first wanted to note the comparison to SAS and how R is still going strong today as being a great point to the validity of R as a tool in the industry of data analysis. I did not at first realize how many systems and other large projects were reliant on R or data sets which have been analyzed by R to be functional today. Another thing that I found to be interesting and impressive was the nearly exponential growth in usage and package release and support of R which has curtailed in recent years, however still remains as an impressive marker for how popular and useful the R suite is today. I was not aware of how long R has been in use, and I agree that as more and more companies, especially Microsoft began to adopt R it seems to have become more legitimized, as I first heard of R in my freshman year statistics course when my professor mentioned it as a tool we could use, as that was around the time of the Microsoft purchase of Revolution Analytics as mentioned in the video. Here's a link to an article from a few years ago which compares the growth of R to Python: https://stackoverflow.blog/2017/10/10/impressive-growth-r/ "
document_03,"I love how Robert and Ross decided that since ""S"" did not exist on Macintosh that they took it upon themselves to port it to that platform. Personally, I prefer Macintosh laptops compared to Windows laptops so having the ability to use the software that ultimately began from these two 'gentlemen', pun intended, is quite satisfying. I also like the product release naming that R has had over its 20-year history. I enjoy when tech people put a spin on something rather traditional as numbers. It was interesting to learn about Microsoft's acquisition of Revolution Analytics. Microsoft's Azure platform has become a huge player in the digital computing space and it is cool to think that their framework utilizes some aspects of R. Another cool note I would like to point out was the R Consortium. It is great to hear about such a network of people who actively engage in giving of their time, efforts, and donations. Having the ability to ask for funding on huge expensive project ideas is fantastic. And lastly, it was interesting to learn how John Hopkins University utilized ""R"" for their COVID statistics tracking. Earlier this year when the shutdown went into effect I downloaded the COVID Dashboard app that was provided by The Center for Systems Science and Engineering (CSSE) ay JHU."
document_03,"While watching the video, I found a few topics discussed very interesting."
document_03,"First is the language known as S, being a language similar to R. It was invented by John Chambers and was designed as a tool for people doing data analysis that wanted easier access to the mechanical gears in data science with the ability to connect to powerful libraries that fit the user’s desires. It was invented in the year 1976, which shows how far back programming goes."
document_03,"In 1992, the offspring of the S language, the R programming language was born. It was not the first language to improve on S, as there were different versions of S that could be seen as R’s older brothers. But R is the most recognized dedicated Data Science language to day, thanks to it being the answer to a lack of such data science tools lacking on the Apple Mac."
document_03,"Eventually, R took off in 1995 as one of the major languages for programming when it was released under GPL. Later CRAN would be founded in 1997. R would eventually be put into the headlines of New York Times for its popularity in Data Science. It’s really interesting seeing how it took almost two decades for R to become as mainstream as it was in 2009."
document_03,I really enjoyed the video on 20 years of R. I never knew about the R programming language until I took this course. I thought it was interesting that R started as a programming langue known as S. I think that R being a free software has helped it a lot but I didn’t realize that it also was held back by the fact it was free.. It seems like the support from Microsoft really pushed R into popular use. It is interesting how a single large company can cause something to become so successful. I like the R studio and cannot imagine using R without it. I think it was a very good addition the R programming language. This made R much easier and accessible for people like me. I think it has helped me in learning R. Having a good IDE makes a lot of difference. I think the community behind R is very strong and that has really pushed development and growth with R. It’s great that the community is supporting the language and making useful packages for practitioners to use. I think it is interesting that R is being used for Covid Research I found an article about a Covid package released for R https://analyticsindiamag.com/coronavirus-package-in-now-available-for-r-programming-language/
document_03,"I found it interesting how R has been public for over twenty years now. Prior to taking this class I definitely knew of the existence of R but I would have never guessed that it has been in development for that long. Additionally, I would also have never guessed that from this information that R studio was only half the age of R! I also found it interesting how long it took for R to become “legit”. Nine years had passed before R hit the front page of the NYT technology section, and another six years passed before Microsoft started support for R. And that is not because nothing new happened in the R development scene, it was actively being contributed to  for the entire time! Another interesting thing I found on the R website is that much of the code written for S runs unaltered in the current version  of R."
document_03,"The video entails the history of R and it starts talking about how the community of R started and all of this was interesting, I've never seen nor heard of the start of a programming language . They start out by talking about how the coding language started being derived from s programming language. S is the predecessor to R and was started in 1976, then came R in 1992. This wasn't available for mac when it started and the creators came from the University of Oakland. People were trying to find out if S was available for mac but the creators of R took the opportunity to make their program compatible. This video also showed how an open source program sustains itself, R is free and highly successful and viewed as such by companies. It's interesting that R just seems to have started as an alternative to S for mac devices."
document_03,"Firstly, I didn't conceptualize how old R was in relation to the internet before this video. When the presenter showed that the R website predates the wayback machine. I was astonished. As a relative newcomer to the internet, apparently, its beautiful how so many people have came together to build things online - for free, apparently. I asked myself ""How do programming languages like R make money?"" and the lack of monetary compensation in programming language development was a pleasant surprise to me. It seems as though the entire programming community is violently opposed to payment to the programming language - and that's wonderful. That's so pure that humanity can make great things like Java, R, Python, etc. without money as the motivation. Of course, you're resume would be star-studded and you'll definitely make money off of a book, but I'd like to think that wasn't the motivation for every hand that touched R's repository. I'd like to think a lot of people contributed to R to, purely, push humanity forward - beautiful. "
