"year","month","date_of_month","date","day_of_week","births"
2007,7,2,2007-07-02,"Mon",13794
2007,7,3,2007-07-03,"Tues",14814
2007,7,4,2007-07-04,"Wed",9746
2007,7,5,2007-07-05,"Thurs",13367
2007,7,6,2007-07-06,"Fri",14143
2007,7,7,2007-07-07,"Sat",10499
2007,7,8,2007-07-08,"Sun",8322
2007,7,9,2007-07-09,"Mon",13473
2007,7,10,2007-07-10,"Tues",14927
2007,7,11,2007-07-11,"Wed",14594
2007,7,12,2007-07-12,"Thurs",14115
2007,7,13,2007-07-13,"Fri",13228
2007,7,14,2007-07-14,"Sat",9327
2007,7,15,2007-07-15,"Sun",7983
2007,7,16,2007-07-16,"Mon",13483
2007,7,17,2007-07-17,"Tues",14828
2007,7,18,2007-07-18,"Wed",14349
2007,7,19,2007-07-19,"Thurs",14169
2007,7,20,2007-07-20,"Fri",14070
2007,7,21,2007-07-21,"Sat",9356
2007,7,22,2007-07-22,"Sun",7963
2007,7,23,2007-07-23,"Mon",13293
2007,7,24,2007-07-24,"Tues",14783
2007,7,25,2007-07-25,"Wed",14510
2007,7,26,2007-07-26,"Thurs",14212
2007,7,27,2007-07-27,"Fri",14354
2007,7,28,2007-07-28,"Sat",9258
2007,7,29,2007-07-29,"Sun",8116
2007,7,30,2007-07-30,"Mon",13439
2007,7,31,2007-07-31,"Tues",14409
2007,8,1,2007-08-01,"Wed",14627
2007,8,2,2007-08-02,"Thurs",14241
2007,8,3,2007-08-03,"Fri",13961
2007,8,4,2007-08-04,"Sat",9083
2007,8,5,2007-08-05,"Sun",8160
2007,8,6,2007-08-06,"Mon",13318
2007,8,7,2007-08-07,"Tues",14670
2007,8,8,2007-08-08,"Wed",14477
2007,8,9,2007-08-09,"Thurs",14314
2007,8,10,2007-08-10,"Fri",13836
2007,8,11,2007-08-11,"Sat",9200
2007,8,12,2007-08-12,"Sun",7945
2007,8,13,2007-08-13,"Mon",13199
2007,8,14,2007-08-14,"Tues",14695
2007,8,15,2007-08-15,"Wed",14629
2007,8,16,2007-08-16,"Thurs",14674
2007,8,17,2007-08-17,"Fri",14136
2007,8,18,2007-08-18,"Sat",9332
2007,8,19,2007-08-19,"Sun",8115
2007,8,20,2007-08-20,"Mon",13496
2007,8,21,2007-08-21,"Tues",14541
2007,8,22,2007-08-22,"Wed",14344
2007,8,23,2007-08-23,"Thurs",14447
2007,8,24,2007-08-24,"Fri",14162
2007,8,25,2007-08-25,"Sat",9234
2007,8,26,2007-08-26,"Sun",8025
2007,8,27,2007-08-27,"Mon",13187
2007,8,28,2007-08-28,"Tues",14959
2007,8,29,2007-08-29,"Wed",14517
2007,8,30,2007-08-30,"Thurs",14668
2007,8,31,2007-08-31,"Fri",14163
2007,9,1,2007-09-01,"Sat",9465
2007,9,2,2007-09-02,"Sun",7957
2007,9,3,2007-09-03,"Mon",8397
2007,9,4,2007-09-04,"Tues",13600
2007,9,5,2007-09-05,"Wed",15440
2007,9,6,2007-09-06,"Thurs",15010
2007,9,7,2007-09-07,"Fri",14818
2007,9,8,2007-09-08,"Sat",9745
2007,9,9,2007-09-09,"Sun",8389
2007,9,10,2007-09-10,"Mon",13844
2007,9,11,2007-09-11,"Tues",14063
2007,9,12,2007-09-12,"Wed",14960
2007,9,13,2007-09-13,"Thurs",14525
2007,9,14,2007-09-14,"Fri",14603
2007,9,15,2007-09-15,"Sat",9807
2007,9,16,2007-09-16,"Sun",8283
2007,9,17,2007-09-17,"Mon",13798
2007,9,18,2007-09-18,"Tues",15194
2007,9,19,2007-09-19,"Wed",14783
2007,9,20,2007-09-20,"Thurs",15139
2007,9,21,2007-09-21,"Fri",14473
2007,9,22,2007-09-22,"Sat",9604
2007,9,23,2007-09-23,"Sun",8512
2007,9,24,2007-09-24,"Mon",13534
2007,9,25,2007-09-25,"Tues",14788
2007,9,26,2007-09-26,"Wed",14417
2007,9,27,2007-09-27,"Thurs",14519
2007,9,28,2007-09-28,"Fri",13926
2007,9,29,2007-09-29,"Sat",9198
2007,9,30,2007-09-30,"Sun",7983
2007,10,1,2007-10-01,"Mon",13244
2007,10,2,2007-10-02,"Tues",14231
2007,10,3,2007-10-03,"Wed",14021
2007,10,4,2007-10-04,"Thurs",13756
2007,10,5,2007-10-05,"Fri",13649
2007,10,6,2007-10-06,"Sat",8901
2007,10,7,2007-10-07,"Sun",7858
2007,10,8,2007-10-08,"Mon",12582
2007,10,9,2007-10-09,"Tues",14033
2007,10,10,2007-10-10,"Wed",14086
2007,10,11,2007-10-11,"Thurs",13580
2007,10,12,2007-10-12,"Fri",13400
2007,10,13,2007-10-13,"Sat",8756
2007,10,14,2007-10-14,"Sun",7579
2007,10,15,2007-10-15,"Mon",12987
2007,10,16,2007-10-16,"Tues",14039
2007,10,17,2007-10-17,"Wed",13783
2007,10,18,2007-10-18,"Thurs",13581
2007,10,19,2007-10-19,"Fri",13437
2007,10,20,2007-10-20,"Sat",8607
2007,10,21,2007-10-21,"Sun",7723
2007,10,22,2007-10-22,"Mon",12730
2007,10,23,2007-10-23,"Tues",13681
2007,10,24,2007-10-24,"Wed",13771
2007,10,25,2007-10-25,"Thurs",13874
2007,10,26,2007-10-26,"Fri",13223
2007,10,27,2007-10-27,"Sat",8806
2007,10,28,2007-10-28,"Sun",7560
2007,10,29,2007-10-29,"Mon",12648
2007,10,30,2007-10-30,"Tues",13389
2007,10,31,2007-10-31,"Wed",11757
2007,11,1,2007-11-01,"Thurs",13926
2007,11,2,2007-11-02,"Fri",13803
2007,11,3,2007-11-03,"Sat",8837
2007,11,4,2007-11-04,"Sun",7975
2007,11,5,2007-11-05,"Mon",13023
2007,11,6,2007-11-06,"Tues",14159
2007,11,7,2007-11-07,"Wed",13905
2007,11,8,2007-11-08,"Thurs",13734
2007,11,9,2007-11-09,"Fri",13542
2007,11,10,2007-11-10,"Sat",8755
2007,11,11,2007-11-11,"Sun",7920
2007,11,12,2007-11-12,"Mon",12746
2007,11,13,2007-11-13,"Tues",13640
2007,11,14,2007-11-14,"Wed",13850
2007,11,15,2007-11-15,"Thurs",14432
2007,11,16,2007-11-16,"Fri",14156
2007,11,17,2007-11-17,"Sat",9123
2007,11,18,2007-11-18,"Sun",7898
2007,11,19,2007-11-19,"Mon",13944
2007,11,20,2007-11-20,"Tues",14808
2007,11,21,2007-11-21,"Wed",13230
2007,11,22,2007-11-22,"Thurs",7567
2007,11,23,2007-11-23,"Fri",9598
2007,11,24,2007-11-24,"Sat",8380
2007,11,25,2007-11-25,"Sun",7668
2007,11,26,2007-11-26,"Mon",13192
2007,11,27,2007-11-27,"Tues",14707
2007,11,28,2007-11-28,"Wed",14030
2007,11,29,2007-11-29,"Thurs",13821
2007,11,30,2007-11-30,"Fri",12966
2007,12,1,2007-12-01,"Sat",8761
2007,12,2,2007-12-02,"Sun",7676
2007,12,3,2007-12-03,"Mon",12581
2007,12,4,2007-12-04,"Tues",13878
2007,12,5,2007-12-05,"Wed",13695
2007,12,6,2007-12-06,"Thurs",13514
2007,12,7,2007-12-07,"Fri",13168
2007,12,8,2007-12-08,"Sat",8676
2007,12,9,2007-12-09,"Sun",7603
2007,12,10,2007-12-10,"Mon",12759
2007,12,11,2007-12-11,"Tues",13962
2007,12,12,2007-12-12,"Wed",13906
2007,12,13,2007-12-13,"Thurs",13418
2007,12,14,2007-12-14,"Fri",13267
2007,12,15,2007-12-15,"Sat",8654
2007,12,16,2007-12-16,"Sun",7636
2007,12,17,2007-12-17,"Mon",13455
2007,12,18,2007-12-18,"Tues",14983
2007,12,19,2007-12-19,"Wed",14941
2007,12,20,2007-12-20,"Thurs",15214
2007,12,21,2007-12-21,"Fri",14808
2007,12,22,2007-12-22,"Sat",9194
2007,12,23,2007-12-23,"Sun",7398
2007,12,24,2007-12-24,"Mon",7727
2007,12,25,2007-12-25,"Tues",6624
2007,12,26,2007-12-26,"Wed",12306
2007,12,27,2007-12-27,"Thurs",15590
2007,12,28,2007-12-28,"Fri",15555
2007,12,29,2007-12-29,"Sat",9961
2007,12,30,2007-12-30,"Sun",8191
2007,12,31,2007-12-31,"Mon",11102
2008,1,1,2008-01-01,"Tues",8014
2008,1,2,2008-01-02,"Wed",11729
2008,1,3,2008-01-03,"Thurs",13691
2008,1,4,2008-01-04,"Fri",13799
2008,1,5,2008-01-05,"Sat",9113
2008,1,6,2008-01-06,"Sun",7610
2008,1,7,2008-01-07,"Mon",12335
2008,1,8,2008-01-08,"Tues",13336
2008,1,9,2008-01-09,"Wed",13022
2008,1,10,2008-01-10,"Thurs",13617
2008,1,11,2008-01-11,"Fri",13412
2008,1,12,2008-01-12,"Sat",8712
2008,1,13,2008-01-13,"Sun",7407
2008,1,14,2008-01-14,"Mon",12566
2008,1,15,2008-01-15,"Tues",13344
2008,1,16,2008-01-16,"Wed",13183
2008,1,17,2008-01-17,"Thurs",13332
2008,1,18,2008-01-18,"Fri",13473
2008,1,19,2008-01-19,"Sat",8480
2008,1,20,2008-01-20,"Sun",7481
2008,1,21,2008-01-21,"Mon",11883
2008,1,22,2008-01-22,"Tues",13297
2008,1,23,2008-01-23,"Wed",13458
2008,1,24,2008-01-24,"Thurs",13485
2008,1,25,2008-01-25,"Fri",13305
2008,1,26,2008-01-26,"Sat",8717
2008,1,27,2008-01-27,"Sun",7643
2008,1,28,2008-01-28,"Mon",12592
2008,1,29,2008-01-29,"Tues",13412
2008,1,30,2008-01-30,"Wed",13233
2008,1,31,2008-01-31,"Thurs",13187
2008,2,1,2008-02-01,"Fri",13191
2008,2,2,2008-02-02,"Sat",8646
2008,2,3,2008-02-03,"Sun",7616
2008,2,4,2008-02-04,"Mon",12592
2008,2,5,2008-02-05,"Tues",13447
2008,2,6,2008-02-06,"Wed",13338
2008,2,7,2008-02-07,"Thurs",13636
2008,2,8,2008-02-08,"Fri",13582
2008,2,9,2008-02-09,"Sat",8862
2008,2,10,2008-02-10,"Sun",7637
2008,2,11,2008-02-11,"Mon",12578
2008,2,12,2008-02-12,"Tues",13867
2008,2,13,2008-02-13,"Wed",13125
2008,2,14,2008-02-14,"Thurs",14207
2008,2,15,2008-02-15,"Fri",13696
2008,2,16,2008-02-16,"Sat",8780
2008,2,17,2008-02-17,"Sun",7646
2008,2,18,2008-02-18,"Mon",12032
2008,2,19,2008-02-19,"Tues",13548
2008,2,20,2008-02-20,"Wed",13418
2008,2,21,2008-02-21,"Thurs",13507
2008,2,22,2008-02-22,"Fri",13183
2008,2,23,2008-02-23,"Sat",8973
2008,2,24,2008-02-24,"Sun",7505
2008,2,25,2008-02-25,"Mon",12621
2008,2,26,2008-02-26,"Tues",13500
2008,2,27,2008-02-27,"Wed",13316
2008,2,28,2008-02-28,"Thurs",13674
2008,2,29,2008-02-29,"Fri",11631
2008,3,1,2008-03-01,"Sat",8832
2008,3,2,2008-03-02,"Sun",7535
2008,3,3,2008-03-03,"Mon",12621
2008,3,4,2008-03-04,"Tues",13622
2008,3,5,2008-03-05,"Wed",13160
2008,3,6,2008-03-06,"Thurs",13279
2008,3,7,2008-03-07,"Fri",13104
2008,3,8,2008-03-08,"Sat",8409
2008,3,9,2008-03-09,"Sun",7216
2008,3,10,2008-03-10,"Mon",12648
2008,3,11,2008-03-11,"Tues",13571
2008,3,12,2008-03-12,"Wed",13353
2008,3,13,2008-03-13,"Thurs",13037
2008,3,14,2008-03-14,"Fri",13321
2008,3,15,2008-03-15,"Sat",8806
2008,3,16,2008-03-16,"Sun",7626
2008,3,17,2008-03-17,"Mon",13006
2008,3,18,2008-03-18,"Tues",13766
2008,3,19,2008-03-19,"Wed",13356
2008,3,20,2008-03-20,"Thurs",13614
2008,3,21,2008-03-21,"Fri",12606
2008,3,22,2008-03-22,"Sat",8477
2008,3,23,2008-03-23,"Sun",7174
2008,3,24,2008-03-24,"Mon",12352
2008,3,25,2008-03-25,"Tues",13572
2008,3,26,2008-03-26,"Wed",13116
2008,3,27,2008-03-27,"Thurs",13224
2008,3,28,2008-03-28,"Fri",12886
2008,3,29,2008-03-29,"Sat",8616
2008,3,30,2008-03-30,"Sun",7368
2008,3,31,2008-03-31,"Mon",12211
2008,4,1,2008-04-01,"Tues",12771
2008,4,2,2008-04-02,"Wed",13491
2008,4,3,2008-04-03,"Thurs",13340
2008,4,4,2008-04-04,"Fri",13405
2008,4,5,2008-04-05,"Sat",8600
2008,4,6,2008-04-06,"Sun",7606
2008,4,7,2008-04-07,"Mon",12312
2008,4,8,2008-04-08,"Tues",13526
2008,4,9,2008-04-09,"Wed",13009
2008,4,10,2008-04-10,"Thurs",13236
2008,4,11,2008-04-11,"Fri",13053
2008,4,12,2008-04-12,"Sat",8531
2008,4,13,2008-04-13,"Sun",7384
2008,4,14,2008-04-14,"Mon",12386
2008,4,15,2008-04-15,"Tues",13274
2008,4,16,2008-04-16,"Wed",13120
2008,4,17,2008-04-17,"Thurs",13164
2008,4,18,2008-04-18,"Fri",13090
2008,4,19,2008-04-19,"Sat",8695
2008,4,20,2008-04-20,"Sun",7504
2008,4,21,2008-04-21,"Mon",12376
2008,4,22,2008-04-22,"Tues",13428
2008,4,23,2008-04-23,"Wed",13284
2008,4,24,2008-04-24,"Thurs",13317
2008,4,25,2008-04-25,"Fri",12851
2008,4,26,2008-04-26,"Sat",8304
2008,4,27,2008-04-27,"Sun",7439
2008,4,28,2008-04-28,"Mon",12325
2008,4,29,2008-04-29,"Tues",13313
2008,4,30,2008-04-30,"Wed",13210
2008,5,1,2008-05-01,"Thurs",13520
2008,5,2,2008-05-02,"Fri",12872
2008,5,3,2008-05-03,"Sat",8329
2008,5,4,2008-05-04,"Sun",7135
2008,5,5,2008-05-05,"Mon",12480
2008,5,6,2008-05-06,"Tues",13416
2008,5,7,2008-05-07,"Wed",13059
2008,5,8,2008-05-08,"Thurs",13387
2008,5,9,2008-05-09,"Fri",12934
2008,5,10,2008-05-10,"Sat",8554
2008,5,11,2008-05-11,"Sun",7293
2008,5,12,2008-05-12,"Mon",12613
2008,5,13,2008-05-13,"Tues",13238
2008,5,14,2008-05-14,"Wed",13405
2008,5,15,2008-05-15,"Thurs",13521
2008,5,16,2008-05-16,"Fri",13062
2008,5,17,2008-05-17,"Sat",8246
2008,5,18,2008-05-18,"Sun",7573
2008,5,19,2008-05-19,"Mon",12614
2008,5,20,2008-05-20,"Tues",13912
2008,5,21,2008-05-21,"Wed",13853
2008,5,22,2008-05-22,"Thurs",13732
2008,5,23,2008-05-23,"Fri",13342
2008,5,24,2008-05-24,"Sat",8529
2008,5,25,2008-05-25,"Sun",7441
2008,5,26,2008-05-26,"Mon",7948
2008,5,27,2008-05-27,"Tues",13181
2008,5,28,2008-05-28,"Wed",14397
2008,5,29,2008-05-29,"Thurs",13783
2008,5,30,2008-05-30,"Fri",13602
2008,5,31,2008-05-31,"Sat",8864
2008,6,1,2008-06-01,"Sun",7651
2008,6,2,2008-06-02,"Mon",12590
2008,6,3,2008-06-03,"Tues",13459
2008,6,4,2008-06-04,"Wed",13597
2008,6,5,2008-06-05,"Thurs",13438
2008,6,6,2008-06-06,"Fri",13159
2008,6,7,2008-06-07,"Sat",8708
2008,6,8,2008-06-08,"Sun",7727
2008,6,9,2008-06-09,"Mon",12450
2008,6,10,2008-06-10,"Tues",13789
2008,6,11,2008-06-11,"Wed",13609
2008,6,12,2008-06-12,"Thurs",13796
2008,6,13,2008-06-13,"Fri",12394
2008,6,14,2008-06-14,"Sat",8603
2008,6,15,2008-06-15,"Sun",7779
2008,6,16,2008-06-16,"Mon",12732
2008,6,17,2008-06-17,"Tues",13756
2008,6,18,2008-06-18,"Wed",13638
2008,6,19,2008-06-19,"Thurs",13452
2008,6,20,2008-06-20,"Fri",13403
2008,6,21,2008-06-21,"Sat",8857
2008,6,22,2008-06-22,"Sun",7651
2008,6,23,2008-06-23,"Mon",12794
2008,6,24,2008-06-24,"Tues",13983
2008,6,25,2008-06-25,"Wed",13728
2008,6,26,2008-06-26,"Thurs",13547
2008,6,27,2008-06-27,"Fri",13411
2008,6,28,2008-06-28,"Sat",8991
2008,6,29,2008-06-29,"Sun",7840
2008,6,30,2008-06-30,"Mon",12898
2008,7,1,2008-07-01,"Tues",14350
2008,7,2,2008-07-02,"Wed",14189
2008,7,3,2008-07-03,"Thurs",14182
2008,7,4,2008-07-04,"Fri",9449
2008,7,5,2008-07-05,"Sat",8061
2008,7,6,2008-07-06,"Sun",7725
2008,7,7,2008-07-07,"Mon",13340
2008,7,8,2008-07-08,"Tues",14771
2008,7,9,2008-07-09,"Wed",14098
2008,7,10,2008-07-10,"Thurs",13952
2008,7,11,2008-07-11,"Fri",13697
2008,7,12,2008-07-12,"Sat",9084
2008,7,13,2008-07-13,"Sun",7885
2008,7,14,2008-07-14,"Mon",12881
2008,7,15,2008-07-15,"Tues",14221
2008,7,16,2008-07-16,"Wed",14016
2008,7,17,2008-07-17,"Thurs",13987
2008,7,18,2008-07-18,"Fri",13542
2008,7,19,2008-07-19,"Sat",8978
2008,7,20,2008-07-20,"Sun",7999
2008,7,21,2008-07-21,"Mon",13053
2008,7,22,2008-07-22,"Tues",14241
2008,7,23,2008-07-23,"Wed",13994
2008,7,24,2008-07-24,"Thurs",13622
2008,7,25,2008-07-25,"Fri",13417
2008,7,26,2008-07-26,"Sat",8898
2008,7,27,2008-07-27,"Sun",7940
2008,7,28,2008-07-28,"Mon",13054
2008,7,29,2008-07-29,"Tues",14259
2008,7,30,2008-07-30,"Wed",13883
2008,7,31,2008-07-31,"Thurs",13939
2008,8,1,2008-08-01,"Fri",13684
2008,8,2,2008-08-02,"Sat",9018
2008,8,3,2008-08-03,"Sun",7911
2008,8,4,2008-08-04,"Mon",13155
2008,8,5,2008-08-05,"Tues",13981
2008,8,6,2008-08-06,"Wed",13800
2008,8,7,2008-08-07,"Thurs",13859
2008,8,8,2008-08-08,"Fri",15374
2008,8,9,2008-08-09,"Sat",9233
2008,8,10,2008-08-10,"Sun",7951
2008,8,11,2008-08-11,"Mon",13186
2008,8,12,2008-08-12,"Tues",14336
2008,8,13,2008-08-13,"Wed",13933
2008,8,14,2008-08-14,"Thurs",14248
2008,8,15,2008-08-15,"Fri",13890
2008,8,16,2008-08-16,"Sat",9180
2008,8,17,2008-08-17,"Sun",7848
2008,8,18,2008-08-18,"Mon",13404
2008,8,19,2008-08-19,"Tues",14348
2008,8,20,2008-08-20,"Wed",14083
2008,8,21,2008-08-21,"Thurs",14010
2008,8,22,2008-08-22,"Fri",13923
2008,8,23,2008-08-23,"Sat",8997
2008,8,24,2008-08-24,"Sun",8008
2008,8,25,2008-08-25,"Mon",13051
2008,8,26,2008-08-26,"Tues",14260
2008,8,27,2008-08-27,"Wed",14213
2008,8,28,2008-08-28,"Thurs",14718
2008,8,29,2008-08-29,"Fri",14260
2008,8,30,2008-08-30,"Sat",9182
2008,8,31,2008-08-31,"Sun",8002
2008,9,1,2008-09-01,"Mon",8105
2008,9,2,2008-09-02,"Tues",13488
2008,9,3,2008-09-03,"Wed",14657
2008,9,4,2008-09-04,"Thurs",14980
2008,9,5,2008-09-05,"Fri",14475
2008,9,6,2008-09-06,"Sat",9450
2008,9,7,2008-09-07,"Sun",8209
2008,9,8,2008-09-08,"Mon",13437
2008,9,9,2008-09-09,"Tues",14567
2008,9,10,2008-09-10,"Wed",14474
2008,9,11,2008-09-11,"Thurs",13391
2008,9,12,2008-09-12,"Fri",14312
2008,9,13,2008-09-13,"Sat",9552
2008,9,14,2008-09-14,"Sun",8405
2008,9,15,2008-09-15,"Mon",13775
2008,9,16,2008-09-16,"Tues",14736
2008,9,17,2008-09-17,"Wed",14316
2008,9,18,2008-09-18,"Thurs",14512
2008,9,19,2008-09-19,"Fri",14151
2008,9,20,2008-09-20,"Sat",9227
2008,9,21,2008-09-21,"Sun",8183
2008,9,22,2008-09-22,"Mon",13246
2008,9,23,2008-09-23,"Tues",14464
2008,9,24,2008-09-24,"Wed",14016
2008,9,25,2008-09-25,"Thurs",14176
2008,9,26,2008-09-26,"Fri",13705
2008,9,27,2008-09-27,"Sat",9168
2008,9,28,2008-09-28,"Sun",7892
2008,9,29,2008-09-29,"Mon",12819
2008,9,30,2008-09-30,"Tues",13737
2008,10,1,2008-10-01,"Wed",13761
2008,10,2,2008-10-02,"Thurs",13742
2008,10,3,2008-10-03,"Fri",13189
2008,10,4,2008-10-04,"Sat",8788
2008,10,5,2008-10-05,"Sun",7609
2008,10,6,2008-10-06,"Mon",12557
2008,10,7,2008-10-07,"Tues",13728
2008,10,8,2008-10-08,"Wed",13499
2008,10,9,2008-10-09,"Thurs",13301
2008,10,10,2008-10-10,"Fri",13264
2008,10,11,2008-10-11,"Sat",8624
2008,10,12,2008-10-12,"Sun",7590
2008,10,13,2008-10-13,"Mon",11616
2008,10,14,2008-10-14,"Tues",13396
2008,10,15,2008-10-15,"Wed",13299
2008,10,16,2008-10-16,"Thurs",13163
2008,10,17,2008-10-17,"Fri",12957
2008,10,18,2008-10-18,"Sat",8373
2008,10,19,2008-10-19,"Sun",7205
2008,10,20,2008-10-20,"Mon",12384
2008,10,21,2008-10-21,"Tues",13478
2008,10,22,2008-10-22,"Wed",13256
2008,10,23,2008-10-23,"Thurs",13239
2008,10,24,2008-10-24,"Fri",12872
2008,10,25,2008-10-25,"Sat",8409
2008,10,26,2008-10-26,"Sun",7318
2008,10,27,2008-10-27,"Mon",12358
2008,10,28,2008-10-28,"Tues",13528
2008,10,29,2008-10-29,"Wed",12954
2008,10,30,2008-10-30,"Thurs",12950
2008,10,31,2008-10-31,"Fri",11013
2008,11,1,2008-11-01,"Sat",8395
2008,11,2,2008-11-02,"Sun",7807
2008,11,3,2008-11-03,"Mon",12887
2008,11,4,2008-11-04,"Tues",13244
2008,11,5,2008-11-05,"Wed",13041
2008,11,6,2008-11-06,"Thurs",13153
2008,11,7,2008-11-07,"Fri",13203
2008,11,8,2008-11-08,"Sat",8538
2008,11,9,2008-11-09,"Sun",7305
2008,11,10,2008-11-10,"Mon",12333
2008,11,11,2008-11-11,"Tues",13323
2008,11,12,2008-11-12,"Wed",12852
2008,11,13,2008-11-13,"Thurs",12541
2008,11,14,2008-11-14,"Fri",12824
2008,11,15,2008-11-15,"Sat",8377
2008,11,16,2008-11-16,"Sun",7225
2008,11,17,2008-11-17,"Mon",12251
2008,11,18,2008-11-18,"Tues",13202
2008,11,19,2008-11-19,"Wed",12874
2008,11,20,2008-11-20,"Thurs",13436
2008,11,21,2008-11-21,"Fri",13189
2008,11,22,2008-11-22,"Sat",8449
2008,11,23,2008-11-23,"Sun",7301
2008,11,24,2008-11-24,"Mon",13493
2008,11,25,2008-11-25,"Tues",13929
2008,11,26,2008-11-26,"Wed",12242
2008,11,27,2008-11-27,"Thurs",7126
2008,11,28,2008-11-28,"Fri",9247
2008,11,29,2008-11-29,"Sat",7803
2008,11,30,2008-11-30,"Sun",7315
2008,12,1,2008-12-01,"Mon",13029
2008,12,2,2008-12-02,"Tues",14138
2008,12,3,2008-12-03,"Wed",13317
2008,12,4,2008-12-04,"Thurs",13250
2008,12,5,2008-12-05,"Fri",12734
2008,12,6,2008-12-06,"Sat",8422
2008,12,7,2008-12-07,"Sun",7282
2008,12,8,2008-12-08,"Mon",12322
2008,12,9,2008-12-09,"Tues",13112
2008,12,10,2008-12-10,"Wed",13113
2008,12,11,2008-12-11,"Thurs",12851
2008,12,12,2008-12-12,"Fri",12903
2008,12,13,2008-12-13,"Sat",8436
2008,12,14,2008-12-14,"Sun",7380
2008,12,15,2008-12-15,"Mon",12377
2008,12,16,2008-12-16,"Tues",13900
2008,12,17,2008-12-17,"Wed",13814
2008,12,18,2008-12-18,"Thurs",14324
2008,12,19,2008-12-19,"Fri",14007
2008,12,20,2008-12-20,"Sat",8665
2008,12,21,2008-12-21,"Sun",7635
2008,12,22,2008-12-22,"Mon",13831
2008,12,23,2008-12-23,"Tues",13374
2008,12,24,2008-12-24,"Wed",9235
2008,12,25,2008-12-25,"Thurs",6471
2008,12,26,2008-12-26,"Fri",10890
2008,12,27,2008-12-27,"Sat",8728
2008,12,28,2008-12-28,"Sun",7677
2008,12,29,2008-12-29,"Mon",13951
2008,12,30,2008-12-30,"Tues",15645
2008,12,31,2008-12-31,"Wed",12906
2009,1,1,2009-01-01,"Thurs",8145
2009,1,2,2009-01-02,"Fri",10995
2009,1,3,2009-01-03,"Sat",8338
2009,1,4,2009-01-04,"Sun",7283
2009,1,5,2009-01-05,"Mon",12125
2009,1,6,2009-01-06,"Tues",13222
2009,1,7,2009-01-07,"Wed",13119
2009,1,8,2009-01-08,"Thurs",13019
2009,1,9,2009-01-09,"Fri",12647
2009,1,10,2009-01-10,"Sat",8233
2009,1,11,2009-01-11,"Sun",7122
2009,1,12,2009-01-12,"Mon",12178
2009,1,13,2009-01-13,"Tues",12597
2009,1,14,2009-01-14,"Wed",13013
2009,1,15,2009-01-15,"Thurs",12800
2009,1,16,2009-01-16,"Fri",12542
2009,1,17,2009-01-17,"Sat",8175
2009,1,18,2009-01-18,"Sun",7151
2009,1,19,2009-01-19,"Mon",11353
2009,1,20,2009-01-20,"Tues",12935
2009,1,21,2009-01-21,"Wed",12822
2009,1,22,2009-01-22,"Thurs",13125
2009,1,23,2009-01-23,"Fri",12995
2009,1,24,2009-01-24,"Sat",8357
2009,1,25,2009-01-25,"Sun",7261
2009,1,26,2009-01-26,"Mon",12156
2009,1,27,2009-01-27,"Tues",13107
2009,1,28,2009-01-28,"Wed",12703
2009,1,29,2009-01-29,"Thurs",12729
2009,1,30,2009-01-30,"Fri",12527
2009,1,31,2009-01-31,"Sat",8201
2009,2,1,2009-02-01,"Sun",7255
2009,2,2,2009-02-02,"Mon",12525
2009,2,3,2009-02-03,"Tues",13330
2009,2,4,2009-02-04,"Wed",12894
2009,2,5,2009-02-05,"Thurs",12817
2009,2,6,2009-02-06,"Fri",12517
2009,2,7,2009-02-07,"Sat",8451
2009,2,8,2009-02-08,"Sun",7462
2009,2,9,2009-02-09,"Mon",12484
2009,2,10,2009-02-10,"Tues",13612
2009,2,11,2009-02-11,"Wed",13219
2009,2,12,2009-02-12,"Thurs",13635
2009,2,13,2009-02-13,"Fri",11832
2009,2,14,2009-02-14,"Sat",8550
2009,2,15,2009-02-15,"Sun",7434
2009,2,16,2009-02-16,"Mon",11731
2009,2,17,2009-02-17,"Tues",13151
2009,2,18,2009-02-18,"Wed",13324
2009,2,19,2009-02-19,"Thurs",13171
2009,2,20,2009-02-20,"Fri",12995
2009,2,21,2009-02-21,"Sat",8628
2009,2,22,2009-02-22,"Sun",7286
2009,2,23,2009-02-23,"Mon",12363
2009,2,24,2009-02-24,"Tues",13110
2009,2,25,2009-02-25,"Wed",13084
2009,2,26,2009-02-26,"Thurs",13134
2009,2,27,2009-02-27,"Fri",12732
2009,2,28,2009-02-28,"Sat",8396
2009,3,1,2009-03-01,"Sun",7342
2009,3,2,2009-03-02,"Mon",12276
2009,3,3,2009-03-03,"Tues",13265
2009,3,4,2009-03-04,"Wed",12903
2009,3,5,2009-03-05,"Thurs",13176
2009,3,6,2009-03-06,"Fri",13081
2009,3,7,2009-03-07,"Sat",8556
2009,3,8,2009-03-08,"Sun",7314
2009,3,9,2009-03-09,"Mon",12400
2009,3,10,2009-03-10,"Tues",13568
2009,3,11,2009-03-11,"Wed",12999
2009,3,12,2009-03-12,"Thurs",13134
2009,3,13,2009-03-13,"Fri",12087
2009,3,14,2009-03-14,"Sat",8396
2009,3,15,2009-03-15,"Sun",7130
2009,3,16,2009-03-16,"Mon",12264
2009,3,17,2009-03-17,"Tues",13542
2009,3,18,2009-03-18,"Wed",12987
2009,3,19,2009-03-19,"Thurs",12706
2009,3,20,2009-03-20,"Fri",12927
2009,3,21,2009-03-21,"Sat",8286
2009,3,22,2009-03-22,"Sun",7168
2009,3,23,2009-03-23,"Mon",12056
