danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img,year
0.807,0.906,F,-8.973,minor,0.0371,0.311,7.91e-4,0.0248,0.971,121.54,6A8OnjnpShshNpcqWtZRjr,345280,4,F minor,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Papa Don't Preach,Madonna,True Blue (Reissue),https://i.scdn.co/image/6522e7fb4a27fc944cccb771c252c1f350612190,1986
0.518,0.585,F,-8.485,major,0.0279,0.0778,2.43e-6,0.31,0.312,144.998,1eyq8cjUQ2daFthW2PC2GM,258120,4,F major,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Glory Of Love,Peter Cetera,Solitude / Solitaire,https://i.scdn.co/image/6ebbaff4eeb3d44638e8de3cb22ee90a298de67d,1986
0.641,0.667,G#,-7.349,major,0.0376,0.0436,0,0.0363,0.446,96.35,39qReOn8AFxQ4yTj2DmdwE,312693,4,G# major,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Sledgehammer,Peter Gabriel,Hit,https://i.scdn.co/image/d1209368c5c2de09961d3a0ad9ebf474a08a212d,1986
0.685,0.931,C,-2.746,major,0.0298,0.284,0.00158,0.124,0.834,131.053,5U2Rh2FbVEHN3YSizwQwJM,208213,4,C major,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Invisible Touch,Genesis,Invisible Touch,https://i.scdn.co/image/7b26ac71f16af4f751d8d3df8d15497ccd9294d0,1986
0.712,0.905,F,-5.774,major,0.042,0.0691,0.0201,0.499,0.942,98.601,7eLDSFTG6bJGZsYAF3LTv4,256040,4,F major,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Higher Love - Single Version,Steve Winwood,Pure '80s: #1s,https://i.scdn.co/image/0e21f30879dd383c036ee88da45e73a75a5770c4,1986
0.515,0.408,C,-9.536,major,0.0293,0.595,0,0.196,0.253,79.75,1kJvt2AyLrjX7JaDNOkGrv,290160,4,C major,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,There'll Be Sad Songs (To Make You Cry),Billy Ocean,Essential - 80's Love,https://i.scdn.co/image/2f6d23e527fd545c8023255c07f7573f194b6788,1986
0.722,0.961,A,-4.812,major,0.0514,0.0883,0.61,0.278,0.91,126.113,7LrieLNx0C3SiC6rLOUxQ8,229165,4,A major,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Venus,Bananarama,EGB. La música de una generación,https://i.scdn.co/image/9a3a5f6bd1cc8d1c23720f91b460caa31c5f5a2e,1986
0.673,0.507,A,-9.882,minor,0.0293,0.47,2.05e-4,0.128,0.574,86.105,0rfjkUk2KGZsOhDAhFbZtw,266333,4,A minor,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Holding Back The Years,Simply Red,Picture Book,https://i.scdn.co/image/490e8e4b383b026d1ff2159757c75c8cb7a7c60a,1986
0.576,0.743,A,-7.279,major,0.039,0.00102,0.00239,0.0776,0.36,143.895,05XkaRvGIt5LtllUuhMAKA,217573,4,A major,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Mad About You,Belinda Carlisle,Best Of,https://i.scdn.co/image/bbc6304634232f79a7c5bd0cf637832fdafeeab5,1986
0.544,0.897,D#,-6.056,minor,0.0471,0.241,0,0.13,0.647,157.17,34x6hEJgGAOQvmlMql5Ige,215133,4,D# minor,summer_hits_1986,https://mosaic.scdn.co/640/6522e7fb4a27fc944cccb771c252c1f3506121906ebbaff4eeb3d44638e8de3cb22ee90a298de67d7b26ac71f16af4f751d8d3df8d15497ccd9294d0d1209368c5c2de09961d3a0ad9ebf474a08a212d,Danger Zone,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",https://i.scdn.co/image/527c17853da175fb18b4a6d1a2db7659d93d2794,1986
0.418,0.452,C#,-13.099,major,0.0356,0.638,2.6e-4,0.0959,0.168,175.088,54b8qPFqYqIndfdxiLApea,218733,4,C# major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,Alone,Heart,Bad Animals,https://i.scdn.co/image/40d97ef833161dbcb0e6320065c5832c5f3a4542,1987
0.709,0.824,C#,-8.824,major,0.0453,0.207,3.07e-4,0.0888,0.867,118.814,2tUBqZG2AbRi7Q0BIrVrEj,291293,4,C# major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney,https://i.scdn.co/image/0cae12b917772272ff492b955c976ac35c73eb00,1987
0.566,0.783,C#,-9.412,major,0.0363,0.0157,0.003,0.0806,0.587,100.864,6wpGqhRvJGNNXwWlPmkMyO,277477,4,C# major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,I Still Haven't Found What I'm Looking For,U2,The Joshua Tree (Super Deluxe),https://i.scdn.co/image/a40ca9f36db63a7c43b63d97f8e463dacb4d6b33,1987
0.574,0.942,D,-5.351,major,0.0719,0.0306,1.86e-6,0.308,0.475,170.672,303oOLP2Jf6M4rke52qItM,241947,4,D major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,Shakedown,Bob Seger,Greatest Hits 2,https://i.scdn.co/image/eb622ef0d65f7130de0f98c9f6682077747b0ecb,1987
0.348,0.751,C,-12.823,major,0.0494,0.0699,7.38e-4,0.208,0.886,156.509,6uU5OBhGUE1ngSKDj4wtoq,172733,4,C major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,La Bamba,Los Lobos,Just Another Band From East L.A.: A Collection,https://i.scdn.co/image/a4c4fcb2d5e2147a9784288e0af2a4a3ad34abee,1987
0.812,0.6,A#,-13.418,minor,0.0538,0.00509,0.0248,0.0465,0.8,99.189,6QnFHieoch6U9J8zfv6hml,557293,4,A# minor,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,Faith,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,1987
0.625,0.646,A,-13.592,minor,0.0389,0.214,0.0533,0.0525,0.826,103.893,3G0NNqwQ1sqRpySr6soHlH,239173,4,A minor,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,Who's That Girl,Madonna,Who's That Girl Soundtrack,https://i.scdn.co/image/44d6c1000c2c333733f1d4e594d3d93d88d8611b,1987
0.616,0.791,G#,-11.212,major,0.0383,0.127,0.00932,0.138,0.907,124.852,6EoAUmLaog9mUTMDtdVudr,236533,4,G# major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,Only In My Dreams,Debbie Gibson,Rhino Hi-Five: Debbie Gibson,https://i.scdn.co/image/7a287d46d4fa67636117e9933af4ba5d9bf7ad8b,1987
0.458,0.656,F,-8.721,major,0.0355,0.466,0,0.105,0.57,179.852,5kv4uJENk4nWUIzgYoz7SI,256373,4,F major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,Heart And Soul,T'Pau,Bridge Of Spies,https://i.scdn.co/image/066c06f4a32f86ecc80ff825393efeaed0add63a,1987
0.639,0.674,F#,-10.622,major,0.0329,0.172,1.77e-4,0.111,0.8,124.943,5yMXAaSvxo12QkYU75Ixv0,231933,4,F# major,summer_hits_1987,https://mosaic.scdn.co/640/0cae12b917772272ff492b955c976ac35c73eb0040d97ef833161dbcb0e6320065c5832c5f3a4542a40ca9f36db63a7c43b63d97f8e463dacb4d6b33eb622ef0d65f7130de0f98c9f6682077747b0ecb,Luka,Suzanne Vega,Solitude Standing,https://i.scdn.co/image/cc70c6b3f43048cced85854cfeae4ba900123f46,1987
0.759,0.645,C,-13.352,major,0.0276,0.07,0.0403,0.0986,0.954,117.254,2QlPByrmEO9XciNBXCrawR,320733,4,C major,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,Roll With It,Steve Winwood,Roll With It,https://i.scdn.co/image/057374b744c7eba592d482fd4651bf9b8496c72a,1988
0.632,0.67,E,-8.877,major,0.027,0.548,2.38e-6,0.0521,0.342,97.098,7KM52fyhuSxeIN1y2Sn6QL,338560,4,E major,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,The Flame,Cheap Trick,The Essential Cheap Trick,https://i.scdn.co/image/b328482fa8552741d22a1619b07b749101ab2912,1988
0.683,0.879,C#,-9.487,minor,0.0459,0.0955,0.0828,0.448,0.702,97.062,2nzPzkGP9QSZ1lqvXTfyzT,306120,4,C# minor,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,Monkey - Remastered,George Michael,Faith,https://i.scdn.co/image/21dd69655a611ba34c608fb9bbd030abfa10a73e,1988
0.353,0.207,C,-14.718,minor,0.0306,0.656,0,0.0874,0.184,144.539,3F2YXxSOC9dPmxXdrh6mYl,316040,4,C minor,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,Hold On To The Nights,Richard Marx,Richard Marx,https://i.scdn.co/image/a7050b78ac3796c35225698f8340fed9e8f78e4e,1988
0.529,0.956,C#,-4.891,minor,0.0699,0.00224,0,0.284,0.591,84.966,0PdM2a6oIjqepoEfcJo0RO,267307,4,C# minor,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,Pour Some Sugar On Me - Remastered 2017,Def Leppard,Hysteria (Super Deluxe),https://i.scdn.co/image/46e281c691201c17dc886017f1d97a1b0bbdfc8a,1988
0.543,0.384,G#,-15.018,major,0.0307,0.242,1.16e-6,0.266,0.407,128.768,0LBtQiEVfP4ysLQ43Do8uN,259507,4,G# major,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,Hands To Heaven,Breathe,All That Jazz,https://i.scdn.co/image/d2d092539bd1eed23c2bc03a75716bf01eee5d30,1988
0.449,0.901,F#,-7.711,major,0.0526,0.141,0.0675,0.128,0.696,125.148,4MhTFsyqIJnjsOweVcU8ug,356400,4,F# major,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,https://i.scdn.co/image/0fbe3c2ba5d231d626a60976b7f03d21526376f5,1988
0.724,0.619,E,-9.074,major,0.0242,0.0728,0,0.205,0.746,109.029,31HhcRSNcS8Rgv9ldIfh66,285947,4,E major,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,Make Me Lose Control,Eric Carmen,The Definitive Collection,https://i.scdn.co/image/5113558d725833bcc5483e85a809bc16fb69bf08,1988
0.66,0.886,A,-8.286,minor,0.0353,0.0562,0.00133,0.0329,0.964,134.904,2Gd10PZnMktt3Cgo9s6yi0,275373,4,A minor,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,I Don't Wanna Go On With You Like That,Elton John,Reg Strikes Back,https://i.scdn.co/image/448cc7c286071593fc4d2f5fbf50b28ddd59f663,1988
0.432,0.669,C,-5.46,major,0.0398,0.173,9.69e-5,0.089,0.152,145.725,4l5VSAoqOJ5ooDZ3CJfF5U,237200,4,C major,summer_hits_1988,https://mosaic.scdn.co/640/057374b744c7eba592d482fd4651bf9b8496c72a21dd69655a611ba34c608fb9bbd030abfa10a73ea7050b78ac3796c35225698f8340fed9e8f78e4eb328482fa8552741d22a1619b07b749101ab2912,I Don't Wanna Live Without Your Love,Chicago,Chicago 19,https://i.scdn.co/image/c5cebfe577d5aa51051d642d00e00dc3df42a7f8,1988
0.395,0.252,C,-13.589,major,0.0301,0.8,0,0.101,0.126,177.679,4LFwNJWoj74Yd71fIr1W8x,264333,4,C major,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,Right Here Waiting,Richard Marx,Repeat Offender,https://i.scdn.co/image/f74d394f8dda08af481a4f2eda74f2f991f6e2d7,1989
0.522,0.441,C#,-11.703,minor,0.028,0.416,0,0.22,0.199,130.133,6YHpaawV0C88rwt2bQE6jV,287533,4,C# minor,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,Toy Soldiers,Martika,Martika,https://i.scdn.co/image/af1482bb96ef9c1eab34e81e009f69e904ae576a,1989
0.879,0.679,G,-8.59,minor,0.0421,0.149,0.00871,0.0787,0.724,122.38,6jrp8qBMJO6vhAeYVAsdk9,230853,4,G minor,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,Cold Hearted,Paula Abdul,Forever Your Girl,https://i.scdn.co/image/153c438e73e3fd62b87efb38200b629252dce2be,1989
0.504,0.371,A#,-7.543,major,0.0305,0.506,2.74e-6,0.108,0.213,90.607,3MOSVjhFraA703vuS5ggxm,208107,3,A# major,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,If You Don't Know Me By Now,Simply Red,Songs Of Love,https://i.scdn.co/image/a0c4d3e8082d00605c633e624236ad9d64a48f35,1989
0.665,0.904,D,-6.23,major,0.0433,0.00362,0,0.0645,0.573,101.805,3ojDU1HhKEfdExIN6QsK8q,294413,4,D major,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,On Our Own,Bobby Brown,Ghostbusters II,https://i.scdn.co/image/f37ddb1257325c0cf75756f9c195583ae3dfa67d,1989
0.545,0.356,F,-14.127,major,0.0245,0.413,1.56e-6,0.128,0.465,82.214,4tEpvocDTdNVR9DYxnJTFy,250067,4,F major,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,Don't Wanna Lose You,Gloria Estefan,Cuts Both Ways,https://i.scdn.co/image/9237c5c06d4e4992fb11bec75c88875e5054d62b,1989
0.851,0.649,F#,-12.877,minor,0.0748,0.00543,0.0029,0.156,0.846,100.302,3t4EJY6cTsb6FyP1EQzajK,249640,4,F# minor,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,Baby Don't Forget My Number,Milli Vanilli,All Or Nothing,https://i.scdn.co/image/8c640060f13e13e5b58a847bc80665f45eaa18fa,1989
0.747,0.586,A,-10.119,minor,0.0299,0.0708,8e-5,0.0427,0.893,164.718,6lRkdG1HurVS72F9GoBeWJ,201867,4,A minor,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,Good Thing,Fine Young Cannibals,The Raw & The Cooked,https://i.scdn.co/image/4e6d2ffbd42dbf6fc5ed4be8afafc672ecb95d37,1989
0.7,0.569,A#,-13.991,major,0.0298,0.00545,0.208,0.147,0.924,118.829,6amZm52SfS7d6oCEu9NDMl,257827,4,A# major,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,So Alive,Love and Rockets,Love And Rockets,https://i.scdn.co/image/1b0001f83d295c45d929bf5ca6358d97a2e787eb,1989
0.676,0.676,C#,-8.761,major,0.0938,0.28,0.0704,0.25,0.465,110.207,7p0ZuZtZtUIXfTuDOo0h9X,247293,4,C# major,summer_hits_1989,https://mosaic.scdn.co/640/153c438e73e3fd62b87efb38200b629252dce2bea0c4d3e8082d00605c633e624236ad9d64a48f35af1482bb96ef9c1eab34e81e009f69e904ae576af74d394f8dda08af481a4f2eda74f2f991f6e2d7,Batdance,Prince,4Ever,https://i.scdn.co/image/b9177ffb199e55aa571c8149c2447eaca5f4e108,1989
0.256,0.463,F,-10.959,major,0.0382,0.442,0,0.121,0.354,205.362,0gLQ6jhJsyYfl7PrD1RZ7X,209293,3,F major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,Vision of Love,Mariah Carey,Mariah Carey,https://i.scdn.co/image/82f13700dfa78fa877a8cdecd725ad552c9a9653,1990
0.782,0.881,C#,-7.763,major,0.064,0.0418,0,0.125,0.909,102.491,2d1RPaZmz5fTUGK3ughMo7,218840,4,C# major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,She Ain't Worth It,Glenn Medeiros,Glenn Medeiros,https://i.scdn.co/image/dcf5918c83fa04fb4f3a54c506151538cf64a6fa,1990
0.617,0.939,D#,-4.56,major,0.0413,0.0147,3.91e-6,0.0889,0.599,144.034,5TSANSqPTD6nBG0NSJWmVB,281467,4,D# major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,Cradle Of Love,Billy Idol,Charmed Life,https://i.scdn.co/image/d2bef189de22ad152accc0dbe309cfadbefae5cd,1990
0.787,0.63,C,-12.295,major,0.0609,0.0274,6.69e-6,0.161,0.882,125.347,6J6RWKCPN5RFKHUKEUFjxS,267293,4,C major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,Step by Step,New Kids On The Block,Step By Step,https://i.scdn.co/image/4209a8a482f0ff32a88b9afa58756e74affd4e30,1990
0.493,0.453,D#,-10.878,major,0.0248,0.0944,0.00467,0.1,0.188,143.725,5gAdATsfINRIljv4LbrKX2,315160,4,D# major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,If Wishes Came True,Sweet Sensation,Love Child,https://i.scdn.co/image/2495845999539d89bef4053e96a3077bff298707,1990
0.728,0.464,C#,-11.156,major,0.0605,0.0865,0,0.343,0.383,96.944,3ZqjDpr3qCZnZBPcd0Hpj2,304467,4,C# major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,Hold On,En Vogue,Born To Sing,https://i.scdn.co/image/28ee8b2919b9326d9033b721fd9a8556f63bec3a,1990
0.52,0.652,F,-6.655,major,0.0274,0.34,5.49e-5,0.256,0.722,80.609,6qB7YcFpeBEQa0D6QO482y,258787,4,F major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,It Must Have Been Love,Roxette,Don't Bore Us - Get To The Chorus! Roxette's Greatest Hits,https://i.scdn.co/image/b620700a0e24bd5513f9e2c1879bd3c1daec3834,1990
0.74,0.88,C,-7.693,major,0.0624,0.0434,0.00798,0.341,0.707,108.9,0nQLxiNGbbUoSGrxksETLm,228994,4,C major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,The Power,SNAP!,World Power,https://i.scdn.co/image/a659be67f61345eadf797b652ebf61b33b7b820e,1990
0.676,0.874,A#,-6.959,major,0.0446,0.0216,0.00144,0.342,0.844,111.871,40xz60ciGIpsRtDqRfPKBE,332307,4,A# major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,Rub You The Right Way,Johnny Gill,Johnny Gill,https://i.scdn.co/image/d45522ad39f2c36db68872d300d8d3c0ddb1b586,1990
0.508,0.785,F#,-12.212,major,0.0408,2e-4,0.00661,0.157,0.54,94.336,1iG0HjiKkOUJkdbYURhGSh,235987,4,F# major,summer_hits_1990,https://mosaic.scdn.co/640/4209a8a482f0ff32a88b9afa58756e74affd4e3082f13700dfa78fa877a8cdecd725ad552c9a9653d2bef189de22ad152accc0dbe309cfadbefae5cddcf5918c83fa04fb4f3a54c506151538cf64a6fa,Unskinny Bop,Poison,7 Day's Live,https://i.scdn.co/image/091ce1d61afe942f9ee0584667d98b857ddfb653,1990
0.519,0.372,C#,-12.635,major,0.0284,0.0816,4.67e-5,0.0652,0.298,131.227,6eBK3edMW7bEzecF1eCezc,394133,4,C# major,summer_hits_1991,https://mosaic.scdn.co/640/215fd76df37bec3686f1daee0b8392628936389e4721799f8ef17e5c71dd950b4096f6e67aba98665f1098081330ee730476c17bdecf4219c864ff08a017f8dc1661f343f8a9237c2cbd1cb92f834beb,(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,https://i.scdn.co/image/215fd76df37bec3686f1daee0b8392628936389e,1991
