id,make,model,year,class,trans,drive,cyl,displ,fuel,hwy,cty
16110,GMC,Sierra 1500 2WD,2000,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,6,4.3,Regular,19,15
16111,GMC,Sierra 1500 2WD,2000,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,6,4.3,Regular,21,15
16112,GMC,Sierra 1500 2WD,2000,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
16113,GMC,Sierra 1500 2WD,2000,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
16114,GMC,Sierra 1500 2WD,2000,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,19,14
16970,GMC,Sierra 1500 2WD,2001,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,6,4.3,Regular,20,15
16971,GMC,Sierra 1500 2WD,2001,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,6,4.3,Regular,18,14
16972,GMC,Sierra 1500 2WD,2001,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
16973,GMC,Sierra 1500 2WD,2001,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
16974,GMC,Sierra 1500 2WD,2001,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,18,14
17905,GMC,Sierra 1500 2WD,2002,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,6,4.3,Regular,19,15
17906,GMC,Sierra 1500 2WD,2002,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,17,13
17907,GMC,Sierra 1500 2WD,2002,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,6,4.3,Regular,18,14
17908,GMC,Sierra 1500 2WD,2002,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,4.8,Regular,18,14
17909,GMC,Sierra 1500 2WD,2002,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
17910,GMC,Sierra 1500 2WD,2002,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,17,13
18876,GMC,Sierra 1500 2WD,2003,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,6,4.3,Regular,19,14
18877,GMC,Sierra 1500 2WD,2003,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,6,4.3,Regular,19,14
18878,GMC,Sierra 1500 2WD,2003,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,4.8,Regular,18,14
18879,GMC,Sierra 1500 2WD,2003,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
18880,GMC,Sierra 1500 2WD,2003,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,17,13
19268,GMC,Sierra 1500 2WD,2003,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Gasoline or E85,18,13
19993,GMC,Sierra 1500 2WD,2004,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,6,4.3,Regular,19,14
19994,GMC,Sierra 1500 2WD,2004,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,6,4.3,Regular,19,14
19995,GMC,Sierra 1500 2WD,2004,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,4.8,Regular,19,15
19996,GMC,Sierra 1500 2WD,2004,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
19997,GMC,Sierra 1500 2WD,2004,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,18,14
19998,GMC,Sierra 1500 2WD,2004,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,6,Regular,16,13
20388,GMC,Sierra 1500 2WD,2004,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Gasoline or E85,18,13
21118,GMC,Sierra 1500 2WD,2005,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,6,4.3,Regular,20,14
21119,GMC,Sierra 1500 2WD,2005,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,6,4.3,Regular,20,14
21120,GMC,Sierra 1500 2WD,2005,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,4.8,Regular,19,15
21121,GMC,Sierra 1500 2WD,2005,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
21122,GMC,Sierra 1500 2WD,2005,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,19,14
21123,GMC,Sierra 1500 2WD,2005,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,6,Premium,18,13
21593,GMC,Sierra 1500 2WD,2005,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Gasoline or E85,19,14
22200,GMC,Sierra 1500 2WD,2006,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,6,4.3,Regular,20,15
22201,GMC,Sierra 1500 2WD,2006,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,6,4.3,Regular,20,14
22202,GMC,Sierra 1500 2WD,2006,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,4.8,Regular,19,15
22203,GMC,Sierra 1500 2WD,2006,Standard Pickup Trucks 2WD,Manual 5-spd,Rear-Wheel Drive,8,4.8,Regular,19,14
22204,GMC,Sierra 1500 2WD,2006,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Regular,19,14
22205,GMC,Sierra 1500 2WD,2006,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,6,Premium,18,13
22624,GMC,Sierra 1500 2WD,2006,Standard Pickup Trucks 2WD,Automatic 4-spd,Rear-Wheel Drive,8,5.3,Gasoline or E85,19,14
6117,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
6118,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
6119,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
6120,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
6121,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,13,11
6122,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,13
6123,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
6124,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
6125,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
6126,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
6127,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
6128,GMC,Sierra 1500 4WD,1989,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,16
7189,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
7190,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
7191,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
7192,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
7193,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Automatic 3-spd,4-Wheel or All-Wheel Drive,8,5,Regular,14,12
7194,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
7195,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
7196,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
7197,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
7198,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
7199,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
7200,GMC,Sierra 1500 4WD,1990,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
28907,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,16
8312,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
8313,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,14
8314,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
8315,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
8316,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
8317,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
8318,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
8319,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,13,11
8320,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
8321,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
8322,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,19,15
8323,GMC,Sierra 1500 4WD,1991,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,17,15
9376,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,13
9377,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
9378,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
9379,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
9380,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
9381,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
9382,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Manual 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,11
9383,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
9384,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
9385,GMC,Sierra 1500 4WD,1992,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,16
10379,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
10380,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
10381,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
10382,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
10383,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
10384,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
10385,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
10386,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,11
10387,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,20,15
29049,GMC,Sierra 1500 4WD,1993,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.2,Diesel,19,16
11330,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
11331,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
11332,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,15
11333,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
11334,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,12
11335,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
11336,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
11337,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,14,11
11338,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
11339,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,18,14
11340,GMC,Sierra 1500 4WD,1994,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,20,15
12292,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
12293,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
12294,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,14
12295,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,15,11
12296,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,16,11
12297,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
12298,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,15,11
12299,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
12300,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
12301,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,19,14
12302,GMC,Sierra 1500 4WD,1995,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
13063,GMC,Sierra 1500 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,15
13064,GMC,Sierra 1500 4WD,1996,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,14
13065,GMC,Sierra 1500 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
13066,GMC,Sierra 1500 4WD,1996,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
13067,GMC,Sierra 1500 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
13068,GMC,Sierra 1500 4WD,1996,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,17,12
13069,GMC,Sierra 1500 4WD,1996,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
13790,GMC,Sierra 1500 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
13791,GMC,Sierra 1500 4WD,1997,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,14
13792,GMC,Sierra 1500 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
13793,GMC,Sierra 1500 4WD,1997,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,11
13794,GMC,Sierra 1500 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
13795,GMC,Sierra 1500 4WD,1997,Standard Pickup Trucks,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,17,11
13796,GMC,Sierra 1500 4WD,1997,Standard Pickup Trucks,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,14
14562,GMC,Sierra 1500 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
14563,GMC,Sierra 1500 4WD,1998,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,14
14564,GMC,Sierra 1500 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
14565,GMC,Sierra 1500 4WD,1998,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,12
14566,GMC,Sierra 1500 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
14567,GMC,Sierra 1500 4WD,1998,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,11
14568,GMC,Sierra 1500 4WD,1998,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6.5,Diesel,17,13
15350,GMC,Sierra 1500 4WD,1999,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,19,14
15351,GMC,Sierra 1500 4WD,1999,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,13
15352,GMC,Sierra 1500 4WD,1999,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,17,14
15353,GMC,Sierra 1500 4WD,1999,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,18,13
15354,GMC,Sierra 1500 4WD,1999,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5,Regular,17,13
15355,GMC,Sierra 1500 4WD,1999,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,16,13
15356,GMC,Sierra 1500 4WD,1999,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.7,Regular,16,12
16155,GMC,Sierra 1500 4WD,2000,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
16156,GMC,Sierra 1500 4WD,2000,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,13
16157,GMC,Sierra 1500 4WD,2000,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,17,14
16158,GMC,Sierra 1500 4WD,2000,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,18,13
16159,GMC,Sierra 1500 4WD,2000,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,16,13
17023,GMC,Sierra 1500 4WD,2001,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,14
17024,GMC,Sierra 1500 4WD,2001,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,13
17025,GMC,Sierra 1500 4WD,2001,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,16,13
17026,GMC,Sierra 1500 4WD,2001,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,16,13
17027,GMC,Sierra 1500 4WD,2001,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,16,13
17028,GMC,Sierra 1500 4WD,2001,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,6,Regular,13,10
17959,GMC,Sierra 1500 4WD,2002,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,16,12
17960,GMC,Sierra 1500 4WD,2002,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
17961,GMC,Sierra 1500 4WD,2002,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,16,13
17962,GMC,Sierra 1500 4WD,2002,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,16,13
17963,GMC,Sierra 1500 4WD,2002,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,16,12
17964,GMC,Sierra 1500 4WD,2002,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,16,13
18930,GMC,Sierra 1500 4WD,2003,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
18931,GMC,Sierra 1500 4WD,2003,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
18932,GMC,Sierra 1500 4WD,2003,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,16,13
18933,GMC,Sierra 1500 4WD,2003,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,16,13
18934,GMC,Sierra 1500 4WD,2003,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,16,13
19280,GMC,Sierra 1500 4WD,2003,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Gasoline or E85,16,12
20066,GMC,Sierra 1500 4WD,2004,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
20067,GMC,Sierra 1500 4WD,2004,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
20068,GMC,Sierra 1500 4WD,2004,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,17,13
20069,GMC,Sierra 1500 4WD,2004,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,16,13
20070,GMC,Sierra 1500 4WD,2004,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,17,13
20389,GMC,Sierra 1500 4WD,2004,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Gasoline or E85,16,12
21175,GMC,Sierra 1500 4WD,2005,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,17,13
21176,GMC,Sierra 1500 4WD,2005,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,6,4.3,Regular,18,13
21177,GMC,Sierra 1500 4WD,2005,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,18,14
21178,GMC,Sierra 1500 4WD,2005,Standard Pickup Trucks 4WD,Manual 5-spd,4-Wheel or All-Wheel Drive,8,4.8,Regular,18,14
21179,GMC,Sierra 1500 4WD,2005,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Regular,17,13
21537,GMC,Sierra 1500 4WD,2005,Standard Pickup Trucks 4WD,Automatic 4-spd,4-Wheel or All-Wheel Drive,8,5.3,Gasoline or E85,17,13
