County,Municipality,Location,Route,Owner,Built,Date.Inspected,SD.FO.Status,Condition,YearInspected,AgeAtInspection,Manhattan
Jefferson,Watertown Town,JCT RTE I-81 SB + BLACK R,81I 81I73051242,NYSDOT,1959,8/18/15,N,5.577,2015.6274,56.627397,0
Jefferson,Watertown Town,.3 MI E JCT I81 & SH 232,232 232 73011004,NYSDOT,1969,10/23/14,FO,4.688,2014.8082,45.808219,0
Jefferson,Watertown Town,0.3 M E JCT I-81 & 232,232 232 73011005,NYSDOT,1969,10/27/15,N,5.571,2015.8192,46.819178,0
Jefferson,Watertown Town,1 MILE S JCT I81 & SH 3,COUNTY ROAD 63,NYSDOT,1959,10/6/15,FO,6.031,2015.7616,56.761644,0
Jefferson,Watertown Town,5.7 MI N OF ADAMS CENTRE,IVES STREET ROAD,County,2007,5/6/15,N,7,2015.3425,8.3424658,0
Jefferson,Watertown Town,3.0 MI S OF WATERTOWN,LAWTON HILL ROAD,County,1980,8/25/14,N,6,2014.6466,34.646575,0
Jefferson,Wilna Town,2.0 MI N JCT RTS 3 + 3A,3   3 73023220,NYSDOT,1950,9/3/15,N,4.4,2015.6712,65.671233,0
Jefferson,Wilna Town,0.1 MI W JCT 3 + CL,3   3 73023258,NYSDOT,1960,5/28/15,N,4.279,2015.4027,55.40274,0
Jefferson,Wilna Town,IN NATURAL BRIDGE,COUNTY ROAD 4,County,1991,5/13/15,N,5.5,2015.3616,24.361644,0
Jefferson,Wilna Town,3.0 MI NE OF CARTHAGE.,CR42 WEST STR RD,County,1970,9/17/14,N,4.571,2014.7096,44.709589,0
Jefferson,Wilna Town,IN NATURAL BRIDGE,LIME  STREET,County,1913,8/13/14,N,4.612,2014.6137,101.6137,0
Jefferson,Worth Town,1 MI WEST OF WORTH,COUNTY ROAD 95,County,1995,8/19/15,FO,5.902,2015.6301,20.630137,0
Kings,New York City (Pt.),JCT I27 & I278,27  27 X2M13001,NYSDOT,1997,6/2/15,FO,5.841,2015.4164,18.416438,0
Kings,New York City (Pt.),JCT I278 & RTE 27,27  27 X2M13001,NYSDOT,1940,8/14/15,FO,6.175,2015.6164,75.616438,0
Kings,New York City (Pt.),JCT I278 & 27,27  27 X2M14001,NYSDOT,1997,8/14/15,FO,6,2015.6164,18.616438,0
Kings,New York City (Pt.),JCT I278 & 27,27  27 X2M14001,NYSDOT,1997,8/14/15,N,6.302,2015.6164,18.616438,0
Kings,New York City (Pt.),.1 MI SE JCT I278+27,27  27 X2M14002,NYSDOT,1955,6/27/14,FO,5.024,2014.4849,59.484932,0
Kings,New York City (Pt.),JCT RT 27 & I278,27  27 X2M24002,NYSDOT,1998,6/27/14,N,5.556,2014.4849,16.484932,0
Kings,New York City (Pt.),JCT I278 & SH 27,27  27 X2MR05D1,NYSDOT,1955,7/15/14,FO,4.467,2014.5342,59.534247,0
Kings,New York City (Pt.),AT NEW UTRECHT,11TH AVENUE,City,1906,7/1/14,FO,5.985,2014.4959,108.49589,0
Kings,New York City (Pt.),IN BOROUGH PARK,13TH AVENUE,City,1930,7/10/15,FO,4.972,2015.5205,85.520548,0
Kings,New York City (Pt.),AT BOROUGH PARK,14TH AVENUE,City,2004,10/3/14,FO,6.167,2014.7534,10.753425,0
Kings,New York City (Pt.),AT NEW UTRECHT,15TH AVENUE,Transit Authority,2005,6/22/15,N,6.114,2015.4712,10.471233,0
Kings,New York City (Pt.),AT NEW UTRECHT,15TH AVENUE,City,1907,10/3/14,FO,4.872,2014.7534,107.75342,0
Kings,New York City (Pt.),AT NEW UTRECHT,16TH AVENUE,Transit Authority,1914,6/6/14,FO,5.481,2014.4274,100.4274,0
Kings,New York City (Pt.),NEAR BOROUGH PARK,16TH AVENUE,City,1909,10/3/14,FO,5.35,2014.7534,105.75342,0
Kings,New York City (Pt.),NEAR BOROUGH PARK,17 TH AVENUE,City,1906,10/2/14,FO,4.745,2014.7507,108.75068,0
Kings,New York City (Pt.),AT NEW UTRECHT,17TH AVENUE,Transit Authority,1914,5/30/14,FO,6.173,2014.4082,100.40822,0
Kings,New York City (Pt.),NEAR BOROUGH PARK,18TH AVE,City,1908,10/2/14,FO,4.625,2014.7507,106.75068,0
Kings,New York City (Pt.),IN NEW UTRECHT,18TH AVENUE,Transit Authority,2005,7/1/15,FO,6.421,2015.4959,10.49589,0
Kings,New York City (Pt.),AT NEW UTRECHT,19TH AVENUE,Transit Authority,1914,5/29/14,FO,4.237,2014.4055,100.40548,0
Kings,New York City (Pt.),AT NEW UTRECHT,20TH AVENUE,Transit Authority,1914,6/2/14,FO,6.421,2014.4164,100.41644,0
Kings,New York City (Pt.),NEAR NEW UTRECHT,21ST AVENUE,Transit Authority,1914,7/22/15,SD,4.026,2015.5534,101.55342,0
Kings,New York City (Pt.),2 MI SW JCT I278 & I495,278I 278IX2MR14C2,NYSDOT,1995,5/19/15,FO,5.845,2015.3781,20.378082,0
Kings,New York City (Pt.),2.4 MI SW JCT I278 & I495,278I 278IX2MR14C3,NYSDOT,2001,11/25/15,FO,5.482,2015.8986,14.89863,0
Kings,New York City (Pt.),JCT I 278 & HAMILTON AVE,278I X,NYSDOT,1960,3/7/14,FO,4.837,2014.1781,54.178082,0
Kings,New York City (Pt.),3.9 MI SW JCT I278 & I495,278I278I02021099,NYSDOT,1960,11/20/15,N,5.028,2015.8849,55.884932,0
Kings,New York City (Pt.),1.3 MI SW JCT I278 & I495,278I278I02021109,NYSDOT,1950,9/11/15,FO,4.426,2015.6932,65.693151,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M23027,NYSDOT,1962,11/5/14,SD,3.194,2014.8438,52.843836,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M23062,NYSDOT,1964,11/20/14,FO,4.75,2014.8849,50.884932,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M23064,NYSDOT,1964,11/25/14,FO,4.803,2014.8986,50.89863,0
Kings,New York City (Pt.),.9 MI SW JCT I278&BKLN BR,278I278IX2M23073,NYSDOT,1953,3/18/14,N,5.717,2014.2082,61.208219,0
Kings,New York City (Pt.),ADJACENT TO FURMAN STREET,278I278IX2M23075,City,1944,11/6/15,FO,3.227,2015.8466,71.846575,0
Kings,New York City (Pt.),.7 MI SW I278 & BRKLYN BR,278I278IX2M23075,City,1948,10/20/15,FO,4.619,2015.8,67.8,0
Kings,New York City (Pt.),ADJACENT TO FURMAN STREET,278I278IX2M23075,City,1944,7/1/15,FO,4.119,2015.4959,71.49589,0
Kings,New York City (Pt.),0.1 MI E JCT I278 & BK BR,278I278IX2M23082,City,1948,7/25/14,SD,4.403,2014.5616,66.561644,0
Kings,New York City (Pt.),0.1 MI E JCT I278 & BK BR,278I278IX2M23082,City,1948,7/28/14,FO,5.263,2014.5699,66.569863,0
Kings,New York City (Pt.),ADJACENT TO YORK STREET,278I278IX2M23083,City,1944,6/29/15,SD,4.297,2015.4904,71.490411,0
Kings,New York City (Pt.),.3 MI E I278+BKLYN BR,278I278IX2M23085,City,1956,1/15/16,FO,4.833,2016.0383,60.038251,0
Kings,New York City (Pt.),.2 MI E I278 + BKLYN BDGE,278I278IX2M23085,City,1956,1/15/16,N,4.933,2016.0383,60.038251,0
Kings,New York City (Pt.),0.2 MI E JCT I278 & BK BR,278I278IX2M23085,City,1956,1/15/16,FO,5.2,2016.0383,60.038251,0
Kings,New York City (Pt.),.2 MI E I278 + BKLYN BDGE,278I278IX2M23085,City,1956,1/15/16,FO,5.467,2016.0383,60.038251,0
Kings,New York City (Pt.),.4 MI SE I278+BKLYN BR,278I278IX2M23086,City,1956,2/27/14,FO,5.019,2014.1562,58.156164,0
Kings,New York City (Pt.),.3 MI SE I278+BKLYN BR,278I278IX2M23086,City,1956,1/27/16,FO,4.852,2016.071,60.071038,0
Kings,New York City (Pt.),.6 MI SE I278+BKLYN BR,278I278IX2M23088,City,1956,7/3/14,N,5.169,2014.5014,58.50137,0
Kings,New York City (Pt.),3.2 MI SW JCT I278 + I495,278I278IX2M23101,NYSDOT,1956,2/6/16,N,5.063,2016.0984,60.098361,0
Kings,New York City (Pt.),3.1 MI SW JCT I278 + I495,278I278IX2M23102,NYSDOT,1956,2/6/16,FO,4.873,2016.0984,60.098361,0
Kings,New York City (Pt.),2.1 MI SW JCT I278 & I495,278I278IX2M23112,NYSDOT,1950,3/27/14,FO,4.31,2014.2329,64.232877,0
Kings,New York City (Pt.),JCT I278 & NEWTOWN CREEK,278I278IX2M23121,NYSDOT,1940,11/20/15,SD,2.897,2015.8849,75.884932,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M24032,NYSDOT,1963,7/7/15,FO,4.315,2015.5123,52.512329,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M24054,NYSDOT,1963,4/28/15,FO,5.153,2015.3205,52.320548,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M24054,NYSDOT,1963,5/1/14,FO,5.258,2014.3288,51.328767,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M24055,NYSDOT,1963,5/19/15,FO,4.778,2015.3781,52.378082,0
Kings,New York City (Pt.),JCT I 278 & I 27,278I278IX2M24055,NYSDOT,1963,5/2/14,FO,5.406,2014.3315,51.331507,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2M24056,NYSDOT,1963,5/19/14,N,4.889,2014.3781,51.378082,0
Kings,New York City (Pt.),JCT BQ EX & GOWANUS EX SB,278I278IX2M24062,NYSDOT,1992,9/11/15,FO,5.606,2015.6932,23.693151,0
Kings,New York City (Pt.),ADJACENT TO FURMAN STREET,278I278IX2M24075,City,1944,9/16/15,FO,4.357,2015.7068,71.706849,0
Kings,New York City (Pt.),.7 MI SW I278+BKLYN BR,278I278IX2M24075,City,1948,3/11/14,FO,5,2014.189,66.189041,0
Kings,New York City (Pt.),ADJACENT TO FURMAN STREET,278I278IX2M24075,City,1944,6/30/15,FO,4.104,2015.4932,71.493151,0
Kings,New York City (Pt.),0.1 MI E JCT I278 & BK BR,278I278IX2M24083,City,1956,7/16/14,FO,4.5,2014.537,58.536986,0
Kings,New York City (Pt.),.1 MI E I278+BKLYN BR,278I278IX2M24083,City,1956,7/16/14,FO,5.047,2014.537,58.536986,0
Kings,New York City (Pt.),3.3 MI SW JCT I278 + I495,278I278IX2M24100,NYSDOT,1954,2/6/16,SD,4.31,2016.0984,62.098361,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2MR04B1,NYSDOT,1962,7/31/15,N,4.014,2015.5781,53.578082,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2MR04C1,NYSDOT,1962,9/2/15,N,4.625,2015.6685,53.668493,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2MR05B1,NYSDOT,1963,7/13/15,FO,5.069,2015.5288,52.528767,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2MR06A1,NYSDOT,1962,6/29/15,SD,4.134,2015.4904,53.490411,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2MR06A1,NYSDOT,1962,7/7/15,FO,4.313,2015.5123,53.512329,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278I278IX2MR07A1,NYSDOT,1962,10/9/14,FO,4.817,2014.7699,52.769863,0
Kings,New York City (Pt.),HAMILTON AVE.RAMP 278IX,278I278IX2MR08C1,NYSDOT,1989,3/13/14,FO,5.408,2014.1945,25.194521,0
Kings,New York City (Pt.),.2 MI SE I278 + BKLYN BRG,278I278IX2MR1081,City,1956,1/4/16,FO,5,2016.0082,60.008197,0
Kings,New York City (Pt.),.4 MI SE I278+BKLYN BR,278I278IX2MR11A1,City,1956,1/29/16,FO,4.567,2016.0765,60.076503,0
Kings,New York City (Pt.),3.9 MI SW JCT I278 & I495,278I278IX2MR12B1,NYSDOT,1960,1/11/16,FO,6.028,2016.0273,56.027322,0
Kings,New York City (Pt.),1 MI SW JCT I278 & I495,278I278IX2MR15A1,NYSDOT,1973,6/24/15,N,4.324,2015.4767,42.476712,0
Kings,New York City (Pt.),1.3 MI SW JCT I278 & I495,278I278IX2MR15A1,NYSDOT,1959,6/18/14,FO,5.282,2014.4603,55.460274,0
Kings,New York City (Pt.),1 MI SW JCT I278 & I495,278I278IX2MR15B1,NYSDOT,1973,5/15/15,N,3.73,2015.3671,42.367123,0
Kings,New York City (Pt.),1.3 MI SW JCT I278 & I495,278I278IX2MR15D1,NYSDOT,1959,6/12/15,FO,5.444,2015.4438,56.443836,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278IX,NYSDOT,1963,7/13/15,N,4.764,2015.5288,52.528767,0
Kings,New York City (Pt.),JCT PROSPECT EXPY & I278,278IX,NYSDOT,1997,8/20/14,FO,6.211,2014.6329,17.632877,0
Kings,New York City (Pt.),AT FORT HAMILTON,3RD AVENUE,City,2000,6/1/15,FO,6.273,2015.4137,15.413699,0
Kings,New York City (Pt.),OVER GOWANUS CANAL,3RD STREET,City,1903,5/26/15,FO,4.722,2015.3973,112.39726,0
Kings,New York City (Pt.),1.2 MI SE 86 ST+SHORE PKY,4TH  AVENUE,City,1941,3/21/14,FO,4.763,2014.2164,73.216438,0
Kings,New York City (Pt.),AT BAY RIDGE,4TH AVENUE,City,1919,8/7/15,FO,5.486,2015.5973,96.59726,0
Kings,New York City (Pt.),.3 MI SE JCT I278+27,5 TH AVENUE,City,1955,4/22/14,FO,5.063,2014.3041,59.30411,0
Kings,New York City (Pt.),AT BOROUGH PARK,50TH STREET,City,1927,8/5/15,FO,4.731,2015.5918,88.591781,0
Kings,New York City (Pt.),AT BOROUGH PARK,52ND STREET,City,1906,10/1/14,FO,6.017,2014.7479,108.74795,0
Kings,New York City (Pt.),IN BOROUGH PARK,5TH AVENUE,City,1850,9/10/15,FO,5.333,2015.6904,165.69041,0
Kings,New York City (Pt.),AT BOROUGH PARK,60TH STREET,City,1907,9/1/15,FO,6,2015.6658,108.66575,0
Kings,New York City (Pt.),IN BAY RIDGE,65TH ST(W OF 5AV),NYSDOT,1962,10/28/15,FO,4.333,2015.8219,53.821918,0
Kings,New York City (Pt.),IN BAY RIDGE,65TH STREET,NYSDOT,1962,10/19/15,FO,5.015,2015.7973,53.79726,0
Kings,New York City (Pt.),AT NEW UTRECHT,65TH STREET,Transit Authority,1914,5/23/14,FO,5.132,2014.389,100.38904,0
Kings,New York City (Pt.),1.3MI NE JCT I278+BELT PY,79TH STREET,NYSDOT,1964,2/6/16,SD,4.625,2016.0984,52.098361,0
Kings,New York City (Pt.),AT BOROUGH PARK,7TH AVENUE,Transit Authority,1930,6/30/14,FO,6.042,2014.4932,84.493151,0
Kings,New York City (Pt.),.6 MI SE JCT I278+27,7Th AVENUE,NYSDOT,1958,2/24/14,FO,4.806,2014.1479,56.147945,0
Kings,New York City (Pt.),1.0MI NE JCT I278+BELT PY,86 TH STREET,NYSDOT,1964,1/15/16,FO,4.139,2016.0383,52.038251,0
Kings,New York City (Pt.),AT BENSONHURST,86TH STREET,Transit Authority,1995,6/4/14,FO,5.797,2014.4219,19.421918,0
Kings,New York City (Pt.),907C Over Paerdegat Basin,907C,City,2013,11/2/15,N,6.758,2015.8356,2.8356164,0
Kings,New York City (Pt.),907C Over Paedergat Basin,907C 907CX2M13132,City,2013,11/4/14,N,7,2014.8411,1.8410959,0
Kings,New York City (Pt.),2.2 MI SE 86ST&SHORE PKWY,907C 907CX2MR04A1,City,1941,6/4/15,FO,5.73,2015.4219,74.421918,0
Kings,New York City (Pt.),AT JCT I278 & BSHP,907C TO NARWS BR,MTA Tunnels and Bridges (aka TBTA),1961,7/3/14,FO,4.583,2014.5014,53.50137,0
Kings,New York City (Pt.),1.5 MI NE 86 ST+SHORE PKY,907C907CX2013000,NYSDOT,1963,8/12/15,FO,3.444,2015.611,52.610959,0
Kings,New York City (Pt.),.9 MI NE 86 ST+SHORE PKWY,907C907CX2M13011,City,1941,5/22/15,SD,6.905,2015.3863,74.386301,0
Kings,New York City (Pt.),JCT SHORE PK & OCEAN PKWY,907C907CX2M13076,City,2004,7/16/14,FO,6.448,2014.537,10.536986,0
Kings,New York City (Pt.),IN SHEEPSHEAD BAY,907C907CX2M13081,City,1942,4/23/14,FO,4.278,2014.3068,72.306849,0
Kings,New York City (Pt.),.9 MI E BELT PKY &OCN PKY,907C907CX2M13086,City,1942,3/25/14,SD,4.306,2014.2274,72.227397,0
Kings,New York City (Pt.),5.0 MI SW I678+BELT PKWY,907C907CX2M13149,City,2013,11/3/15,N,6.577,2015.8384,2.8383562,0
Kings,New York City (Pt.),3.3 MI SE 86 ST+SHORE PKY,907C907CX2M14055,City,1941,6/19/15,FO,4.533,2015.463,74.463014,0
Kings,New York City (Pt.),.5MI NW SHORE PKY+CROPSEY,907C907CX2M14061,City,1941,4/1/14,FO,4.6,2014.2466,73.246575,0
Kings,New York City (Pt.),.7 MI W SHORE PKY+OCEAN P,907C907CX2M14069,NYSDOT,1941,10/5/15,FO,3.238,2015.7589,74.758904,0
Kings,New York City (Pt.),.8MI E BELT PKY+OCEAN PKY,907C907CX2M14084,City,1942,4/1/14,SD,4.738,2014.2466,72.246575,0
Kings,New York City (Pt.),1.5MI E BELT PKY+OCEAN PY,907C907CX2M14091,City,1942,3/25/14,FO,4.264,2014.2274,72.227397,0
Kings,New York City (Pt.),2.9MI E BELT PKY+OCEAN PY,907C907CX2M14106,City,1939,8/10/15,SD,3.239,2015.6055,76.605479,0
Kings,New York City (Pt.),7.7 MI SW I678+BELT PKWY,907C907CX2M14122,City,1941,11/9/15,SD,3.209,2015.8548,74.854795,0
Kings,New York City (Pt.),5.6 MI SW I678+BELT PKWY,907C907CX2M14142,City,2012,11/5/14,N,7,2014.8438,2.8438356,0
Kings,New York City (Pt.),1.5 MI NE 86ST &SHORE PKY,907C907CX2MR05C,NYSDOT,1963,7/30/14,N,4.873,2014.5753,51.575342,0
Kings,New York City (Pt.),.3MI E BELT PKY+OCEAN PKY,907C907CX2MR07D1,City,1942,9/23/14,FO,6.778,2014.726,72.726027,0
Kings,New York City (Pt.),907CX HENDRIX AVE,907C907CZ2M13155,NYSDOT,1941,8/15/14,FO,4.563,2014.6192,73.619178,0
Kings,New York City (Pt.),.7MI NE JCT I278+BELT PKY,92 STREET,NYSDOT,1964,8/7/14,FO,4.5,2014.5973,50.59726,0
Kings,New York City (Pt.),IN BOROUGH PARK,9TH AVENUE,Transit Authority,1925,7/29/15,FO,4.667,2015.5726,90.572603,0
Kings,New York City (Pt.),IN BOROUGH PARK,9TH AVENUE,Transit Authority,1997,7/30/15,FO,5.736,2015.5753,18.575342,0
Kings,New York City (Pt.),AT VANDERVEER PARK,ALBANY AV & AV H,City,1906,8/31/15,FO,5.956,2015.663,109.66301,0
Kings,New York City (Pt.),IN EAST NEW YORK,ATL AVE SERVICE E,City,1935,7/28/15,FO,5.474,2015.5699,80.569863,0
Kings,New York City (Pt.),AT EAST NEW YORK,ATL AVE SERVICE W,City,1935,7/28/15,FO,5.105,2015.5699,80.569863,0
Kings,New York City (Pt.),IN EAST NEW YORK,ATLANTIC AVENUE,City,1942,10/3/15,FO,3.051,2015.7534,73.753425,0
Kings,New York City (Pt.),IN NEW UTRECHT,AVENUE O,Transit Authority,1995,8/10/15,FO,5.706,2015.6055,20.605479,0
Kings,New York City (Pt.),AT BENSONHURST,AVENUE P,Transit Authority,1999,8/10/15,FO,6.14,2015.6055,16.605479,0
Kings,New York City (Pt.),AT BENSONHURST,AVENUE S,Transit Authority,1997,6/26/15,FO,5.967,2015.4822,18.482192,0
Kings,New York City (Pt.),AT BENSONHURST,AVENUE T,Transit Authority,1997,6/26/15,FO,6,2015.4822,18.482192,0
Kings,New York City (Pt.),AT BENSONHURST,AVENUE U,Transit Authority,1995,6/20/14,FO,5.294,2014.4658,19.465753,0
Kings,New York City (Pt.),AT NEW UTRECHT,BAY PARKWAY,Transit Authority,1914,5/22/14,FO,4.658,2014.3863,100.3863,0
Kings,New York City (Pt.),1.5 MI NE JCT I278 & BELT,BAY RIDGE PARKWAY,NYSDOT,1964,2/26/16,FO,4.833,2016.153,52.153005,0
Kings,New York City (Pt.),AT FLATBUSH,BEDFORD AVENUE,City,1916,9/15/14,FO,5.097,2014.7041,98.70411,0
Kings,New York City (Pt.),3.0 MI SW JCT I278+I495,BEDFORD AVENUE,NYSDOT,1958,5/8/15,FO,5.125,2015.3479,57.347945,0
Kings,New York City (Pt.),AT KENSINGTON,BEVERLEY ROAD,Transit Authority,1907,6/11/15,SD,4.088,2015.4411,108.4411,0
Kings,New York City (Pt.),AT BROWNSVILLE,BLAKE AVENUE,City,1909,9/26/14,FO,4.927,2014.7342,105.73425,0
Kings,New York City (Pt.),ADJACENT TO YORK STREET,BQE WESTBOUND,City,1944,6/29/15,SD,4.071,2015.4904,71.490411,0
Kings,New York City (Pt.),2.5 MI SW JCT I278 + I495,BROADWAY,NYSDOT,1958,3/21/14,FO,4.306,2014.2164,56.216438,0
Kings,New York City (Pt.),AT FLATBUSH,BROOKLYN AVENUE,City,1908,8/4/15,FO,5.727,2015.589,107.58904,0
Kings,New York City (Pt.),BROOKLYN APPRCH-BRKLYN BR,BROOKLYN BR APP,City,1954,5/23/14,FO,4.344,2014.389,60.389041,0
Kings,New York City (Pt.),AT PARK SLOPE,CARLTON AVENUE,City,1907,7/24/15,N,6.694,2015.5589,108.5589,0
Kings,New York City (Pt.),OVER GOWANUS CANAL,CARROLL STREET,City,1889,9/22/15,FO,4.931,2015.7233,126.72329,0
Kings,New York City (Pt.),IN KENSINGTON,CATON AVENUE,Metropolitan Transportation Authority,1916,8/19/15,FO,4.842,2015.6301,99.630137,0
Kings,New York City (Pt.),1.8 MI SE JCT I278 + SH27,CATON AVENUE,NYSDOT,1961,2/2/16,FO,4.681,2016.0874,55.087432,0
Kings,New York City (Pt.),IN PROSPECT PARK,CENTRAL DRIVE,City,1930,4/30/15,N,5,2015.326,85.326027,0
Kings,New York City (Pt.),.2 MI W I278+BKLYN BR,COLUMBIA HEIGHTS,City,1948,8/7/14,FO,4.45,2014.5973,66.59726,0
Kings,New York City (Pt.),CONDUIT BVD & ATLANTIC AV,CONDUIT BLVD.,City,1940,10/10/14,FO,4.833,2014.7726,74.772603,0
Kings,New York City (Pt.),.4MI E BELT PKY+OCEAN PKY,CONEY ISLAND AVE,City,1942,10/9/15,FO,5.542,2015.7699,73.769863,0
Kings,New York City (Pt.),BETWEEN AVE H AND AVE I,CONEY ISLAND AVE.,City,1908,9/18/14,FO,5.043,2014.7123,106.71233,0
Kings,New York City (Pt.),1 MI SW JCT I278&BKLYN BR,CONGRESS STREET,City,1952,3/27/14,FO,6.029,2014.2329,62.232877,0
Kings,New York City (Pt.),AT KENSINGTON,CORTELYOU ROAD,Transit Authority,1907,8/17/15,FO,6.083,2015.6247,108.62466,0
Kings,New York City (Pt.),IN KENSINGTON,CROOKE AVENUE,Metropolitan Transportation Authority,1935,6/2/15,SD,4.316,2015.4164,80.416438,0
Kings,New York City (Pt.),JCT SHORE PKY+CROPSEY AVE,CROPSEY AVE,City,1941,7/10/14,FO,4.639,2014.5205,73.520548,0
Kings,New York City (Pt.),AT CONEY ISLAND,CROPSEY AVENUE,City,1930,6/26/15,FO,4.718,2015.4822,85.482192,0
Kings,New York City (Pt.),IN CONEY ISLAND,CROPSEY AVENUE SB,City,1930,6/26/15,FO,5,2015.4822,85.482192,0
Kings,New York City (Pt.),NEAR PROSPECT PARK,CROWN STREET,Transit Authority,1925,7/29/15,FO,5.069,2015.5726,90.572603,0
Kings,New York City (Pt.),"DITMAS AVE/NYCTA""B""LINE",DITMAS AVENUE,Transit Authority,1997,8/17/15,FO,5.723,2015.6247,18.624658,0
Kings,New York City (Pt.),KENSINGTON,DORCHESTER ROAD,City,1992,6/16/14,FO,5.863,2014.4548,22.454795,0
Kings,New York City (Pt.),.5MI E BELT PKY+OCEAN PKY,E 12TH ST,City,1942,7/7/14,FO,4.542,2014.5123,72.512329,0
Kings,New York City (Pt.),AT KENSINGSTON,EAST 14TH STREET,City,1908,9/17/14,FO,4.809,2014.7096,106.70959,0
Kings,New York City (Pt.),IN KENSINGTON,EAST 18TH STREET,Transit Authority,1907,8/19/15,FO,4.545,2015.6301,108.63014,0
Kings,New York City (Pt.),IN PROSPECT PARK,EAST DRIVE,City,1910,4/28/15,N,4.878,2015.3205,105.32055,0
Kings,New York City (Pt.),AT KENSINGTON,EAST THIRD STREET,City,1906,8/5/15,FO,6.517,2015.5918,109.59178,0
Kings,New York City (Pt.),NEAR PROSPECT PARK,EASTERN PARKWAY,Transit Authority,1917,6/27/14,FO,4.833,2014.4849,97.484932,0
Kings,New York City (Pt.),1.2 MI SE JCT I278+27,ELEVENTH AVENUE,NYSDOT,1959,1/22/16,FO,4.583,2016.0574,57.057377,0
Kings,New York City (Pt.),ERSKINE ST OVER SHORE PKY,ERSKINE STREET,City,2002,8/20/14,N,5.938,2014.6329,12.632877,0
Kings,New York City (Pt.),IN BOROUGH PARK,Eight Avenue,City,1912,7/9/15,FO,6.097,2015.5178,103.51781,0
Kings,New York City (Pt.),AT BOROUGH PARK,FIFTH AVENUE,City,1914,10/27/14,SD,3.882,2014.8192,100.81918,0
Kings,New York City (Pt.),8.4 MI SW I678+BELT PKWY,FLATBUSH AVENUE,City,1941,10/14/15,FO,6.088,2015.7836,74.783562,0
Kings,New York City (Pt.),NEAR PROSPECT PARK,FLATBUSH AVENUE,Transit Authority,1916,6/23/14,FO,4.961,2014.474,98.473973,0
Kings,New York City (Pt.),AT FLATBUSH,FLATBUSH AVENUE,City,1908,8/4/15,FO,4.651,2015.589,107.58904,0
Kings,New York City (Pt.),AT BOROUGH PARK,FORT HAMILTON,City,1984,6/19/14,FO,4.729,2014.463,30.463014,0
Kings,New York City (Pt.),IN KENSINGTON,FOSTER AVENUE,Transit Authority,1907,6/2/15,SD,4.283,2015.4164,108.41644,0
Kings,New York City (Pt.),AT BOROUGH PARK,FOURTH AVENUE,Transit Authority,1930,7/28/15,FO,6.25,2015.5699,85.569863,0
Kings,New York City (Pt.),1.2MI NE JCT I278+BELT PY,FT HAMILTON PKWY,NYSDOT,1964,2/6/16,FO,4.389,2016.0984,52.098361,0
Kings,New York City (Pt.),1.6 MI SE JCT I278+27,FT HAMILTON PKWY,NYSDOT,1961,6/9/15,FO,4.778,2015.4356,54.435616,0
Kings,New York City (Pt.),AT WOODHAVEN,GLENMORE AVENUE,City,1930,9/22/14,FO,6.456,2014.7233,84.723288,0
Kings,New York City (Pt.),2.4 MI SW JCT I278 + I495,GRAND STREET,NYSDOT,1957,2/27/14,FO,4.484,2014.1562,57.156164,0
Kings,New York City (Pt.),OVER NEWTOWN CREEK,GRAND STREET,City,1901,10/7/15,FO,4.014,2015.7644,114.76438,0
Kings,New York City (Pt.),2.4 MI SW JCT I278 & I495,GRAND STREET EXT,NYSDOT,1957,7/8/15,SD,3.969,2015.5151,58.515068,0
Kings,New York City (Pt.),OVER NEWTON CREEK,GREENPOINT AVENUE,City,1989,7/31/15,FO,5.083,2015.5781,26.578082,0
Kings,New York City (Pt.),Jct Prospect Expy & I287,Gowanus Ramp,NYSDOT,2012,10/1/14,FO,6.34,2014.7479,2.7479452,0
Kings,New York City (Pt.),UNDER I278 OVER GOWANUS C,HAMILTON AVENUE,City,1940,9/9/14,FO,5.472,2014.6877,74.687671,0
Kings,New York City (Pt.),UNDER I278 OVER GOWANUS C,HAMILTON AVENUE,City,1940,8/7/15,FO,5.361,2015.5973,75.59726,0
Kings,New York City (Pt.),4.5 MI SW 25+INTERBRO PKY,HIGHLAND BLVD E B,City,1937,2/22/16,FO,4.724,2016.1421,79.142077,0
