age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed
29,admin.,single,tertiary,no,-197,no,no,unknown,6,aug,47,1,-1,0,unknown,no
26,technician,single,secondary,no,276,yes,no,cellular,15,may,106,1,368,4,failure,no
31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,-1,0,unknown,no
41,services,married,secondary,no,1027,yes,no,unknown,2,jun,53,2,-1,0,unknown,no
39,services,married,secondary,no,8876,no,no,cellular,4,may,106,1,91,2,failure,no
34,blue-collar,single,secondary,no,68,yes,no,unknown,30,may,192,6,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,1284,yes,no,cellular,29,jan,246,2,-1,0,unknown,no
30,management,divorced,tertiary,no,726,yes,no,cellular,18,may,24,1,-1,0,unknown,no
38,services,married,secondary,no,-349,yes,no,cellular,20,apr,111,2,328,5,failure,no
60,retired,married,primary,no,115,no,no,cellular,11,aug,82,2,-1,0,unknown,no
53,technician,married,secondary,no,529,yes,no,cellular,28,jan,558,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,906,yes,yes,unknown,21,may,218,7,-1,0,unknown,no
31,technician,single,secondary,no,31868,no,no,telephone,14,aug,34,6,-1,0,unknown,no
44,blue-collar,married,primary,no,3057,yes,no,unknown,26,may,98,4,-1,0,unknown,no
53,blue-collar,married,primary,no,1715,yes,yes,unknown,27,may,27,1,-1,0,unknown,no
47,management,married,secondary,no,-1854,yes,yes,cellular,12,aug,388,2,-1,0,unknown,no
49,admin.,married,secondary,no,2,no,no,cellular,29,jul,246,4,-1,0,unknown,no
36,management,married,tertiary,no,85,no,no,cellular,19,aug,249,3,-1,0,unknown,no
44,self-employed,married,secondary,no,1310,yes,no,unknown,16,may,290,1,-1,0,unknown,no
39,management,single,secondary,no,36,no,no,cellular,29,aug,70,2,-1,0,unknown,no
58,unknown,married,primary,no,15,no,no,cellular,11,aug,57,2,-1,0,unknown,no
60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,failure,no
58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,-1,0,unknown,yes
33,admin.,single,secondary,no,92,no,no,cellular,18,jul,157,3,-1,0,unknown,no
37,blue-collar,married,primary,no,-107,yes,no,unknown,16,jun,25,1,-1,0,unknown,no
36,technician,married,secondary,no,23,yes,no,cellular,8,may,152,2,347,1,failure,no
53,management,married,tertiary,no,261,yes,no,telephone,14,may,154,2,336,2,failure,no
31,blue-collar,single,primary,no,71,yes,no,cellular,20,apr,185,3,336,6,failure,no
38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,82,2,152,1,failure,no
58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,-1,0,unknown,no
38,management,married,tertiary,no,655,no,no,cellular,3,feb,389,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,535,yes,no,cellular,8,may,121,1,343,3,failure,no
34,technician,single,tertiary,no,6529,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
28,services,single,tertiary,no,2474,yes,no,cellular,22,jul,262,1,-1,0,unknown,no
38,blue-collar,married,primary,no,-537,yes,no,unknown,2,jun,171,1,-1,0,unknown,no
30,technician,single,secondary,no,133,yes,no,cellular,29,jan,113,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,23,no,no,cellular,23,jul,56,1,-1,0,unknown,no
37,management,married,tertiary,no,0,yes,no,cellular,21,nov,227,1,-1,0,unknown,no
41,self-employed,married,tertiary,no,57,no,no,cellular,19,aug,61,5,-1,0,unknown,no
52,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,unknown,no
52,management,divorced,primary,no,11,no,no,cellular,6,feb,365,1,9,1,other,no
30,management,single,tertiary,no,685,no,no,cellular,5,aug,299,2,-1,0,unknown,no
28,management,single,tertiary,no,5549,no,no,cellular,28,jul,383,6,-1,0,unknown,no
35,technician,divorced,secondary,no,82,no,no,cellular,19,aug,152,3,-1,0,unknown,no
41,unemployed,divorced,primary,no,487,no,no,cellular,16,nov,163,1,200,1,failure,no
60,technician,married,secondary,no,955,no,no,cellular,18,aug,37,3,-1,0,unknown,no
56,admin.,married,secondary,no,0,yes,no,telephone,19,nov,154,2,-1,0,unknown,no
50,management,married,tertiary,no,830,no,no,unknown,2,jul,60,2,-1,0,unknown,no
20,student,single,unknown,no,457,no,no,cellular,16,jun,214,1,-1,0,unknown,no
38,management,married,tertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
30,services,married,secondary,no,-27,yes,no,cellular,18,jul,65,1,-1,0,unknown,no
50,admin.,married,secondary,no,858,no,no,cellular,9,jul,41,12,-1,0,unknown,no
33,technician,married,tertiary,no,40,yes,no,cellular,14,jul,110,3,-1,0,unknown,no
45,admin.,married,secondary,no,236,no,no,cellular,20,aug,703,2,-1,0,unknown,yes
44,housemaid,married,primary,no,1109,yes,yes,cellular,29,jul,176,4,-1,0,unknown,no
32,technician,married,tertiary,no,636,yes,no,cellular,28,aug,370,1,116,4,success,yes
47,services,married,secondary,no,4063,yes,yes,unknown,26,may,207,1,-1,0,unknown,no
27,management,single,secondary,no,843,no,no,cellular,12,jul,123,2,185,1,success,no
46,admin.,divorced,primary,no,50,yes,yes,cellular,23,jul,379,1,-1,0,unknown,no
55,housemaid,married,primary,no,1537,no,no,unknown,19,jun,359,1,-1,0,unknown,no
33,unemployed,single,tertiary,no,3805,yes,no,cellular,4,feb,72,1,-1,0,unknown,no
41,management,single,secondary,no,-277,yes,no,cellular,12,may,431,1,-1,0,unknown,no
34,technician,divorced,secondary,no,592,yes,no,cellular,7,may,67,3,-1,0,unknown,no
36,management,married,tertiary,no,530,no,no,unknown,20,jun,221,3,-1,0,unknown,no
29,services,single,secondary,no,1934,no,no,cellular,29,sep,271,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,1908,no,no,cellular,12,may,225,1,-1,0,unknown,no
40,self-employed,married,primary,no,42,no,no,cellular,11,jul,264,3,-1,0,unknown,no
51,management,married,tertiary,no,1421,yes,no,cellular,7,jul,152,5,-1,0,unknown,no
39,technician,married,tertiary,no,4765,yes,no,cellular,7,aug,108,2,-1,0,unknown,no
27,admin.,married,tertiary,no,2855,no,no,cellular,22,jul,138,2,178,4,success,yes
57,technician,married,secondary,no,629,yes,no,unknown,14,may,226,2,-1,0,unknown,no
47,services,married,primary,no,0,yes,no,cellular,4,aug,226,1,-1,0,unknown,no
42,technician,married,secondary,no,-887,no,no,unknown,2,jun,349,4,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,158,yes,no,cellular,11,may,242,1,-1,0,unknown,no
34,services,single,secondary,no,1758,yes,no,cellular,6,feb,14,8,-1,0,unknown,no
33,services,married,secondary,no,210,yes,yes,unknown,20,may,201,1,-1,0,unknown,no
55,self-employed,married,secondary,no,181,no,no,cellular,4,aug,68,1,-1,0,unknown,no
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes
44,services,married,secondary,no,361,yes,no,unknown,29,may,217,1,-1,0,unknown,no
38,blue-collar,married,primary,no,178,yes,no,unknown,20,may,245,1,-1,0,unknown,no
50,technician,divorced,secondary,no,380,yes,no,cellular,29,jan,492,1,-1,0,unknown,no
51,management,divorced,tertiary,no,323,yes,no,cellular,25,jul,356,9,-1,0,unknown,no
27,unemployed,single,secondary,no,0,no,yes,cellular,3,feb,392,2,-1,0,unknown,no
47,blue-collar,married,primary,no,373,yes,no,cellular,11,may,480,2,-1,0,unknown,no
57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,164,1,-1,0,unknown,no
22,admin.,single,secondary,no,118,yes,no,unknown,16,may,270,1,-1,0,unknown,no
46,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833,1,-1,0,unknown,yes
27,blue-collar,married,secondary,no,0,yes,no,cellular,17,jul,444,6,-1,0,unknown,no
50,management,married,tertiary,no,346,no,no,cellular,4,may,76,2,87,1,success,no
41,technician,married,secondary,no,525,yes,no,cellular,21,jul,108,1,-1,0,unknown,no
39,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,3,-1,0,unknown,yes
32,blue-collar,married,primary,no,103,no,no,cellular,23,jul,312,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,3122,yes,no,unknown,12,may,344,3,-1,0,unknown,no
53,services,married,unknown,no,164,no,no,cellular,29,jan,139,1,-1,0,unknown,no
53,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,-1,0,unknown,yes
34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,206,1,-1,0,unknown,no
34,management,single,tertiary,no,-322,no,no,unknown,9,may,198,1,-1,0,unknown,no
30,unemployed,single,tertiary,no,1622,no,no,cellular,19,nov,242,1,-1,0,unknown,no
18,student,single,secondary,no,156,no,no,cellular,4,nov,298,2,82,4,other,no
57,management,married,tertiary,no,1832,yes,no,cellular,2,nov,131,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,-1400,yes,no,unknown,16,may,172,4,-1,0,unknown,no
47,admin.,married,secondary,no,2152,no,no,cellular,2,feb,138,1,-1,0,unknown,no
38,technician,married,secondary,no,1478,no,no,cellular,12,aug,926,4,-1,0,unknown,yes
27,management,single,tertiary,no,0,yes,no,cellular,5,feb,196,1,-1,0,unknown,no
50,management,divorced,tertiary,no,405,no,no,cellular,2,jul,146,1,91,6,failure,no
37,self-employed,single,secondary,no,349,yes,yes,cellular,2,feb,165,1,-1,0,unknown,no
35,technician,single,tertiary,no,755,no,no,cellular,14,aug,125,2,-1,0,unknown,no
43,management,married,tertiary,no,704,no,no,cellular,18,jul,116,1,-1,0,unknown,no
37,self-employed,divorced,secondary,no,3467,no,no,unknown,9,jun,185,2,-1,0,unknown,no
40,blue-collar,single,primary,no,397,no,no,unknown,9,jun,163,1,-1,0,unknown,no
57,unemployed,married,unknown,no,288,no,no,cellular,9,feb,42,3,-1,0,unknown,no
55,services,divorced,primary,no,96,yes,yes,unknown,5,may,311,2,-1,0,unknown,no
59,admin.,divorced,secondary,no,-41,yes,yes,unknown,20,may,171,1,-1,0,unknown,no
59,retired,married,secondary,no,2291,no,yes,cellular,14,jul,127,3,-1,0,unknown,no
50,technician,divorced,tertiary,no,261,no,no,unknown,20,jun,155,1,-1,0,unknown,no
31,services,divorced,unknown,no,0,no,yes,cellular,9,jul,138,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,1001,yes,no,unknown,7,may,201,4,-1,0,unknown,no
42,management,married,tertiary,yes,0,yes,no,cellular,4,feb,358,2,-1,0,unknown,no
29,services,single,secondary,no,209,yes,no,cellular,28,jul,487,7,-1,0,unknown,no
60,housemaid,married,secondary,no,681,no,yes,cellular,9,jul,337,1,-1,0,unknown,no
35,blue-collar,married,primary,no,11,yes,no,unknown,13,may,326,4,-1,0,unknown,no
34,management,single,tertiary,no,747,no,no,cellular,31,aug,72,2,98,1,failure,no
56,blue-collar,married,secondary,no,659,yes,no,cellular,29,jul,64,3,-1,0,unknown,no
44,entrepreneur,married,primary,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
33,management,single,tertiary,no,224,no,no,cellular,23,jun,342,2,107,2,success,yes
60,retired,married,secondary,no,374,no,no,cellular,19,aug,276,2,-1,0,unknown,no
26,admin.,single,secondary,no,141,yes,no,cellular,18,may,19,4,349,6,other,no
42,management,divorced,tertiary,no,742,yes,no,unknown,5,may,58,3,-1,0,unknown,no
49,blue-collar,married,primary,no,1798,yes,yes,telephone,18,aug,209,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes
31,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,113,2,345,1,other,no
59,retired,married,primary,no,2632,no,no,cellular,3,jun,123,1,-1,0,unknown,no
31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,112,1,180,2,failure,no
46,entrepreneur,married,tertiary,no,4726,yes,no,cellular,8,apr,405,1,-1,0,unknown,no
46,self-employed,married,tertiary,no,137,yes,yes,unknown,5,may,246,1,-1,0,unknown,no
39,management,single,tertiary,no,1092,no,no,cellular,26,aug,205,7,-1,0,unknown,no
30,technician,single,secondary,no,592,yes,no,cellular,15,may,353,1,-1,0,unknown,no
60,blue-collar,married,primary,no,38,yes,no,cellular,15,may,109,11,373,1,other,no
38,entrepreneur,single,secondary,no,2543,no,no,cellular,10,aug,223,1,414,4,failure,yes
35,technician,single,secondary,no,183,no,no,cellular,24,apr,78,2,-1,0,unknown,no
37,blue-collar,married,primary,no,310,yes,no,unknown,7,may,474,1,-1,0,unknown,no
27,technician,married,secondary,no,512,yes,no,unknown,19,may,128,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no
43,blue-collar,married,primary,no,-67,yes,no,telephone,15,may,137,7,371,1,failure,no
54,technician,married,secondary,no,2225,no,yes,cellular,13,aug,73,2,-1,0,unknown,no
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
52,blue-collar,married,primary,no,796,no,no,cellular,22,aug,150,2,-1,0,unknown,no
30,management,single,secondary,no,161,yes,no,cellular,20,apr,397,3,-1,0,unknown,no
37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,350,2,112,3,failure,yes
33,technician,married,secondary,yes,72,yes,no,unknown,6,may,623,1,-1,0,unknown,no
31,services,married,secondary,no,1129,yes,no,unknown,9,may,231,2,-1,0,unknown,no
48,services,married,secondary,no,74,no,no,cellular,2,feb,201,1,-1,0,unknown,no
32,blue-collar,married,primary,no,0,yes,yes,cellular,8,may,82,2,361,4,failure,no
57,technician,married,primary,no,1276,yes,no,cellular,30,jan,44,1,200,4,failure,no
31,management,married,tertiary,no,451,yes,no,cellular,5,may,67,1,-1,0,unknown,no
53,management,married,tertiary,no,0,yes,no,cellular,9,jul,296,1,-1,0,unknown,no
22,blue-collar,single,secondary,no,-7,yes,no,cellular,17,apr,84,1,343,1,other,no
32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown,yes
28,blue-collar,single,primary,no,551,no,no,cellular,4,may,264,3,-1,0,unknown,no
28,management,single,tertiary,no,231,yes,yes,cellular,25,jul,568,2,-1,0,unknown,no
42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,-1,0,unknown,yes
44,technician,married,secondary,no,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,no
58,retired,married,primary,no,3401,yes,no,cellular,3,feb,84,3,265,2,failure,no
36,entrepreneur,married,secondary,no,24,yes,no,cellular,20,apr,88,1,154,2,failure,no
28,services,married,secondary,no,15,yes,no,cellular,7,may,182,2,356,1,failure,no
47,technician,married,secondary,no,44,no,no,unknown,20,jun,15,3,-1,0,unknown,no
37,technician,single,secondary,no,1012,yes,no,cellular,20,apr,218,4,-1,0,unknown,no
35,services,married,secondary,no,457,yes,no,cellular,17,apr,69,1,322,2,failure,no
58,blue-collar,married,primary,no,99,yes,no,unknown,20,may,215,3,-1,0,unknown,no
46,management,married,tertiary,no,716,yes,yes,cellular,8,may,557,1,172,1,failure,no
33,blue-collar,single,secondary,no,329,no,no,cellular,6,sep,224,1,145,2,other,yes
50,unemployed,married,secondary,no,36221,no,no,cellular,21,nov,13,2,-1,0,unknown,no
40,management,married,tertiary,no,710,yes,no,cellular,5,may,266,1,298,2,failure,no
38,technician,married,secondary,no,1931,no,no,cellular,2,jun,167,1,298,10,other,no
31,blue-collar,married,secondary,no,382,yes,no,cellular,16,apr,198,2,-1,0,unknown,no
33,retired,married,secondary,no,165,no,no,unknown,7,may,111,1,-1,0,unknown,no
36,services,single,secondary,no,174,yes,no,unknown,7,may,223,2,-1,0,unknown,no
36,blue-collar,married,primary,no,0,yes,no,cellular,8,may,108,2,367,2,failure,no
33,technician,married,secondary,no,2666,no,no,cellular,19,aug,117,3,-1,0,unknown,no
30,technician,single,secondary,no,768,no,yes,unknown,14,may,749,2,-1,0,unknown,no
44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,983,4,-1,0,unknown,yes
42,housemaid,married,primary,no,4279,yes,no,cellular,22,jul,98,1,-1,0,unknown,no
55,management,married,tertiary,no,0,no,no,cellular,6,aug,341,2,-1,0,unknown,no
50,technician,married,primary,no,570,no,no,unknown,20,jun,21,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,123,yes,no,unknown,6,jun,165,3,-1,0,unknown,no
60,technician,married,tertiary,no,6573,yes,no,cellular,6,nov,126,2,87,2,failure,no
44,blue-collar,married,secondary,no,8666,no,no,telephone,6,apr,172,1,-1,0,unknown,no
32,blue-collar,married,primary,no,268,yes,yes,cellular,18,may,189,1,-1,0,unknown,no
31,services,married,secondary,no,283,yes,no,cellular,19,nov,214,2,-1,0,unknown,no
33,technician,single,tertiary,no,3827,no,no,cellular,20,nov,359,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,no
29,admin.,married,secondary,no,73,yes,no,cellular,16,jul,252,2,-1,0,unknown,no
53,technician,married,secondary,no,2647,yes,no,unknown,30,may,121,1,-1,0,unknown,no
59,retired,married,primary,no,-90,no,yes,telephone,15,jul,41,5,-1,0,unknown,no
60,housemaid,married,primary,no,211,no,no,cellular,26,feb,480,2,189,1,failure,no
35,technician,married,secondary,no,0,no,no,cellular,1,apr,295,1,303,1,other,no
58,housemaid,married,primary,no,2348,no,no,unknown,9,jun,226,1,-1,0,unknown,no
40,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no
30,management,single,tertiary,no,20580,yes,no,cellular,21,nov,116,2,-1,0,unknown,no
33,services,married,secondary,no,1553,yes,no,unknown,27,may,492,8,-1,0,unknown,no
35,unemployed,married,secondary,no,759,no,no,cellular,19,nov,556,3,-1,0,unknown,no
41,services,married,primary,no,812,yes,yes,cellular,29,jul,117,3,-1,0,unknown,no
52,technician,divorced,secondary,no,2816,no,no,unknown,20,jun,492,3,-1,0,unknown,no
35,blue-collar,single,primary,no,246,no,no,cellular,14,may,157,2,345,5,failure,no
35,services,married,tertiary,no,1359,no,no,unknown,17,jun,585,2,-1,0,unknown,no
27,services,divorced,secondary,no,96,yes,no,unknown,8,may,31,1,-1,0,unknown,no
46,technician,married,secondary,no,5681,no,no,telephone,31,jul,43,5,-1,0,unknown,no
33,entrepreneur,married,tertiary,no,606,yes,no,cellular,2,feb,194,1,-1,0,unknown,no
25,services,single,secondary,no,5533,yes,no,cellular,28,jul,50,4,-1,0,unknown,no
48,blue-collar,married,secondary,no,741,yes,no,cellular,16,apr,227,1,-1,0,unknown,no
59,self-employed,married,tertiary,no,34247,yes,no,cellular,17,nov,66,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,323,no,no,unknown,30,jun,385,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,898,no,no,telephone,30,jul,641,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,853,yes,no,unknown,9,may,177,2,-1,0,unknown,no
67,retired,married,tertiary,no,2812,no,no,cellular,6,aug,190,1,-1,0,unknown,no
38,self-employed,married,secondary,no,290,yes,no,cellular,2,feb,123,1,258,1,failure,no
28,technician,single,tertiary,no,-214,yes,no,cellular,29,jan,228,2,262,3,failure,no
41,services,married,secondary,no,650,yes,no,cellular,7,jul,149,5,-1,0,unknown,no
52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,-1,0,unknown,no
38,admin.,married,secondary,no,1933,yes,no,cellular,16,apr,622,1,-1,0,unknown,no
42,admin.,married,tertiary,no,1536,no,no,cellular,5,feb,132,1,182,3,success,no
45,management,married,secondary,yes,237,yes,no,cellular,21,nov,526,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,203,yes,no,telephone,19,nov,265,1,127,4,other,no
35,blue-collar,married,primary,no,298,yes,no,cellular,13,may,135,2,370,2,failure,no
41,entrepreneur,married,tertiary,no,367,no,yes,cellular,9,feb,13,5,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,1961,no,no,cellular,15,dec,351,1,-1,0,unknown,yes
31,technician,single,tertiary,no,375,yes,no,unknown,9,may,207,1,-1,0,unknown,no
49,blue-collar,married,primary,no,1898,no,no,cellular,21,aug,159,1,-1,0,unknown,no
52,technician,married,secondary,no,0,yes,no,cellular,1,jun,144,1,83,1,failure,no
34,blue-collar,single,unknown,no,484,no,no,cellular,8,oct,90,1,-1,0,unknown,no
34,services,married,secondary,no,80,no,yes,cellular,10,jul,240,1,-1,0,unknown,no
31,technician,married,secondary,no,1263,yes,no,cellular,20,nov,364,1,-1,0,unknown,no
46,blue-collar,married,secondary,yes,-319,no,yes,cellular,10,jul,502,2,-1,0,unknown,no
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,-1,0,unknown,yes
58,blue-collar,married,secondary,no,6004,yes,no,cellular,13,may,133,1,274,6,failure,no
29,blue-collar,married,primary,yes,-303,yes,yes,unknown,4,jun,298,3,-1,0,unknown,no
44,technician,married,tertiary,no,1454,no,no,unknown,11,jun,156,2,-1,0,unknown,no
53,blue-collar,married,primary,yes,-462,no,no,cellular,29,jan,470,1,-1,0,unknown,yes
46,housemaid,married,secondary,no,1000,no,no,cellular,18,aug,96,11,-1,0,unknown,no
29,admin.,single,secondary,no,305,yes,no,cellular,18,may,18,4,304,1,failure,no
35,management,single,secondary,no,356,yes,no,cellular,11,may,7,5,171,12,failure,no
29,services,single,secondary,no,-527,yes,yes,unknown,4,jun,250,1,-1,0,unknown,no
50,blue-collar,divorced,secondary,no,571,yes,no,unknown,2,jun,88,4,-1,0,unknown,no
54,admin.,married,secondary,no,3729,no,yes,cellular,18,nov,597,2,116,1,other,no
26,management,single,tertiary,no,4116,yes,no,cellular,5,may,301,1,-1,0,unknown,no
57,blue-collar,married,unknown,no,807,yes,no,unknown,6,may,211,2,-1,0,unknown,no
29,unemployed,married,secondary,no,687,no,no,cellular,8,oct,309,2,88,6,other,no
26,housemaid,married,secondary,no,13,yes,no,cellular,7,may,132,2,293,1,other,no
54,technician,single,secondary,no,473,yes,no,cellular,18,aug,134,6,-1,0,unknown,no
28,technician,single,tertiary,no,0,yes,no,unknown,4,jun,205,6,-1,0,unknown,no
36,blue-collar,married,secondary,no,70,yes,no,unknown,6,jun,100,2,-1,0,unknown,no
29,management,married,tertiary,no,451,no,no,cellular,28,jan,451,1,-1,0,unknown,no
29,technician,single,tertiary,no,2998,no,no,unknown,2,jun,479,3,-1,0,unknown,no
45,blue-collar,divorced,primary,no,594,yes,no,unknown,29,may,833,2,-1,0,unknown,yes
75,retired,divorced,secondary,no,1341,no,no,cellular,18,dec,415,7,-1,0,unknown,yes
29,blue-collar,married,secondary,no,2378,yes,yes,cellular,20,apr,239,1,276,6,failure,no
75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
27,unemployed,single,primary,no,1088,no,no,cellular,3,feb,201,1,-1,0,unknown,no
59,retired,divorced,primary,no,681,no,yes,unknown,18,jun,376,7,-1,0,unknown,no
33,services,divorced,secondary,no,437,yes,no,cellular,15,jul,184,2,-1,0,unknown,no
28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
41,technician,married,secondary,no,-274,yes,no,unknown,27,may,182,3,-1,0,unknown,no
37,services,married,primary,no,0,yes,yes,unknown,12,jun,137,1,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,595,yes,no,cellular,7,may,245,3,-1,0,unknown,no
44,blue-collar,married,primary,no,148,yes,no,unknown,6,may,211,1,-1,0,unknown,no
34,admin.,divorced,secondary,no,627,yes,no,unknown,7,may,283,2,-1,0,unknown,no
26,services,single,secondary,no,2047,yes,no,cellular,15,may,457,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,489,yes,no,unknown,2,jun,24,1,-1,0,unknown,no
39,technician,single,secondary,no,1048,yes,yes,cellular,8,apr,201,2,-1,0,unknown,no
46,unemployed,single,tertiary,no,44,no,no,cellular,14,aug,225,1,-1,0,unknown,yes
33,management,divorced,tertiary,no,802,no,no,cellular,6,feb,401,1,-1,0,unknown,no
27,student,single,secondary,no,568,yes,no,cellular,18,may,28,6,-1,0,unknown,no
31,blue-collar,married,primary,no,292,yes,yes,unknown,30,may,30,18,-1,0,unknown,no
48,management,married,tertiary,no,1733,no,no,unknown,5,jun,318,3,-1,0,unknown,no
44,blue-collar,married,primary,no,194,yes,no,unknown,28,may,105,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,1074,no,no,cellular,2,feb,153,1,-1,0,unknown,no
43,blue-collar,married,primary,no,223,yes,no,cellular,4,feb,112,2,204,2,other,no
27,blue-collar,married,secondary,no,411,yes,yes,unknown,27,may,123,1,-1,0,unknown,no
38,admin.,married,secondary,no,1767,yes,no,cellular,12,nov,893,7,-1,0,unknown,yes
38,management,married,tertiary,no,980,no,no,unknown,3,jun,662,5,-1,0,unknown,no
36,admin.,married,secondary,no,286,yes,no,cellular,22,jul,167,9,-1,0,unknown,no
50,management,married,tertiary,no,135,no,no,cellular,25,aug,162,4,-1,0,unknown,no
54,unknown,married,secondary,no,2206,no,no,cellular,12,nov,104,1,99,2,other,yes
48,blue-collar,married,secondary,yes,0,yes,yes,cellular,7,may,275,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,-27,no,no,unknown,4,jul,96,2,-1,0,unknown,no
45,management,married,tertiary,no,786,no,no,cellular,10,sep,84,3,-1,0,unknown,yes
59,entrepreneur,divorced,unknown,no,0,no,no,unknown,17,jun,956,2,-1,0,unknown,no
49,blue-collar,single,primary,no,1164,yes,no,unknown,8,may,72,1,-1,0,unknown,no
30,services,married,unknown,no,840,no,no,cellular,29,jan,163,2,-1,0,unknown,no
36,housemaid,single,primary,no,207,no,no,unknown,20,jun,1478,5,-1,0,unknown,no
29,admin.,married,secondary,no,1937,no,no,unknown,25,aug,6,1,-1,0,unknown,no
39,admin.,single,secondary,no,782,yes,no,cellular,20,nov,162,3,-1,0,unknown,no
32,services,married,secondary,no,264,yes,yes,cellular,19,nov,1502,1,-1,0,unknown,yes
36,blue-collar,married,primary,no,679,yes,yes,cellular,13,may,115,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,3,no,no,cellular,22,jul,115,1,-1,0,unknown,no
49,technician,married,tertiary,no,-129,yes,no,cellular,8,may,240,1,-1,0,unknown,no
31,services,married,secondary,no,78,yes,yes,cellular,14,jul,97,2,-1,0,unknown,no
43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown,no
44,entrepreneur,divorced,tertiary,no,134,yes,no,cellular,12,may,78,5,-1,0,unknown,no
53,retired,married,secondary,no,1004,yes,no,unknown,29,may,155,1,-1,0,unknown,no
45,technician,married,secondary,no,0,yes,no,cellular,7,dec,344,1,-1,0,unknown,yes
46,housemaid,divorced,primary,no,148,no,no,unknown,19,jun,166,1,-1,0,unknown,no
31,management,single,tertiary,no,596,no,no,cellular,17,dec,184,6,196,2,failure,no
60,housemaid,divorced,tertiary,no,662,no,no,unknown,20,jun,241,4,-1,0,unknown,no
54,self-employed,married,unknown,no,204,no,no,cellular,27,aug,231,5,-1,0,unknown,no
29,management,single,tertiary,no,11968,yes,no,cellular,20,apr,241,2,-1,0,unknown,no
49,management,divorced,secondary,no,613,no,yes,cellular,28,jan,301,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,216,yes,no,unknown,9,may,128,1,-1,0,unknown,no
49,retired,married,secondary,no,993,yes,yes,cellular,8,may,199,1,301,2,other,no
45,entrepreneur,married,tertiary,no,0,yes,no,unknown,20,jun,50,2,-1,0,unknown,no
31,admin.,divorced,secondary,no,1890,yes,no,cellular,21,jul,588,1,-1,0,unknown,no
47,housemaid,divorced,primary,no,617,no,no,telephone,29,jul,119,7,-1,0,unknown,no
