Ticket ID,Issue Type,Issue Description,Case Owner,Case Owner Description,Street Address,City,State / Province,Zip / Postal Code,Neighborhood / District / Ward / etc.,Created Year Month,Ticket Created Date / Time,Ticket Last Updated Date / Time,Ticket Closed Date / Time,Ticket Status,X Coordinate,Y Coordinate,Latitude,Longitude,Location Geo. Coded,Method Received,Goal Days,Actual Completed Days
17-10364458,TREE REMOVAL (RAAM),,RAAM-27-93,RAAM-27-93,19500 W LAKE DR,Miami_Dade_County,Florida,33015,District 1,20179,09/13/2017 02:20:48 PM,09/13/2017 02:20:48 PM,,OPEN,878372.5,588437.06,25.95095,-80.323762,"19500 W LAKE DR
MIAMI, Florida 33015
(25.95095, -80.323762)",PHONE,30,
17-10364459,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,23004 SW 107TH PL,Miami_Dade_County,Florida,33170,District 8,20179,09/13/2017 02:20:49 PM,09/13/2017 02:21:01 PM,,OPEN,865487.302,443923.361,25.553529,-80.365091,"23004 SW 107TH PL
MIAMI, Florida 33170
(25.553529, -80.365091)",PHONE,30,
17-10364461,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,6540 NW 171ST ST,Miami_Dade_County,Florida,33015,District 1,20179,09/13/2017 02:21:30 PM,09/14/2017 06:19:11 PM,09/14/2017 06:19:11 PM,CLOSED,883565.873,580518.685,25.929091,-80.308085,"6540 NW 171ST ST
MIAMI, Florida 33015
(25.929091, -80.308085)",PHONE,10,1
17-10364464,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 88TH ST & SW 123RD CT,Miami_Dade_County,Florida,33186,District 7,20179,09/13/2017 02:21:38 PM,09/13/2017 02:21:38 PM,,OPEN,855110.66,492029.107,25.686018,-80.395899,"SW 88TH ST &amp; SW 123RD CT
MIAMI, Florida 33186
(25.686018, -80.395899)",PHONE,10,
17-10364463,DRAIN CLOGGED / CLEANING,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,20009 NW 62ND AVE,Miami_Dade_County,Florida,33015,District 1,20179,09/13/2017 02:21:38 PM,09/13/2017 02:37:52 PM,,LOCKED,885345.186,589575.625,25.953982,-80.302525,"20009 NW 62ND AVE
MIAMI, Florida 33015
(25.953982, -80.302525)",PHONE,40,
17-10364465,RECYCLING BLUE CART ISSUES,,Waste_Management,Waste_Management,17827 SW 152ND PL,Miami_Dade_County,Florida,33187,District 9,20179,09/13/2017 02:22:16 PM,09/13/2017 02:23:11 PM,,OPEN,840971.375,461038.814,25.600924,-80.43923,"17827 SW 152ND PL
MIAMI, Florida 33187
(25.600924, -80.43923)",PHONE,10,
17-10364466,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,10521 SW 48TH ST,Miami_Dade_County,Florida,33165,District 10,20179,09/13/2017 02:22:43 PM,09/13/2017 02:32:53 PM,,LOCKED,864895.749,505537.562,25.723058,-80.36599,"10521 SW 48TH ST
MIAMI, Florida 33165
(25.723058, -80.36599)",PHONE,10,
17-10364471,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,9111 SW 157TH AVENUE RD,Miami_Dade_County,Florida,33196,District 11,20179,09/13/2017 02:27:05 PM,09/13/2017 02:27:53 PM,,OPEN,838414.315,490299.061,25.681459,-80.446618,"9111 SW 157TH AVENUE RD
MIAMI, Florida 33196
(25.681459, -80.446618)",PHONE,10,
17-10364472,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,2620 SW 103RD CT,Miami_Dade_County,Florida,33165,District 10,20179,09/13/2017 02:27:27 PM,09/13/2017 02:27:27 PM,,OPEN,865864.802,513510.534,25.744981,-80.36293,"2620 SW 103RD CT
MIAMI, Florida 33165
(25.744981, -80.36293)",PHONE,10,
17-10364473,PIT BULL INVESTIGATION,,Animal_Services,Animal Services,2874 NW 204TH ST,City_of_Miami_Gardens,Florida,33056,District 1,20179,09/13/2017 02:27:31 PM,09/13/2017 02:27:31 PM,,OPEN,902992.624,591536.998,25.959109,-80.248787,"2874 NW 204TH ST
MIAMI, Florida 33056
(25.959109, -80.248787)",PHONE,30,
17-10364474,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,2398 NW 207TH ST,City_of_Miami_Gardens,Florida,33056,District 1,20179,09/13/2017 02:27:33 PM,09/13/2017 06:28:00 PM,,LOCKED,905184.402,593444.413,25.964322,-80.242083,"2398 NW 207TH ST
MIAMI, Florida 33056
(25.964322, -80.242083)",WEB,2,
17-10364476,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 112TH AVE & SW 168TH ST,Miami_Dade_County,Florida,33157,District 9,20179,09/13/2017 02:28:25 PM,09/13/2017 02:28:25 PM,,OPEN,862549.372,465459.841,25.612822,-80.373694,"SW 112TH AVE &amp; SW 168TH ST
MIAMI, Florida 33157
(25.612822, -80.373694)",PHONE,10,
17-10364477,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 22ND AVE & SW 17TH TER,City_of_Miami,Florida,33145,District 5,20179,09/13/2017 02:28:59 PM,09/13/2017 02:28:59 PM,,OPEN,909493.935,517655.686,25.755745,-80.230319,"SW 22ND AVE &amp; SW 17TH TER
MIAMI, Florida 33145
(25.755745, -80.230319)",EMAIL,10,
17-10364479,TRAFFIC SIGN DOWN DAMAGED FADED MISSING (OTHER THAN CONTROL SIGN),,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,2700 NW 207TH ST,City_of_Miami_Gardens,Florida,33056,District 1,20179,09/13/2017 02:29:16 PM,09/13/2017 06:27:59 PM,,LOCKED,903662.307,593423.281,25.964288,-80.246716,"2700 NW 207TH ST
MIAMI, Florida 33056
(25.964288, -80.246716)",WEB,45,
17-10364480,SIDEWALK BROKEN / RAISED,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,SW 112TH AVE & SW 168TH ST,Miami_Dade_County,Florida,33157,District 9,20179,09/13/2017 02:30:00 PM,09/13/2017 02:40:52 PM,,LOCKED,862549.372,465459.841,25.612822,-80.373694,"SW 112TH AVE &amp; SW 168TH ST
MIAMI, Florida 33157
(25.612822, -80.373694)",PHONE,30,
17-10364481,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,12360 SW 185TH TER,Miami_Dade_County,Florida,33177,District 9,20179,09/13/2017 02:30:38 PM,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,CLOSED,856342.625,459161.814,25.595573,-80.392616,"12360 SW 185TH TER
MIAMI, Florida 33177
(25.595573, -80.392616)",PHONE,10,2
17-10364482,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,7160 SW 64TH ST,Miami_Dade_County,Florida,33143,District 7,20179,09/13/2017 02:30:46 PM,09/13/2017 02:40:51 PM,,LOCKED,883513.501,501112.767,25.710627,-80.309513,"7160 SW 64TH ST
MIAMI, Florida 33143
(25.710627, -80.309513)",PHONE,10,
17-10364484,DEAD ANIMAL PICKUP MD,,Animal_Services,Animal Services,15725 SW 87TH CT,City_of_Palmetto_Bay,Florida,33157,District 8,20179,09/13/2017 02:33:03 PM,09/14/2017 01:15:20 PM,09/14/2017 01:15:20 PM,CLOSED,875584.623,469607.435,25.624058,-80.334074,"15725 SW 87TH CT
MIAMI, Florida 33157
(25.624058, -80.334074)",PHONE,4,1
17-10364485,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 189TH ST & SW 113TH PL,Miami_Dade_County,Florida,33157,District 9,20179,09/13/2017 02:33:08 PM,09/13/2017 02:33:08 PM,,OPEN,861690.998,457968.628,25.592222,-80.376405,"SW 189TH ST &amp; SW 113TH PL
MIAMI, Florida 33157
(25.592222, -80.376405)",PHONE,10,
17-10364486,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,111 NW 1ST ST,City_of_Miami,Florida,33128,District 5,20179,09/13/2017 02:33:31 PM,09/14/2017 08:49:09 AM,09/14/2017 08:49:09 AM,CLOSED,920525.966,524938.24,25.7756,-80.196668,"111 NW 1ST ST
MIAMI, Florida 33128
(25.7756, -80.196668)",WEB,30,1
17-10364490,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 120TH AVE & SW 102ND ST,Miami_Dade_County,Florida,33186,District 7,20179,09/13/2017 02:35:30 PM,09/13/2017 02:35:30 PM,,OPEN,857014.187,487505.184,25.673547,-80.390182,"SW 120TH AVE &amp; SW 102ND ST
MIAMI, Florida 33186
(25.673547, -80.390182)",PHONE,10,
17-10364493,RECYCLING BLUE CART ISSUES,,Waste_Management,Waste_Management,8096 NW 4TH AVE,Miami_Dade_County,Florida,33150,District 2,20179,09/13/2017 02:36:27 PM,09/13/2017 02:38:22 PM,,OPEN,918076.56,551417.499,25.84849,-80.203624,"8096 NW 4TH AVE
MIAMI, Florida 33150
(25.84849, -80.203624)",PHONE,10,
17-10364494,RECYCLING BLUE CART ISSUES,,Waste_Management,Waste_Management,12360 SW 185TH TER,Miami_Dade_County,Florida,33177,District 9,20179,09/13/2017 02:36:41 PM,09/13/2017 02:36:41 PM,,OPEN,856342.625,459161.814,25.595573,-80.392616,"12360 SW 185TH TER
MIAMI, Florida 33177
(25.595573, -80.392616)",PHONE,10,
17-10364495,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,11300 SW 47TH ST,Miami_Dade_County,Florida,33165,District 10,20179,09/13/2017 02:37:15 PM,09/13/2017 02:37:15 PM,,OPEN,860910.186,505688.093,25.723524,-80.378094,"11300 SW 47TH ST
MIAMI, Florida 33165
(25.723524, -80.378094)",PHONE,10,
17-10364496,TRAFFIC SIGNAL ONE OR MORE (HEAD(S)) TWISTED OR DAMAGED,,Public_Works_traffic_Signals_And_Signs-15-60,Public_Works_traffic_Signals_And_Signs-15-60,1700 TIGERTAIL AVE,City_of_Miami,Florida,33133,District 7,20179,09/13/2017 02:38:32 PM,09/14/2017 12:00:00 AM,09/14/2017 12:00:00 AM,CLOSED,912377.213,512716.724,25.742111,-80.221648,"1700 TIGERTAIL AVE
MIAMI, Florida 33133
(25.742111, -80.221648)",PHONE,7,1
17-10364497,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,6065 SW 116TH ST,City_of_Pinecrest,Florida,33156,District 7,20179,09/13/2017 02:38:36 PM,09/15/2017 04:04:20 PM,,LOCKED,889357.685,484239.405,25.664119,-80.292039,"6065 SW 116TH ST
MIAMI, Florida 33156
(25.664119, -80.292039)",PHONE,10,
17-10364500,MOSQUITO INSPECTION REQUEST,,Waste_Management,Waste_Management,19770 SW 136TH AVE,Miami_Dade_County,Florida,33177,District 8,20179,09/13/2017 02:39:46 PM,09/13/2017 02:49:51 PM,,LOCKED,849814.439,454475.316,25.58276,-80.412486,"19770 SW 136TH AVE
MIAMI, Florida 33177
(25.58276, -80.412486)",PHONE,2,
17-10364502,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 120TH AVE & SW 94TH TER,Miami_Dade_County,Florida,33186,District 7,20179,09/13/2017 02:39:54 PM,09/13/2017 02:40:00 PM,,OPEN,856912.749,489990.062,25.680385,-80.390455,"SW 120TH AVE &amp; SW 94TH TER
MIAMI, Florida 33186
(25.680385, -80.390455)",PHONE,10,
17-10364503,DANGEROUS DOG INVESTIGATION,,Animal_Services,Animal Services,2148 NE 183RD ST,City_of_North_Miami_Beach,Florida,33179,District 4,20179,09/13/2017 02:40:04 PM,09/16/2017 03:23:20 PM,,OPEN,932995.187,586303.311,25.944209,-80.157584,"2148 NE 183RD ST
MIAMI, Florida 33179
(25.944209, -80.157584)",PHONE,120,
17-10364504,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,13332 SW 282ND ST,Miami_Dade_County,Florida,33033,District 9,20179,09/13/2017 02:40:18 PM,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,CLOSED,851733.723,426217.349,25.504987,-80.407046,"13332 SW 282ND ST
MIAMI, Florida 33033
(25.504987, -80.407046)",PHONE,10,2
17-10364505,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,7200 NW 6TH ST,Miami_Dade_County,Florida,33126,District 6,20179,09/13/2017 02:40:19 PM,09/13/2017 02:57:53 PM,,LOCKED,882428.454,524938.897,25.776195,-80.312431,"7200 NW 6TH ST
MIAMI, Florida 33126
(25.776195, -80.312431)",PHONE,2,
17-10364507,INJURED ANIMAL,,Animal_Services,Animal Services,NW 202ND ST & NW 12TH AVE,City_of_Miami_Gardens,Florida,33169,District 1,20179,09/13/2017 02:40:39 PM,09/13/2017 03:32:42 PM,09/13/2017 03:32:42 PM,CLOSED,911801.998,591741.875,25.959532,-80.221974,"NW 202ND ST &amp; NW 12TH AVE
MIAMI, Florida 33169
(25.959532, -80.221974)",PHONE,1,0
17-10364509,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,10800 SW 120TH ST,Miami_Dade_County,Florida,33176,District 8,20179,09/13/2017 02:42:33 PM,09/13/2017 02:42:33 PM,,OPEN,863808.187,481569.81,25.657129,-80.369641,"10800 SW 120TH ST
MIAMI, Florida 33176
(25.657129, -80.369641)",PHONE,10,
17-10364510,RECYCLING BLUE CART ISSUES,,Waste_Management,Waste_Management,13332 SW 282ND ST,Miami_Dade_County,Florida,33033,District 9,20179,09/13/2017 02:42:35 PM,09/15/2017 01:34:48 PM,,OPEN,851733.723,426217.349,25.504987,-80.407046,"13332 SW 282ND ST
MIAMI, Florida 33033
(25.504987, -80.407046)",PHONE,10,
17-10364511,BULKY TRASH UPDATE,,Waste_Management,Waste_Management,11311 SW 240TH LN,Miami_Dade_County,Florida,33032,District 8,20179,09/13/2017 02:42:59 PM,09/13/2017 03:03:04 PM,,LOCKED,862342.078,440437.947,25.54398,-80.37468,"11311 SW 240TH LN
MIAMI, Florida 33032
(25.54398, -80.37468)",PHONE,30,
17-10364513,MOSQUITO INSPECTION REQUEST,,Waste_Management,Waste_Management,5701 SW 33RD ST,Miami_Dade_County,Florida,33155,District 6,20179,09/13/2017 02:44:43 PM,09/13/2017 02:44:58 PM,,LOCKED,890821.6140113934,511854.3108363728,25.740073,-80.287142,"5701 SW 33RD ST
MIAMI, Florida 33155
(25.740073, -80.287142)",WEB,2,
17-10364516,MOSQUITO INSPECTION REQUEST,,Waste_Management,Waste_Management,1001 COLUMBUS BLVD,City_of_Coral_Gables,Florida,33134,District 6,20179,09/13/2017 02:46:08 PM,09/13/2017 02:46:28 PM,,LOCKED,893480.1982794865,519758.9332689367,25.761781,-80.278935,"1001 COLUMBUS BLVD
MIAMI, Florida 33134
(25.761781, -80.278935)",WEB,2,
17-10364518,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,13020 SW 112TH AVE,Miami_Dade_County,Florida,33176,District 8,20179,09/13/2017 02:46:39 PM,09/13/2017 02:57:53 PM,,LOCKED,861924.248,477994.311,25.647316,-80.375411,"13020 SW 112TH AVE
MIAMI, Florida 33176
(25.647316, -80.375411)",PHONE,2,
17-10364521,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,19572 NW 82ND PL,Miami_Dade_County,Florida,33015,District 13,20179,09/13/2017 02:48:17 PM,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,CLOSED,874341.812,588410.185,25.950933,-80.336028,"19572 NW 82ND PL
MIAMI, Florida 33015
(25.950933, -80.336028)",PHONE,10,2
17-10364526,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,,Public_Works_Traffic_Engineering-10-60,Public_Works_Traffic_Engineering-10-60,14440 SW 31ST ST,Miami_Dade_County,Florida,33175,District 11,20179,09/13/2017 02:50:34 PM,09/13/2017 03:07:53 PM,,LOCKED,844087.751,510985.408,25.738308,-80.42912,"14440 SW 31ST ST
MIAMI, Florida 33175
(25.738308, -80.42912)",PHONE,2,
17-10364527,ILLEGAL DUMPING - WM,,Waste_Management,Waste_Management,1996 NW 53RD ST,Miami_Dade_County,Florida,33142,District 3,20179,09/13/2017 02:51:04 PM,09/13/2017 02:51:04 PM,,OPEN,909318.187,542192.185,25.823253,-80.230417,"1996 NW 53RD ST
MIAMI, Florida 33142
(25.823253, -80.230417)",PHONE,90,
17-10364529,INJURED ANIMAL,,Animal_Services,Animal Services,500 COLLEGE TER,City_of_Homestead,Florida,33030,District 8,20179,09/13/2017 02:51:10 PM,09/13/2017 03:43:21 PM,09/13/2017 03:43:21 PM,CLOSED,829551.896,414938.286,25.47421,-80.474433,"500 COLLEGE TER
HOMESTEAD, Florida 33030
(25.47421, -80.474433)",PHONE,1,0
17-10364530,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,8445 SW 58TH ST,Miami_Dade_County,Florida,33143,District 10,20179,09/13/2017 02:51:19 PM,09/13/2017 03:01:20 PM,,LOCKED,876214.311,502898.279,25.715643,-80.331653,"8445 SW 58TH ST
MIAMI, Florida 33143
(25.715643, -80.331653)",PHONE,10,
17-10364531,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,4873 NW 167TH ST,Miami_Dade_County,Florida,33055,District 1,20179,09/13/2017 02:51:24 PM,09/13/2017 03:01:27 PM,,LOCKED,892724.999,579413.061,25.925913,-80.280237,"4873 NW 167TH ST
MIAMI, Florida 33055
(25.925913, -80.280237)",PHONE,10,
17-10364534,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 92ND AVE & SW 27TH ST,Miami_Dade_County,Florida,33165,District 10,20179,09/13/2017 02:52:19 PM,09/13/2017 02:52:19 PM,,OPEN,872194.936,513556.843,25.745023,-80.343699,"SW 92ND AVE &amp; SW 27TH ST
MIAMI, Florida 33165
(25.745023, -80.343699)",PHONE,10,
17-10364535,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,14730 SW 103RD PL,Miami_Dade_County,Florida,33176,District 9,20179,09/13/2017 02:53:46 PM,09/13/2017 03:03:50 PM,,LOCKED,866384.873,472498.436,25.632137,-80.361952,"14730 SW 103RD PL
MIAMI, Florida 33176
(25.632137, -80.361952)",PHONE,10,
17-10364537,RECYCLING BLUE CART ISSUES,,Waste_Management,Waste_Management,8445 SW 58TH ST,Miami_Dade_County,Florida,33143,District 10,20179,09/13/2017 02:54:33 PM,09/13/2017 02:55:27 PM,,OPEN,876214.311,502898.279,25.715643,-80.331653,"8445 SW 58TH ST
MIAMI, Florida 33143
(25.715643, -80.331653)",PHONE,10,
17-10364538,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,810 NE 172ND TER,Miami_Dade_County,Florida,33162,District 4,20179,09/13/2017 02:55:10 PM,09/14/2017 10:43:02 AM,,OPEN,924320.809,582457.748,25.93378,-80.184052,"810 NE 172ND TER
MIAMI, Florida 33162
(25.93378, -80.184052)",PHONE,10,
17-10364540,DRAIN CLOGGED / CLEANING,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,15854 SW 143RD PL,Miami_Dade_County,Florida,33177,District 9,20179,09/13/2017 02:56:21 PM,09/13/2017 03:07:53 PM,,LOCKED,845512.44,467881.69,25.619698,-80.425361,"15854 SW 143RD PL
MIAMI, Florida 33177
(25.619698, -80.425361)",PHONE,40,
17-10364545,ANIMAL SERVICES DOG TAG CHECK,,Animal_Services,Animal Services,14364 SW 48TH LN,Miami_Dade_County,Florida,33175,District 10,20179,09/13/2017 02:57:59 PM,09/15/2017 06:37:50 PM,09/15/2017 06:37:50 PM,CLOSED,844803.188,504397.999,25.720175,-80.427034,"14364 SW 48TH LN
MIAMI, Florida 33175
(25.720175, -80.427034)",PHONE,0,2
17-10364549,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,229 NW 133RD PL (APPROX),Miami_Dade_County,Florida,33182,District 12,20179,09/13/2017 02:59:57 PM,09/13/2017 02:59:57 PM,,OPEN,849622.9,522294,25.769355,-80.412153,"229 NW 133RD PL (APPROX)
MIAMI, Florida 33182
(25.769355, -80.412153)",PHONE,30,
17-10364550,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,7845 SW 20TH ST,Miami_Dade_County,Florida,33155,District 10,20179,09/13/2017 03:00:58 PM,09/13/2017 03:00:58 PM,,OPEN,878902.935,516131.497,25.752013,-80.323281,"7845 SW 20TH ST
MIAMI, Florida 33155
(25.752013, -80.323281)",PHONE,10,
17-10364551,MOSQUITO INSPECTION REQUEST,,Waste_Management,Waste_Management,7810 SW 180TH ST,Village_of_Palmetto_Bay,Florida,33157,District 8,20179,09/13/2017 03:01:04 PM,09/13/2017 03:01:16 PM,,LOCKED,880948.0738715187,462157.0586158854,25.603485,-80.317914,"7810 SW 180TH ST
MIAMI, Florida 33157
(25.603485, -80.317914)",WEB,2,
17-10364553,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,7999 NW 7TH ST,Miami_Dade_County,Florida,33126,District 6,20179,09/13/2017 03:02:00 PM,09/13/2017 03:02:00 PM,,OPEN,878563.825,525423.466,25.777583,-80.324167,"7999 NW 7TH ST
MIAMI, Florida 33126
(25.777583, -80.324167)",PHONE,10,
17-10364554,MOSQUITO INSPECTION REQUEST,,Waste_Management,Waste_Management,15751 SW 42ND TER,Miami_Dade_County,Florida,33185,District 11,20179,09/13/2017 03:02:24 PM,09/13/2017 03:12:29 PM,,LOCKED,837599.814,507077.747,25.727633,-80.448878,"15751 SW 42ND TER
MIAMI, Florida 33185
(25.727633, -80.448878)",PHONE,2,
17-10364556,GREEN WASTE CART REQUEST,,Waste_Management,Waste_Management,9110 SW 10TH TER,Miami_Dade_County,Florida,33174,District 10,20179,09/13/2017 03:03:31 PM,09/15/2017 12:00:00 AM,09/15/2017 12:00:00 AM,CLOSED,872226.499,518835.843,25.759547,-80.343524,"9110 SW 10TH TER
MIAMI, Florida 33174
(25.759547, -80.343524)",PHONE,10,2
17-10364557,CAVE - IN NEXT TO DRAIN,,Public_Works_Road_And_Bridges-16-60,Public_Works_Road_And_Bridges-16-60,NW 191ST ST & NW 37TH AVE,City_of_Miami_Gardens,Florida,33056,District 1,20179,09/13/2017 03:04:05 PM,09/13/2017 03:17:04 PM,09/13/2017 03:17:04 PM,CLOSED,898771.684,587321.731,25.947579,-80.261704,"NW 191ST ST &amp; NW 37TH AVE
MIAMI, Florida 33056
(25.947579, -80.261704)",PHONE,5,0
17-10364558,STRAY DOG PICK UP - MD,,Animal_Services,Animal Services,1309 NW 1ST AVE,City_of_Homestead,Florida,33030,District 8,20179,09/13/2017 03:04:07 PM,09/14/2017 05:09:34 PM,09/14/2017 05:09:34 PM,CLOSED,827956.689,418072.469,25.482851,-80.479231,"1309 NW 1ST AVE
HOMESTEAD, Florida 33030
(25.482851, -80.479231)",PHONE,2,1
17-10364559,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,3294 SW 111TH CT,Miami_Dade_County,Florida,33165,District 10,20179,09/13/2017 03:04:24 PM,09/13/2017 03:04:24 PM,,OPEN,861715,511181.719,25.738628,-80.37557,"3294 SW 111TH CT
MIAMI, Florida 33165
(25.738628, -80.37557)",PHONE,30,
17-10364561,RECYCLING BLUE CART ISSUES,,Waste_Management,Waste_Management,9110 SW 10TH TER,Miami_Dade_County,Florida,33174,District 10,20179,09/13/2017 03:05:33 PM,09/13/2017 03:05:33 PM,,OPEN,872226.499,518835.843,25.759547,-80.343524,"9110 SW 10TH TER
MIAMI, Florida 33174
(25.759547, -80.343524)",PHONE,10,
17-10364562,GARBAGE COMPLAINT,,Waste_Management,Waste_Management,9622 SW 148TH AVE,Miami_Dade_County,Florida,33196,District 11,20179,09/13/2017 03:05:43 PM,09/13/2017 03:15:49 PM,,LOCKED,842352.938,488873.843,25.677492,-80.434677,"9622 SW 148TH AVE
MIAMI, Florida 33196
(25.677492, -80.434677)",PHONE,5,
17-10364564,STRAY / DOG-AT-LARGE,,Animal_Services,Animal Services,7901 NW 8TH ST,Miami_Dade_County,Florida,33126,District 6,20179,09/13/2017 03:06:49 PM,09/14/2017 04:34:51 PM,09/14/2017 04:34:51 PM,CLOSED,878255.153,525659.51,25.778237,-80.325101,"7901 NW 8TH ST
MIAMI, Florida 33126
(25.778237, -80.325101)",PHONE,3,1
17-10364568,TRAFFIC SIGNAL COMPLETELY OUT,,Public_Works_traffic_Signals_And_Signs-15-60,Public_Works_traffic_Signals_And_Signs-15-60,SW 107TH AVE & QUAIL ROOST DR,Miami_Dade_County,Florida,33157,District 9,20179,09/13/2017 03:07:10 PM,09/14/2017 12:00:00 AM,09/14/2017 12:00:00 AM,CLOSED,865627.498,459349.126,25.595969,-80.364442,"SW 107TH AVE &amp; QUAIL ROOST DR
MIAMI, Florida 33157
(25.595969, -80.364442)",PHONE,0,1
17-10364569,ILLEGAL DUMPING - WM,,Waste_Management,Waste_Management,1946 NW 68TH ST,Miami_Dade_County,Florida,33147,District 3,20179,09/13/2017 03:07:19 PM,09/13/2017 03:07:19 PM,,DUP,909446.998,546702.685,25.83566,-80.229945,"1946 NW 68TH ST
MIAMI, Florida 33147
(25.83566, -80.229945)",PHONE,90,
17-10364571,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),,RAAM-27-93,RAAM-27-93,SW 95TH CT & SW 96TH ST,Miami_Dade_County,Florida,33176,District 7,20179,09/13/2017 03:08:41 PM,09/13/2017 03:08:41 PM,,OPEN,870252.56,490003.935,25.680248,-80.349952,"SW 95TH CT &amp; SW 96TH ST
MIAMI, Florida 33176
(25.680248, -80.349952)",PHONE,10,
17-10364572,TREE TRIMMING (RAAM),,RAAM-27-93,RAAM-27-93,10442 SW 21ST ST,Miami_Dade_County,Florida,33165,District 10,20179,09/13/2017 03:08:44 PM,09/13/2017 03:09:29 PM,,OPEN,865362.622,515215.5,25.749679,-80.364431,"10442 SW 21ST ST
MIAMI, Florida 33165
(25.749679, -80.364431)",PHONE,30,
17-10364574,COMMERCIAL VEHICLE - UNAUTHORIZED,,Regulatory_and_Economic_Resources,Department of Regulatory and Economic Resources,41 SW 135TH AVE,Miami_Dade_County,Florida,33184,District 12,20179,09/13/2017 03:08:52 PM,09/13/2017 03:33:00 PM,,LOCKED,849162.125,521861.872,25.768171,-80.413558,"41 SW 135TH AVE
MIAMI, Florida 33184
(25.768171, -80.413558)",WEB,120,
17-10364575,RECREATIONAL VEHICLE / CAMPING EQUIPMENT STORAGE,,Regulatory_and_Economic_Resources,Department of Regulatory and Economic Resources,9401 SW 95TH CT,Miami_Dade_County,Florida,33176,District 7,20179,09/13/2017 03:10:28 PM,09/13/2017 03:20:36 PM,,LOCKED,870376.062,490582.843,25.68184,-80.349569,"9401 SW 95TH CT
MIAMI, Florida 33176
(25.68184, -80.349569)",PHONE,120,
17-10364579,JUNK AND TRASH / OVERGROWTH,,Regulatory_and_Economic_Resources,Department of Regulatory and Economic Resources,9401 SW 95TH CT,Miami_Dade_County,Florida,33176,District 7,20179,09/13/2017 03:11:29 PM,09/13/2017 03:21:34 PM,,LOCKED,870376.062,490582.843,25.68184,-80.349569,"9401 SW 95TH CT
MIAMI, Florida 33176
(25.68184, -80.349569)",PHONE,90,
